"sci_name"	"genus"	"subfamily"	"family"	"superfamily"	"ITIS_id"
"Harrisimemna trisignata"	"Harrisimemna"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	117494
"Polygrammate hebraeicum"	"Polygrammate"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	939914
"Simyra insularis"	"Simyra"	"Acronictinae"	"Noctuidae"	"Noctuoidea"	940305
"Alypia octomaculata"	"Alypia"	"Agaristinae"	"Noctuidae"	"Noctuoidea"	117359
"Eudryas grata"	"Eudryas"	"Agaristinae"	"Noctuidae"	"Noctuoidea"	938606
"Eudryas unio"	"Eudryas"	"Agaristinae"	"Noctuidae"	"Noctuoidea"	938607
"Psychomorpha epimenis"	"Psychomorpha"	"Agaristinae"	"Noctuidae"	"Noctuoidea"	940072
"Amphipyra pyramidoides"	"Amphipyra"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	188954
"Amphipyra tragopoginis"	"Amphipyra"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	188955
"Azenia obtusa"	"Azenia"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	937946
"Basilodes pepita"	"Basilodes"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	937978
"Cirrhophanus triangulifer"	"Cirrhophanus"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	938198
"Copivaleria grotei"	"Copivaleria"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	938300
"Emarginea percara"	"Emarginea"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	938536
"Feralia comstocki"	"Feralia"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	188887
"Feralia jocosa"	"Feralia"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	188886
"Feralia major"	"Feralia"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	938836
"Plagiomimicus pityochromus"	"Plagiomimicus"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	939883
"Psaphida electilis"	"Psaphida"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940016
"Psaphida grandis"	"Psaphida"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940017
"Psaphida resumens"	"Psaphida"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940018
"Psaphida rolandi"	"Psaphida"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940019
"Psaphida styracis"	"Psaphida"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940020
"Psaphida thaxterianus"	"Psaphida"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940021
"Stiria rugifrons"	"Stiria"	"Amphipyrinae"	"Noctuidae"	"Noctuoidea"	940343
"Amyna axis"	"Amyna"	"Bagisarinae"	"Noctuidae"	"Noctuoidea"	937717
"Amyna bullula"	"Amyna"	"Bagisarinae"	"Noctuidae"	"Noctuoidea"	937718
"Bagisara rectifascia"	"Bagisara"	"Bagisarinae"	"Noctuidae"	"Noctuoidea"	937961
"Balsa labecula"	"Balsa"	"Balsinae"	"Noctuidae"	"Noctuoidea"	937971
"Balsa malana"	"Balsa"	"Balsinae"	"Noctuidae"	"Noctuoidea"	937972
"Balsa tristrigella"	"Balsa"	"Balsinae"	"Noctuidae"	"Noctuoidea"	937973
"Condica confederata"	"Condica"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938254
"Condica cupentia"	"Condica"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938255
"Condica mobilis"	"Condica"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938262
"Condica sutor"	"Condica"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938269
"Condica vecors"	"Condica"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938272
"Condica videns"	"Condica"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938273
"Crambodes talidiformis"	"Crambodes"	"Condicinae"	"Noctuidae"	"Noctuoidea"	938322
"Homophoberia apicosa"	"Homophoberia"	"Condicinae"	"Noctuidae"	"Noctuoidea"	117501
"Homophoberia cristata"	"Homophoberia"	"Condicinae"	"Noctuidae"	"Noctuoidea"	117499
"Leuconycta diphteroides"	"Leuconycta"	"Condicinae"	"Noctuidae"	"Noctuoidea"	939344
"Leuconycta lepidula"	"Leuconycta"	"Condicinae"	"Noctuidae"	"Noctuoidea"	939345
"Ogdoconta cinereola"	"Ogdoconta"	"Condicinae"	"Noctuidae"	"Noctuoidea"	939651
"Perigea xanthioides"	"Perigea"	"Condicinae"	"Noctuidae"	"Noctuoidea"	939825
"Cucullia alfarata"	"Cucullia"	"Cuculliinae"	"Noctuidae"	"Noctuoidea"	938346
"Cucullia asteroides"	"Cucullia"	"Cuculliinae"	"Noctuidae"	"Noctuoidea"	188873
"Cucullia convexipennis"	"Cucullia"	"Cuculliinae"	"Noctuidae"	"Noctuoidea"	938352
"Cucullia florea"	"Cucullia"	"Cuculliinae"	"Noctuidae"	"Noctuoidea"	188872
"Raphia abrupta"	"Raphia"	"Dilobinae"	"Noctuidae"	"Noctuoidea"	940102
"Callopistria cordata"	"Callopistria"	"Eriopinae"	"Noctuidae"	"Noctuoidea"	938033
"Callopistria floridensis"	"Callopistria"	"Eriopinae"	"Noctuidae"	"Noctuoidea"	117380
"Callopistria granitosa"	"Callopistria"	"Eriopinae"	"Noctuidae"	"Noctuoidea"	938034
"Callopistria mollissima"	"Callopistria"	"Eriopinae"	"Noctuidae"	"Noctuoidea"	938036
"Argillophora furcilla"	"Argillophora"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	937886
"Capis curvata"	"Capis"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	938040
"Deltote bellicula"	"Deltote"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	938417
"Lithacodia musta"	"Lithacodia"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	939353
"Maliattha concinnimacula"	"Maliattha"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	939445
"Maliattha synochitis"	"Maliattha"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	939446
"Marimatha nigrofimbria"	"Marimatha"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	939456
"Ozarba aeria"	"Ozarba"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	939726
"Protodeltote muscosula"	"Protodeltote"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	939968
"Tripudia flavofasciata"	"Tripudia"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	940638
"Tripudia rectangula"	"Tripudia"	"Eustrotiinae"	"Noctuidae"	"Noctuoidea"	940647
"Derrima stellata"	"Derrima"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	938418
"Helicoverpa zea"	"Helicoverpa"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	117398
"Heliocheilus lupatus"	"Heliocheilus"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	938971
"Heliocheilus paradoxus"	"Heliocheilus"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	938972
"Heliothis subflexa"	"Heliothis"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	938987
"Heliothis virescens"	"Heliothis"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	938988
"Pyrrhia aurantiago"	"Pyrrhia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940099
"Pyrrhia cilisca"	"Pyrrhia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940100
"Pyrrhia exprimens"	"Pyrrhia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	188974
"Schinia arcigera"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940153
"Schinia bina"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940161
"Schinia carolinensis"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940167
"Schinia cumatilis"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940175
"Schinia florida"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940185
"Schinia gracilenta"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940188
"Schinia indiana"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940197
"Schinia jaguarina"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940201
"Schinia lucens"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940203
"Schinia lynx"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940206
"Schinia nubila"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940217
"Schinia nundina"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940219
"Schinia obscurata"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940221
"Schinia rivulosa"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940234
"Schinia sanguinea"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940238
"Schinia saturata"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940240
"Schinia scissoides"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940243
"Schinia septentrionalis"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940244
"Schinia siren"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940248
"Schinia sordidus"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940250
"Schinia thoreaui"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940255
"Schinia trifascia"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940257
"Schinia tuberculum"	"Schinia"	"Heliothinae"	"Noctuidae"	"Noctuoidea"	940258
"Abagrotis alternata"	"Abagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188804
"Abagrotis anchocelioides"	"Abagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771336
"Abagrotis brunneipennis"	"Abagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771341
"Abagrotis cupida"	"Abagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771343
"Abagrotis magnicupida"	"Abagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771355
"Achatia distincta"	"Achatia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937578
"Achatodes zeae"	"Achatodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117339
"Acherdoa ferraria"	"Acherdoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937579
"Acrapex relicta"	"Acrapex"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937587
"Agnorisma badinodis"	"Agnorisma"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771375
"Agnorisma bollii"	"Agnorisma"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771376
"Agnorisma bugrai"	"Agnorisma"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771377
"Agrotis buchholzi"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937668
"Agrotis gladiaria"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117351
"Agrotis ipsilon"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117352
"Agrotis malefida"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117353
"Agrotis venerabilis"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188676
"Agrotis vetusta"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937680
"Agrotis volubilis"	"Agrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188678
"Amphipoea americana"	"Amphipoea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188943
"Amphipoea interoceanica"	"Amphipoea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937710
"Anaplectoides brunneomedia"	"Anaplectoides"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771378
"Anaplectoides prasina"	"Anaplectoides"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188795
"Anaplectoides pressus"	"Anaplectoides"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188794
"Anarta trifolii"	"Anarta"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937741
"Anathix ralla"	"Anathix"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937744
"Anicla forbesi"	"Anicla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937763
"Anicla illapsa"	"Anicla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937764
"Anicla infecta"	"Anicla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937765
"Anicla lubricans"	"Anicla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937766
"Anicla simplicius"	"Anicla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937768
"Anicla sullivani"	"Anicla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937769
"Anterastria teratophora"	"Anterastria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937807
"Apamea amputatrix"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117367
"Apamea cariosa"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937823
"Apamea cristata"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937828
"Apamea devastator"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117368
"Apamea dubitans"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937831
"Apamea helva"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937835
"Apamea indocilis"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188686
"Apamea inebriata"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937836
"Apamea lignicolora"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937839
"Apamea nigrior"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937844
"Apamea plutonia"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937849
"Apamea sordens"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937859
"Apamea verbascoides"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188681
"Apamea vulgaris"	"Apamea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937864
"Aplectoides condita"	"Aplectoides"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188792
"Athetis tarda"	"Athetis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937926
"Bellura brehmei"	"Bellura"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117330
"Bellura densa"	"Bellura"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117328
"Bellura gortynoides"	"Bellura"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	937983
"Bellura obliqua"	"Bellura"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117323
"Bryolymnia semifascia"	"Bryolymnia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938018
"Capsula oblonga"	"Capsula"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938043
"Cerastis fishii"	"Cerastis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771381
"Cerastis tenebrifera"	"Cerastis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188740
"Chaetaglaea fergusoni"	"Chaetaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938173
"Chaetaglaea sericea"	"Chaetaglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938174
"Choephora fungorum"	"Choephora"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771385
"Chytonix palliatricula"	"Chytonix"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938193
"Chytonix sensilis"	"Chytonix"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938195
"Cosmia calami"	"Cosmia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938303
"Crocigrapha normani"	"Crocigrapha"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938324
"Dargida aleada"	"Dargida"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938391
"Dargida diffusa"	"Dargida"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938392
"Dargida rubripennis"	"Dargida"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938396
"Diarsia jucunda"	"Diarsia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188758
"Diarsia rubifera"	"Diarsia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188756
"Dypterygia rozmani"	"Dypterygia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938495
"Egira alternans"	"Egira"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938505
"Elaphria alapallida"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938521
"Elaphria chalcedonia"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938522
"Elaphria cornutinus"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938523
"Elaphria cyanympha"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938524
"Elaphria festivoides"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188967
"Elaphria georgei"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938529
"elaphria grata"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938530
"Elaphria grata"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938530
"Elaphria nucicolora"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938531
"Elaphria versicolor"	"Elaphria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188966
"Epiglaea apiata"	"Epiglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188912
"Epiglaea decliva"	"Epiglaea"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938550
"Eucirroedia pampina"	"Eucirroedia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938588
"Eucoptocnemis dapsilis"	"Eucoptocnemis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938595
"Eucoptocnemis fimbriaris"	"Eucoptocnemis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938598
"Eueretagrotis attentus"	"Eueretagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771390
"Eueretagrotis perattentus"	"Eueretagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771391
"Eueretagrotis sigmoides"	"Eueretagrotis"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771392
"Euplexia benesimilis"	"Euplexia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188947
"Eupsilia cirripalea"	"Eupsilia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938625
"Eupsilia devia"	"Eupsilia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938626
"Eupsilia morrisoni"	"Eupsilia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938629
"Eupsilia sidus"	"Eupsilia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938630
"Eupsilia tristigmata"	"Eupsilia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938631
"Eupsilia vinulenta"	"Eupsilia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938632
"Euxoa auxiliaris"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117386
"Euxoa bostoniensis"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938666
"Euxoa campestris"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188698
"Euxoa declarata"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938690
"Euxoa detersa"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188693
"Euxoa immixta"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938711
"Euxoa messoria"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117387
"Euxoa pleuritica"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188697
"Euxoa redimicula"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188702
"Euxoa scandens"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117389
"Euxoa scholastica"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938775
"Euxoa tessellata"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117390
"Euxoa velleripennis"	"Euxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938804
"Fagitana littera"	"Fagitana"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938814
"Feltia geniculata"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938821
"Feltia herilis"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938822
"Feltia jaculifera"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938824
"Feltia manifesta"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938825
"Feltia subgothica"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938829
"Feltia subterranea"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938830
"Feltia tricosa"	"Feltia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938831
"Fishia illocata"	"Fishia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938842
"Franclemontia interrogans"	"Franclemontia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938850
"Galgula partita"	"Galgula"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938858
"Hadena capsularis"	"Hadena"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938942
"Hadena ectypa"	"Hadena"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	938945
"Hemieuxoa rudens"	"Hemieuxoa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939005
"Hemipachnobia monochromatea"	"Hemipachnobia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188742
"Hemipachnobia subporphyrea"	"Hemipachnobia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	771397
"Himella fidelis"	"Himella"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939025
"Homorthodes furfurata"	"Homorthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939045
"Homorthodes lindseyi"	"Homorthodes"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939048
"Hyppa contrasta"	"Hyppa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939145
"Hyppa xylinoides"	"Hyppa"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188961
"Iodopepla u-album"	"Iodopepla"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939171
"Lacanobia grandis"	"Lacanobia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939187
"Lacanobia subjuncta"	"Lacanobia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939190
"Lacinipolia anguina"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188706
"Lacinipolia explicata"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939205
"Lacinipolia implicata"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939211
"Lacinipolia laudabilis"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939213
"Lacinipolia lorea"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188707
"Lacinipolia meditata"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939221
"Lacinipolia olivacea"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188708
"Lacinipolia renigera"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117407
"Lacinipolia teligera"	"Lacinipolia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939242
"Lateroligia ophiogramma"	"Lateroligia"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939297
"Lemmeria digitalis"	"Lemmeria"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939299
"Leucania adjuta"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939308
"Leucania calidior"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939310
"Leucania commoides"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188863
"Leucania extincta"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939313
"Leucania incognita"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939318
"Leucania inermis"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939320
"Leucania insueta"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188864
"Leucania lapidaria"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939322
"Leucania linda"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939323
"Leucania linita"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939324
"Leucania multilinea"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939326
"Leucania phragmitidicola"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939329
"Leucania pseudargyria"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939331
"Leucania scirpicola"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939332
"Leucania subpunctata"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939335
"Leucania ursula"	"Leucania"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939336
"Lithophane abita"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939357
"Lithophane adipel"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939358
"Lithophane antennata"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	117409
"Lithophane baileyi"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939360
"Lithophane bethunei"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939361
"Lithophane disposita"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939366
"Lithophane georgii"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	188710
"Lithophane grotei"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939370
"Lithophane hemina"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939371
"Lithophane innominata"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939372
"Lithophane joannis"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939375
"Lithophane laceyi"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939376
"Lithophane laticinerea"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939378
"Lithophane lemmeri"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939380
"Lithophane oriunda"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939383
"Lithophane patefacta"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939384
"Lithophane petulca"	"Lithophane"	"Noctuinae"	"Noctuidae"	"Noctuoidea"	939386
