"dataset","lon","lat","landcover"
"iNat",-76.58275106,39.2636839673,15
"iNat",-77.4795029706,39.652719206,6
"iNat",-83.692275,35.6407966667,6
"iNat",-77.6627061,37.6981766,17
"iNat",-68.6854819023,44.8856741097,1
"iNat",-73.2401883333,44.5065616667,6
"iNat",-72.5421216667,42.32242,15
"iNat",-79.7112831753,36.394735286,5
"iNat",-76.25177949,44.58648779,1
"iNat",-77.4114749395,38.9114400186,17
"iNat",-77.4503087,39.6009732,5
"iNat",-88.781,30.423,17
"iNat",-82.6414944444,41.8017666667,15
"iNat",-82.6413638889,41.8004944444,15
"iNat",-77.1589809373,38.8885602904,17
"iNat",-76.959375031,45.8270087444,17
"iNat",-97.2717112956,32.5669665775,17
"iNat",-97.3742326034,35.3206150901,5
"iNat",-73.1448385449,44.7057790809,15
"iNat",-98.22976126,32.88573767,17
"iNat",-73.908455,42.515445,1
"iNat",-85.9342897677,32.8143146853,1
"iNat",-93.1841420197,44.9860821851,17
"iNat",-85.9394547813,32.821683179,18
"iNat",-85.53633269,42.51663878,5
"iNat",-99.4604233333,30.568545,8
"iNat",-89.9010264874,43.9215892156,5
"iNat",-73.1500058053,40.7689038283,5
"iNat",-97.43545506,32.8783333167,17
"iNat",-73.4713583333,42.4849916667,15
"iNat",-73.942149853,45.4329716891,6
"iNat",-73.5650687334,40.9313419742,0
"iNat",-84.1961716667,39.7198283333,17
"iNat",-76.9796401262,45.8273115273,17
"iNat",-80.052943378,41.7331773983,5
"iNat",-89.6100216667,35.2248783333,15
"iNat",-94.2828677037,30.9870218765,17
"iNat",-97.8530901578,29.9967247434,18
"iNat",-86.3787472222,48.7110166667,17
"iNat",-85.460755,38.713525,17
"iNat",-93.6923826521,48.7419689159,5
"iNat",-97.7726950497,30.2706648689,1
"iNat",-72.7114849837,42.8476261559,6
"iNat",-72.5757283719,42.8528774366,5
"iNat",-63.8120437413,44.4895626272,14
"iNat",-97.4805715414,30.3077022262,3
"iNat",-97.5368145854,30.2181110203,17
"iNat",-97.5638414172,30.2398842002,3
"iNat",-73.9083333333,42.5139533333,6
"iNat",-97.4810930914,30.3242001413,15
"iNat",-97.5164986853,30.3594883396,15
"iNat",-77.485505417,38.3071845082,17
"iNat",-79.372629225,40.3751811534,6
"iNat",-95.916695,41.1807216667,5
"iNat",-97.276375,32.8706466667,17
"iNat",-83.759758,35.928818,15
"iNat",-83.2452106476,39.9859658798,5
"iNat",-79.372633248,40.3748258977,5
"iNat",-97.3017097,31.6063682,14
"iNat",-98.2860946655,30.5717487335,17
"iNat",-71.5081322947,42.9840896984,17
"iNat",-88.3376872167,43.4203863931,17
"iNat",-84.7655940056,36.0792949797,18
"iNat",-79.3780553341,40.3722100457,5
"iNat",-79.3794178963,40.372066272,5
"iNat",-87.5321578979,33.1865386963,17
"iNat",-72.3570566667,44.3350616667,17
"iNat",-76.62354562,39.38053188,17
"iNat",-72.3601266667,44.3302933333,17
"iNat",-72.36012,44.3304683333,17
"iNat",-80.0253796577,37.4579461306,5
"iNat",-71.2463866255,41.4770973205,15
"iNat",-79.3794608116,40.3720601416,5
"iNat",-80.39077,37.2081666667,5
"iNat",-83.8832466667,42.3439583333,5
"iNat",-79.4855189116,39.0070619498,5
"iNat",-77.9305265676,39.2416999903,15
"iNat",-97.774346284,30.3415849215,17
"iNat",-97.276536673,32.8706580145,17
"iNat",-98.8149833679,20.6719779657,15
"iNat",-97.2765433788,32.8707981946,17
"iNat",-97.276529967,32.870678723,17
"iNat",-87.0885861667,21.2168116667,17
"iNat",-80.409691,35.941242,17
"iNat",-97.1208114684,32.9067038012,17
"iNat",-97.276661,32.875327,15
"iNat",-97.4171573497,30.3834630845,15
"iNat",-95.6658975963,33.3447517497,5
"iNat",-74.8273177915,40.8489924457,17
"iNat",-78.010259418,40.4931739957,17
"iNat",-73.9886166446,40.6859223572,17
"iNat",-82.577575,35.5658916667,17
"iNat",-78.84876847,35.89663239,17
"iNat",-79.378068745,40.3722100457,5
"iNat",-79.3799167871,40.3715482548,6
"iNat",-79.379887282,40.3715418349,6
"iNat",-78.5319915601,35.9556819778,17
"iNat",-80.890062153,41.0750050396,17
"iNat",-79.3799221516,40.3715316176,6
"iNat",-75.1460638333,40.266425,17
"iNat",-78.532095328,35.9556939639,17
"iNat",-78.5286048,35.9542549,17
"iNat",-78.4526468656,38.0093566528,6
"iNat",-73.86440278,42.71845975,17
"iNat",-78.5277395882,35.9543849202,15
"iNat",-78.5277473834,35.9543879377,15
"iNat",-78.5277777259,35.9545238084,15
"iNat",-78.5277309549,35.9543223074,15
"iNat",-78.5277562682,35.9544130834,15
"iNat",-78.5278180429,35.9544698708,17
"iNat",-78.5277208966,35.9544227645,15
"iNat",-78.5279420609,35.9543652245,17
"iNat",-78.5277483054,35.9544492513,15
"iNat",-79.3833339214,40.3722409869,5
"iNat",-92.050714083,17.4856751409,3
"iNat",-72.503395,42.3326333333,5
"iNat",-79.0804894782,35.9876968315,6
"iNat",-72.6679264382,43.9928549063,15
"iNat",-72.4895033333,42.3763716667,17
"iNat",-79.388379156,40.3755298344,6
"iNat",-79.0803313908,35.9877404524,6
"iNat",-79.0802465659,35.9874936892,5
"iNat",-79.0794008633,35.9868305935,6
"iNat",-78.0089371652,40.4936336261,17
"iNat",-79.0805473086,35.9870748036,1
"iNat",-79.0803787486,35.9874271369,5
"iNat",-79.376201927,40.3730287311,17
"iNat",-68.0673055,44.3851466667,10
"iNat",-84.4537131117,33.9758218406,5
"iNat",-89.4985020161,43.0994631262,17
"iNat",-82.4376023,34.925104,17
"iNat",-76.3887602092,36.8011428835,17
"iNat",-79.8618851044,40.4279269232,17
"iNat",-79.89299383,43.27841269,1
"iNat",-79.8929833333,43.27837,1
"iNat",-73.7714155845,40.9514940459,5
"iNat",-84.166852533,43.3150850796,5
"iNat",-72.53421,44.89361,5
"iNat",-84.2442409695,34.5714631398,5
"iNat",-80.790201129,35.3734540525,17
"iNat",-80.7903877914,35.3729061946,17
"iNat",-79.9409716667,43.4815466667,6
"iNat",-79.9552783333,43.448345,5
"iNat",-76.6513787,39.3521184,5
"iNat",-77.0498375595,39.1628952697,17
"iNat",-84.2438790389,34.5709477365,17
"iNat",-68.06224985,44.33650327,17
"iNat",-82.0885471667,39.4995716667,17
"iNat",-73.771331152,40.9515496111,5
"iNat",-72.5611641259,42.8590438329,17
"iNat",-73.7733917591,40.9517857293,5
"iNat",-72.5612714142,42.8590092995,17
"iNat",-87.86649827,41.67254571,5
"iNat",-72.3110046387,41.8236503601,15
"iNat",-89.498149976,43.02484647,17
"iNat",-83.18892,35.053425,17
"iNat",-79.1620945,43.8373533333,17
"iNat",-78.5321148579,35.9559026733,17
"iNat",-97.2949946421,37.7141241748,17
"iNat",-90.0802102034,29.9883215083,17
"iNat",-73.9714666667,40.7691033333,17
"iNat",-72.9343583333,44.5117383333,6
"iNat",-73.0905083333,43.9883716667,5
"iNat",-68.055287758,44.3440755923,5
"iNat",-77.3877792358,39.0036125183,17
"iNat",-84.0300277739,33.7759135292,17
"iNat",-68.1586579776,44.3580803624,0
"iNat",-73.9962203405,40.6534626589,17
"iNat",-72.3913973105,43.1460312708,1
"iNat",-72.804594,43.494246,10
"iNat",-92.3136507243,38.6062504717,17
"iNat",-78.7152416667,35.810895,15
"iNat",-78.715905,35.8108333333,15
"iNat",-72.800303,43.496737,10
"iNat",-78.7147533333,35.8109383333,15
"iNat",-78.714745,35.8109583333,15
"iNat",-71.6084496939,43.1986679458,14
"iNat",-73.6137916667,43.3835916667,5
"iNat",-76.4528009668,38.3456894474,17
"iNat",-82.0893388333,39.4988633333,17
"iNat",-73.1746455935,43.9980386105,5
"iNat",-85.9514783333,33.4452966667,15
"iNat",-93.2458648682,30.1864757538,17
"iNat",-79.907105,40.4365583333,17
"iNat",-72.5582416667,43.6242416667,1
"iNat",-81.9304699936,39.6962936045,5
"iNat",-71.9606360514,43.4228266078,17
"iNat",-84.4190844522,38.9423012222,15
"iNat",-75.5919845002,41.08381841,5
"iNat",-77.1323580809,39.0798433858,17
"iNat",-83.174995,35.307245,17
"iNat",-71.647240296,42.821395856,5
"iNat",-84.6799923657,33.8635978988,17
"iNat",-94.1693615601,36.0616399126,17
"iNat",-79.4287833333,42.3456016667,5
"iNat",-85.5919407745,42.8254461339,17
"iNat",-79.4267883333,42.3465983333,5
"iNat",-82.1200555,39.3655383333,17
"iNat",-73.7713058387,40.9515072825,5
"iNat",-73.8953655941,41.6842311291,17
"iNat",-73.8970024644,41.6894532966,17
"iNat",-92.051648162,17.4844673138,3
"iNat",-76.800605,39.2194133333,17
"iNat",-79.3703233333,42.4745783333,10
"iNat",-72.564213797,44.2536546136,15
"iNat",-92.2551727295,14.893995285,17
"iNat",-72.8689634536,43.2671502215,14
"iNat",-89.502725,43.0321416667,17
"iNat",-89.5026333333,43.0321055,17
"iNat",-78.6369983045,36.3905016814,17
"iNat",-68.0552515481,44.3440473034,5
"iNat",-95.38997,29.7154466667,17
"iNat",-68.0536499023,44.3385658264,17
"iNat",-76.974105,38.791575,17
"iNat",-72.570825,44.259445,17
"iNat",-94.6680655828,38.6109897942,17
"iNat",-82.76525,35.0821195,1
"iNat",-77.2685485,40.0209074744,5
"iNat",-92.93475254,44.94047996,17
"iNat",-72.52885545,42.22155691,17
"iNat",-71.990395,42.3982283333,17
"iNat",-83.96087049,33.90201383,17
"iNat",-97.7757555556,33.1768111111,10
"iNat",-72.530579567,42.3234606635,17
"iNat",-74.6989202499,40.7248195519,5
"iNat",-73.8966691129,41.6791882934,17
"iNat",-72.73629,43.728735,17
"iNat",-72.5322761,42.3263595,17
"iNat",-72.867005,43.2646633333,1
"iNat",-73.8973098641,41.6791185398,17
"iNat",-83.4544916667,35.6777027778,6
"iNat",-81.475838832,38.4348366857,5
"iNat",-97.7756361111,33.1768416667,10
"iNat",-93.7547083333,38.3867416667,17
"iNat",-84.1657714844,30.4217453003,17
"iNat",-79.778935611,40.3449772719,5
"iNat",-74.7285747528,40.7501830237,5
"iNat",-75.449333,40.103237,17
"iNat",-72.565095,44.2547133333,15
"iNat",-72.565195,44.2547,15
"iNat",-79.383052289,40.3722052266,5
"iNat",-83.39585,42.5985366667,17
"iNat",-86.26967,39.9486366667,17
"iNat",-86.3071666667,39.8854033333,5
"iNat",-68.0585477799,44.3381661854,1
"iNat",-76.3446121216,39.8455467224,6
"iNat",-80.010925293,40.3133163452,5
"iNat",-72.5754524395,42.8532959161,5
"iNat",-79.8246002197,40.3170661926,6
"iNat",-83.61345,41.7745466667,5
"iNat",-96.6153074429,33.159962548,5
"iNat",-76.7886398682,39.01163717,16
"iNat",-83.2389600948,35.0689704577,6
"iNat",-83.2364080568,35.0324368431,1
"iNat",-83.2360289433,35.0325254817,6
"iNat",-83.2366051153,35.0323440554,6
"iNat",-78.5186591984,35.9781657222,6
"iNat",-79.0803833333,35.953145,17
"iNat",-75.85797474,39.7105160206,15
"iNat",-77.3193740845,44.4864639855,17
"iNat",-81.621025,35.764195,17
"iNat",-78.71166033,35.02238036,17
"iNat",-91.9263146539,35.7737939246,5
"iNat",-78.5318166298,35.9555092687,17
"iNat",-91.9966966667,35.49583,6
"iNat",-68.0568861667,44.3421883333,5
"iNat",-88.090629,41.815488,10
"iNat",-73.86043575,42.6968034,6
"iNat",-68.0552222222,44.3441277778,5
"iNat",-73.8633443,42.69757883,1
"iNat",-72.5688333333,42.8501383333,17
"iNat",-73.93415283,45.40943877,15
"iNat",-90.8258382418,38.4761695052,5
"iNat",-90.8256703523,38.4763837885,6
"iNat",-77.4804942963,37.5358971209,5
"iNat",-73.9847106934,40.7789649963,17
"iNat",-77.4807239604,37.5360236038,5
"iNat",-95.7450345302,39.0035076918,17
"iNat",-75.5346533333,39.78015,17
"iNat",-98.4600531424,30.3880998452,8
"iNat",-76.5534905436,42.345961653,5
"iNat",-72.517045,43.6313666667,17
"iNat",-81.71447217,41.21675597,5
"iNat",-71.336078364,41.4765890356,17
"iNat",-97.9410333333,29.8915216667,17
"iNat",-86.35681767,36.17003367,15
"iNat",-86.35680496,36.17004042,15
"iNat",-73.9963749424,40.7307148772,5
"iNat",-84.3210513909,30.1810647468,17
"iNat",-84.0712997,34.0514898,17
"iNat",-80.7905796053,34.9382696318,10
"iNat",-97.447621743,32.9987426623,10
"iNat",-72.5283133333,42.3921583333,17
"iNat",-84.3579266282,30.1957407585,7
"iNat",-82.4937358224,29.7536544042,17
"iNat",-79.9005493988,43.2848989964,15
"iNat",-82.5428412006,37.4883506699,17
"iNat",-79.90055271,43.28477292,15
"iNat",-78.7490222511,35.8676815918,1
"iNat",-73.5194405494,40.9426217916,0
"iNat",-81.5487833333,41.1568195,5
"iNat",-75.6620980707,39.8725899635,5
"iNat",-93.4190375,37.1157835,17
"iNat",-68.3010831587,44.2049730407,0
"iNat",-73.9960337725,40.7306215568,5
"iNat",-82.0899972545,39.4989585646,5
"iNat",-82.0837028333,39.5002883333,17
"iNat",-80.5999860261,40.1565816254,5
"iNat",-71.5667716667,43.650955,17
"iNat",-86.7934333333,33.4631216667,17
"iNat",-80.6956153553,41.8698498003,15
"iNat",-78.600198459,42.755906987,5
"iNat",-77.3926802807,38.8883143033,17
"iNat",-81.6148916667,41.3590583333,5
"iNat",-79.883605,40.52222,17
"iNat",-92.754912,46.531805,14
"iNat",-74.6654721433,40.7221648784,17
"iNat",-79.9004780061,43.2847383612,15
"iNat",-79.9004259745,43.2847601358,15
"iNat",-79.9004299008,43.284693552,15
"iNat",-82.0884741291,39.4981505616,17
"iNat",-80.418308,43.690966,17
"iNat",-85.2441875172,44.99209092,5
"iNat",-94.7425918579,45.3466453552,17
"iNat",-90.305605,38.650772,17
"iNat",-90.3054048523,38.6507774856,17
"iNat",-97.0696416263,32.9823059829,18
"iNat",-97.1914905309,32.6912076712,17
"iNat",-97.1788964198,32.9051773484,17
"iNat",-77.3015213013,44.4795551177,17
"iNat",-68.05952276,44.33818782,17
"iNat",-97.0771997447,32.9662621053,10
"iNat",-98.1946473476,32.2225081176,10
"iNat",-72.8670501178,43.2768554281,6
"iNat",-91.1955866667,47.3829833333,8
"iNat",-83.3375194819,33.9025761845,17
"iNat",-72.4321233854,40.8715640847,5
"iNat",-76.914159,39.625049,15
"iNat",-77.4808793643,39.7857075611,5
"iNat",-97.1581202473,32.8647852388,17
"iNat",-75.2264912941,45.2078384031,15
"iNat",-75.2268775313,45.2075360408,15
"iNat",-97.3648840283,32.7368623903,17
"iNat",-72.3108155272,41.8045900019,15
"iNat",-80.5998983514,40.1564896759,17
"iNat",-75.1505666667,45.4020416667,5
"iNat",-75.2666083333,45.383475,6
"iNat",-80.0590210129,40.5848844722,17
"iNat",-79.1377638333,35.9435616667,6
"iNat",-97.5904081535,30.2071833672,18
"iNat",-87.7394235134,41.9809214764,14
"iNat",-78.0178664067,40.5014980724,17
"iNat",-85.5757337472,42.8481799384,14
"iNat",-79.902130127,43.2840423584,15
"iNat",-70.4400939847,43.8364113051,17
"iNat",-75.256645,43.0800445,17
"iNat",-82.56589436,35.61494612,17
"iNat",-80.428470075,40.4977549687,5
"iNat",-80.429221093,40.4979545638,5
"iNat",-74.7071216667,40.3139116667,5
"iNat",-76.2296454127,38.9482957121,15
"iNat",-81.5786583333,41.5215133333,17
"iNat",-98.8174724579,20.7419874455,5
"iNat",-80.430162549,40.498274207,5
"iNat",-76.877069792,39.1641298973,5
"iNat",-86.7528243927,33.3221145621,1
"iNat",-72.5534583333,43.6344833333,1
"iNat",-72.553445,43.6344333333,1
"iNat",-80.4318469763,40.4996270395,6
"iNat",-97.2910616667,32.87958,17
"iNat",-80.4298782349,40.5039033909,6
"iNat",-75.370298,38.8314485,15
"iNat",-75.4447947927,39.0854842826,14
"iNat",-80.4262733459,40.5036632789,5
"iNat",-77.3023098707,44.4793375612,6
"iNat",-77.3026478291,44.4791232192,6
"iNat",-80.399529039,45.6455276465,17
"iNat",-80.425350666,40.5012397493,5
"iNat",-72.4707733333,44.3299266667,17
"iNat",-72.4710716667,44.3301266667,17
"iNat",-72.471255,44.3301066667,17
"iNat",-81.2629866667,41.1186721667,5
"iNat",-72.4725466667,44.3305966667,17
"iNat",-72.4726933333,44.33064,17
"iNat",-72.473435,44.3308816667,17
"iNat",-72.47363,44.3309266667,17
"iNat",-72.4739716667,44.3310066667,17
"iNat",-72.472785,44.330875,6
"iNat",-72.4725216667,44.3307816667,17
"iNat",-72.4724066667,44.3306866667,17
"iNat",-84.0604471667,39.781005,17
"iNat",-72.48076,44.3245666667,14
"iNat",-71.923379413,45.1504318711,5
"iNat",-95.931183211,36.1402317278,17
"iNat",-84.1782913208,30.4599742889,3
"iNat",-76.922255,38.985821,15
"iNat",-97.2637990505,37.7479182747,10
"iNat",-89.1528396606,44.5553512573,6
"iNat",-72.262825,41.3422883333,17
"iNat",-72.5434112549,43.6201591492,15
"iNat",-81.7355882284,40.0000070036,17
"iNat",-83.2354883333,35.0828445,6
"iNat",-74.299225,41.8824883333,17
"iNat",-74.299325,41.8823383333,17
"iNat",-96.6330583333,34.4418666667,10
"iNat",-96.6333527778,34.4418611111,10
"iNat",-73.280568,44.544836,17
"iNat",-74.812537953,39.9996176623,17
"iNat",-87.4561694444,20.1591666667,14
"iNat",-87.738662,41.981458,17
"iNat",-91.1834716667,47.3824466667,17
"iNat",-72.392178,44.335268,1
"iNat",-93.2893447876,37.1743469238,17
"iNat",-87.1478158662,44.657479492,18
"iNat",-97.2857805556,32.8909694444,10
"iNat",-97.282325,32.8859944444,10
"iNat",-97.5011822952,30.3938785434,15
"iNat",-77.3139882088,44.4785701366,17
"iNat",-73.0836286514,44.8166386822,17
"iNat",-86.7246859747,36.1139521122,17
"iNat",-75.6633618431,40.0008929083,6
"iNat",-81.529595,41.1221721667,17
"iNat",-81.5178866,41.23241919,17
"iNat",-73.8599783333,42.7187216667,14
"iNat",-77.0391611667,38.684955,6
"iNat",-72.4663472222,43.6002916667,5
"iNat",-80.5923404984,36.3272396927,15
"iNat",-79.3787845923,38.8323519433,15
"iNat",-79.378707048,38.8323160558,15
"iNat",-63.73006129,44.65517369,17
"iNat",-79.9007607066,43.2847501757,15
"iNat",-79.0806446225,35.987712415,6
"iNat",-75.621796622,39.7424942586,17
"iNat",-79.0805685148,35.9877461521,6
"iNat",-93.9740892,36.4484053,17
"iNat",-73.8953855821,42.6130996412,15
"iNat",-94.2042533333,36.38048,5
"iNat",-81.2014330086,43.0435559666,15
"iNat",-79.8994445801,43.2844429016,15
"iNat",-94.7968714807,39.0877369667,17
"iNat",-83.7000393618,42.256069176,17
"iNat",-83.6996616667,42.25607,17
"iNat",-76.25090548,42.56583477,15
"iNat",-92.3417562246,17.1706461021,15
"iNat",-86.3777457924,32.476114668,14
"iNat",-84.3039083333,39.3531283333,17
"iNat",-95.44919282,29.76230221,17
"iNat",-80.5204466667,44.593395,8
"iNat",-72.976225912,44.3205441864,6
"iNat",-79.900164,43.28457464,15
"iNat",-79.7675371174,43.1996492051,17
"iNat",-79.9001040683,43.2849417441,15
"iNat",-89.0188572463,42.6457116148,17
"iNat",-72.5748574734,44.2854737283,15
"iNat",-77.53527,38.843675,6
"iNat",-72.3778279313,43.7278775918,1
"iNat",-68.063940608,44.336361543,1
"iNat",-79.1734924316,35.7204780579,17
"iNat",-78.1791746376,38.2980558054,17
"iNat",-80.5000383333,44.589745,17
"iNat",-71.2808383333,42.5702533333,17
"iNat",-76.4644905478,42.4585391063,17
"iNat",-80.4540379506,42.6202008556,17
"iNat",-97.092590332,34.5063323975,17
"iNat",-86.3587036133,37.0457992554,15
"iNat",-87.7658114599,41.8121537761,17
"iNat",-71.9568265,44.5962939,5
"iNat",-71.0974736562,42.3053119484,5
"iNat",-79.9002125301,43.2849102281,15
"iNat",-86.358555592,37.0455177868,15
"iNat",-71.947013855,41.8731117249,15
"iNat",-79.9000937586,43.2848150516,15
"iNat",-71.21709525,42.3947027,17
"iNat",-79.900725764,43.285126836,15
"iNat",-76.50422158,38.48892095,6
"iNat",-79.900043048,43.2849696558,15
"iNat",-97.3483428955,37.7606697083,10
"iNat",-94.2048116667,36.3809583333,17
"iNat",-75.2267273491,45.2074604889,15
"iNat",-79.9001596403,43.2846839168,15
"iNat",-72.993609,41.728084,17
"iNat",-72.3108291626,41.8236999512,17
"iNat",-71.3384244126,42.256046366,14
"iNat",-71.3387008478,42.2563193646,5
"iNat",-71.3384615444,42.2560702544,15
"iNat",-71.3384062239,42.2560630879,14
"iNat",-88.03505,43.0493166667,10
"iNat",-76.643963344,39.2514052983,17
"iNat",-76.74360569,39.22696823,15
"iNat",-84.0737503767,36.2124848205,5
"iNat",-91.9991383333,35.5130166667,6
"iNat",-97.292830757,37.7210196261,17
"iNat",-72.380436596,44.6536619704,15
"iNat",-71.338477051,42.2560747806,15
"iNat",-76.9306358,39.0320919,15
"iNat",-84.0737128258,36.2126319785,5
"iNat",-71.3334643896,42.2544571927,1
"iNat",-71.3325100579,42.2542119446,5
"iNat",-71.333243223,42.2544002859,1
"iNat",-71.334375366,42.2592112069,6
"iNat",-71.3332502333,42.2546830312,1
"iNat",-83.0758570433,42.2632692274,14
"iNat",-73.1645115372,44.0039624367,14
"iNat",-84.3965638043,33.7781156166,16
"iNat",-72.2100023687,43.2376833135,17
"iNat",-97.3505554199,37.7516670227,17
"iNat",-76.5042495728,38.199016571,15
"iNat",-97.2856,32.8909116667,10
"iNat",-97.2856216667,32.8908916667,10
"iNat",-79.9002156314,43.2847270836,15
"iNat",-97.6994302061,30.2407147927,3
"iNat",-93.7040716667,36.2554633333,5
"iNat",-72.5168133333,43.631825,17
"iNat",-97.290275,32.87962,17
"iNat",-93.7050083333,36.25807,5
"iNat",-93.7036966667,36.2595216667,5
"iNat",-93.7043703721,36.2564461632,6
"iNat",-93.6996533333,36.2586166667,6
"iNat",-93.7017583333,36.2577283333,6
"iNat",-94.2010283333,36.3807833333,17
"iNat",-97.299185,49.868669,17
"iNat",-93.70423,36.2554383333,5
"iNat",-79.7892600468,37.9793477528,5
"iNat",-89.241357296,37.5999123507,5
"iNat",-89.242807701,37.5995672885,5
"iNat",-89.2392075062,37.7197667959,17
"iNat",-97.2912366667,32.8808033333,17
"iNat",-80.192759223,32.7937830518,14
"iNat",-68.0598506219,44.3372074441,17
"iNat",-80.192617,32.790559,14
"iNat",-80.196492187,32.7912867455,14
"iNat",-80.197814,32.793264,14
"iNat",-80.19777663,32.7911108713,17
"iNat",-74.8402198492,40.723156591,17
"iNat",-92.3426183333,17.1715783333,6
"iNat",-92.3416883333,17.1703616667,15
"iNat",-71.3383708522,42.2560780496,14
"iNat",-76.9988755044,39.1414486198,17
"iNat",-73.6806356058,45.1682087024,15
"iNat",-78.9801333333,36.1886466667,5
"iNat",-78.8815714055,38.4482916088,17
"iNat",-77.8329512707,39.0400134607,15
"iNat",-72.505001911,43.6242757877,17
"iNat",-82.611855,29.8519466667,3
"iNat",-65.4365018,47.0679232,17
"iNat",-72.4687957764,42.3372573853,17
"iNat",-72.518223137,41.4807881418,6
"iNat",-80.5148324586,43.403857381,17
"iNat",-71.6912873013,43.1847087228,5
"iNat",-72.4435057158,41.933024916,5
"iNat",-84.1954269409,30.4718589783,17
"iNat",-84.1921386719,30.4498271942,14
"iNat",-73.81478,42.8803166667,17
"iNat",-81.1542385352,34.1352942959,17
"iNat",-87.538482666,33.271270752,17
"iNat",-79.9542165483,32.7095497257,17
"iNat",-79.9456636058,32.7153461393,18
"iNat",-75.3322661431,38.8840553392,15
"iNat",-85.951705,33.44543,5
"iNat",-97.6998490752,30.2399547985,4
"iNat",-97.525699,30.286475,17
"iNat",-75.5730779556,41.1498983961,17
"iNat",-92.2730166667,35.5475083333,17
"iNat",-82.5344488395,35.4933291215,17
"iNat",-79.951753355,40.6012622659,17
"iNat",-73.0320666667,44.181775,5
"iNat",-73.006225,44.351605,6
"iNat",-80.410328283,40.441646638,5
"iNat",-73.4072703123,44.0338922421,14
"iNat",-78.9161148071,35.9980545044,17
"iNat",-76.9420234972,38.9123113164,17
"iNat",-76.9411689524,38.9131296094,17
"iNat",-76.9419800622,38.9122403755,17
"iNat",-77.35262481,37.2255602,6
"iNat",-97.9979633333,30.1721633333,17
"iNat",-80.411358252,40.4539966358,6
"iNat",-84.0646426007,34.5426615858,5
"iNat",-77.592956543,42.9650497437,6
"iNat",-79.6468849877,44.3479965827,17
"iNat",-91.1962051078,47.381524474,17
"iNat",-81.3647616667,41.1191333333,14
"iNat",-90.2691888889,37.6246222222,5
"iNat",-73.1442162138,44.7062671459,15
"iNat",-75.5641033333,41.1588971667,18
"iNat",-63.5874194444,45.5683944444,14
"iNat",-75.6658938464,39.9981768297,15
"iNat",-76.941822,38.912596,17
"iNat",-90.2689222222,37.6249583333,5
"iNat",-76.85194372,38.96778286,17
"iNat",-74.1211902435,41.2328053577,5
"iNat",-82.4483184814,35.3167762756,5
"iNat",-73.0379764602,44.1839129946,6
"iNat",-78.6360168457,39.5993395753,5
"iNat",-82.12275,39.50372,5
"iNat",-82.1207666667,39.4977133333,5
"iNat",-82.1209416667,39.497845,5
"iNat",-82.1207971667,39.4978033333,5
"iNat",-68.0555360299,44.3449199852,1
"iNat",-72.7215871254,42.8580386655,5
"iNat",-84.7008132935,36.0905467727,5
"iNat",-84.7007703781,36.0905641124,5
"iNat",-77.093988396,38.9058477671,5
"iNat",-92.3141839207,38.60643577,6
"iNat",-92.3138510585,38.6062735279,6
"iNat",-82.6493793726,27.7431410111,17
"iNat",-76.482190517,42.4504195074,17
"iNat",-90.38098799,37.5183679,5
"iNat",-73.3244692802,41.6203059331,15
"iNat",-93.91786384,32.84125177,14
"iNat",-93.91788178,32.8413989,14
"iNat",-79.9037783333,40.436705,6
"iNat",-72.2604505253,41.8213054631,15
"iNat",-74.023583,40.686073,10
"iNat",-76.922763066,38.9782671567,17
"iNat",-92.8123040312,45.0616138196,17
"iNat",-72.55645,43.6233166667,17
"iNat",-73.7932805904,44.3787565548,17
"iNat",-93.24165899,44.27747708,15
"iNat",-72.3131618354,41.8137750573,15
"iNat",-78.9704523516,34.9843685143,17
"iNat",-83.078699112,42.2649556623,6
"iNat",-76.584618548,39.2634620984,17
"iNat",-66.4818654408,46.2233579768,1
"iNat",-93.4426973825,44.8592133439,17
"iNat",-74.2675247192,40.4328651428,6
"iNat",-89.9124533333,35.1081861667,6
"iNat",-73.86445624,42.69839118,6
"iNat",-72.7981491089,41.8114624023,17
"iNat",-72.7981185913,41.811504364,17
"iNat",-90.826927051,38.4772661096,5
"iNat",-90.8269765881,38.4772222722,5
"iNat",-72.3631401311,41.9585122242,1
"iNat",-85.97283263,32.68470426,8
"iNat",-90.821098262,38.4736277267,5
"iNat",-97.3483283333,37.7604366667,10
"iNat",-90.8212265187,38.4734622762,5
"iNat",-76.9666454104,38.8874666021,5
"iNat",-90.8226340917,38.4761014022,5
"iNat",-90.8256133553,38.4758919804,5
"iNat",-90.8244590835,38.4760058485,5
"iNat",-90.8244548087,38.4760316229,5
"iNat",-94.1284008791,36.0978524667,17
"iNat",-73.00255555,43.5999966667,17
"iNat",-72.2998598692,41.882360908,17
"iNat",-90.8212025464,38.4734313051,5
"iNat",-94.1284530983,36.0977362516,17
"iNat",-76.0559262553,40.976872647,5
"iNat",-77.1061555,39.1116305,5
"iNat",-82.6056133333,29.6818866667,3
"iNat",-71.0166624282,43.1648072787,6
"iNat",-82.6054083333,29.6822833333,3
"iNat",-72.55648,43.6235383333,17
"iNat",-82.496354906,35.577966976,5
"iNat",-97.7920761108,30.1788692474,17
"iNat",-77.1296869219,39.0792837739,17
"iNat",-79.1376888333,36.0043611167,5
"iNat",-79.137725,36.00449445,5
"iNat",-99.1203779,19.3273214,17
"iNat",-97.6993675471,30.2407916109,3
