"taxon.name","class"
"Megametope carinata",NA
"Arctornis marginalis","Insecta"
"Synodontis vanderwaali",NA
"Arctornis ferruginicosta",NA
"Eremophila weldii",NA
"Gompholobium villosum","Magnoliopsida"
"Pachyrhamma longicauda",NA
"Gladiolus melleri",NA
"Authomaema pentacosma",NA
"Chalastra ochrea",NA
"Caloplaca testudinea",NA
"Tecomanthe volubilis",NA
"Hypsopygia acerasta",NA
"Synaphea acutiloba",NA
"Lonchura teerinki","Aves"
"Peperomia bangroana",NA
"Coquerelia ventralis",NA
"Thysananthus anguiformis",NA
"Hibbertia stellaris",NA
"Acacia cognata",NA
"Plantago gaudichaudii",NA
"Umbilicaria nylanderiana",NA
"Eudonia characta",NA
"Lecanora lugubris",NA
"Maratus leo",NA
"Ornduffia umbricola",NA
"Trichophysetis neophyla",NA
"Philobota cretacea","Insecta"
"Artemisia australis","Magnoliopsida"
"Vasticardium hawaiensis",NA
"Nebularia chrysostoma",NA
"Antisabia imbricata",NA
"Laemosaccus ruficornis","Insecta"
"Panorpa involuta",NA
"Vaejovis granulatus","Arachnida"
"Ischnocnemis costipennis","Insecta"
"Oncidium geertianum","Liliopsida"
"Pseudovates townsendi",NA
"Trichalphus pilosus",NA
"Ibervillea maxima",NA
"Fulgora crocodilia",NA
"Carpodiptera cubensis",NA
"Acarospora contigua",NA
"Hypsopsetta guttulata",NA
"Gyropsylla ilecis",NA
"Cisthene kentuckiensis",NA
"Pseudomethoca aureovestita",NA
"Cosmopterix nitens",NA
"Chesiadodes polingi",NA
"Heteropogon patruelis",NA
"Liparis callyodon",NA
"Bidigitus platani",NA
"Polycauliona ludificans",NA
"Potentilla anserina",NA
"Cystopteris utahensis",NA
"Aquilegia fosteri",NA
"Lepiota echinella",NA
"Inocutis dryophilus",NA
"Leucocoprinus jubilaei",NA
"Lepiota eriophora",NA
"Xanthoparmelia hypomelaena",NA
"Inocybe luteifolia",NA
"Hyalorbilia lunata",NA
"Orchelimum delicatum",NA
"Lygephila victoria","Insecta"
"Sympistis augustus","Insecta"
"Senna dariensis",NA
"Charidotella sinuata",NA
"Cistogaster dominica",NA
"Stilpnia cucullata",NA
"Hylocurus disparilis",NA
"Cranichis muscosa",NA
"Dicliptera unguiculata",NA
"Vitreorana gorzulae",NA
"Adenomera lutzi",NA
"Adelophryne gutturosa",NA
"Scinax boesemani","Amphibia"
"Tepuihyla rodriguezi",NA
"Gonogramma kawensis",NA
"Ptychobranchus foremanianus",NA
"Lasmigona alabamensis","Bivalvia"
"Coccoloba hybrida",NA
"Elimia cochliaris","Gastropoda"
"Mallophora atra",NA
"Digitaria insularis","Liliopsida"
"Catonia pumila",NA
"Catonia carolina",NA
"Aligia meridiana",NA
"Micrasterias radiata","Conjugatophyceae"
"Panorpa acuta",NA
"Andrena braccata",NA
"Cortinarius colus",NA
"Hoplismenus morulus",NA
"Stratiomys barbata","Insecta"
"Praunus flexuosus","Malacostraca"
"Phaeohelotium umbilicatum",NA
"Barbula sardoa",NA
"Pseudachorutes subcrassus",NA
"Selenochlamys ysbryda","Gastropoda"
"Echinogammarus stoerensis","Malacostraca"
"Ancylis rhoderana","Insecta"
"Balsa leodura",NA
"Rhombocentra semipurpurea",NA
"Hiaspis closteroides",NA
"Idaea effusaria","Insecta"
"Heteracris adspersa",NA
"Phyllodromica maculata",NA
"Chaoborus pallidus",NA
"Leptomysis buergii","Malacostraca"
"Helix pronuba",NA
"Phanerothyris sinearia","Insecta"
"Circobotys nycterina","Insecta"
"Chlorophorus ruficornis",NA
"Atopos sarasini",NA
"Endotricha icelusalis","Insecta"
"Terricula violetana","Insecta"
"Phaeoclavulina eumorpha",NA
"Clematis buchananiana",NA
"Lilium oxypetalum",NA
"Pityriasis gymnocephala","Aves"
"Conomorium patulum",NA
"Limonium elaphonisicum",NA
"Gigantomilax lederi","Gastropoda"
"Charpentieria dyodon",NA
"Phenacovolva barbieri",NA
"Sinularia brassica","Anthozoa"
"Stachys monnieri",NA
"Helina lasiophthalma",NA
"Hemirhagerrhis hildebrandtii",NA
"Castanopsis megacarpa",NA
"Onopordum boissierianum",NA
"Hexarthrius davisoni",NA
"Hipposideros doriae",NA
"Bupleurum longeradiatum",NA
"Veratrum versicolor",NA
"Mensularia nodulosa",NA
"Parasenecio auriculata",NA
"Paederus gottschei",NA
"Tropizodium kalami",NA
"Clematis koreana",NA
"Phlebia tremelloidea",NA
"Everettia subconsul",NA
"Curetis regula",NA
"Arhopala agesias",NA
"Pseudobunaea natalensis","Insecta"
"Imbrasia vesperina",NA
"Xysticus luctuosus",NA
"Cyclophorus martensianus",NA
"Cymbachus koreanus",NA
"Echinothrips americanus","Insecta"
"Vaccinium hirtum",NA
"Loranthus tanakae",NA
"Cytospora nivea",NA
"Dolichomutilla guineensis","Insecta"
"Nemotaulius admorsus",NA
"Tauraco leucotis","Aves"
"Dillenia retusa",NA
"Capricornis rubidus",NA
"Eristena argentata",NA
"Micranthes laciniata","Magnoliopsida"
"Sesamia turpis",NA
"Rhododendron rugosum",NA
"Neoscona molemensis",NA
"Gonoglasa camptogramma",NA
"Ischyja manlioides",NA
"Bertula tespisalis",NA
"Anthrenus oceanicus",NA
"Arthrothamnus bifidus",NA
"Cypripedium formosanum",NA
"Tripterospermum taiwanense",NA
"Amorphophallus titanum","Liliopsida"
"Gossypium arboreum","Magnoliopsida"
"Xyris pauciflora",NA
"Gynura hispida",NA
"Merremia hirta",NA
"Acanthoderes thammi","Insecta"
"Guadua superba",NA
"Heterochroma hypatia",NA
"Lepidocolaptes layardi","Aves"
"Sysciophthalmus bruchi",NA
"Corythalia vervloeti",NA
"Synemosyna aurantiaca",NA
"Tropaeolum azureum",NA
"Acromyrmex ambiguus",NA
"Gryne marginalis",NA
"Micronycteris megalotis",NA
"Boana multifasciata",NA
"Lentinus concavus",NA
"Ischnosiphon obliquus","Liliopsida"
"Nothofagus macrocarpa","Magnoliopsida"
"Hileolaspis aurata","Insecta"
"Baccharis rhomboidalis",NA
"Cichlocolaptes leucophrus","Aves"
"Fritzia muelleri",NA
"Craspeduchus variegatus",NA
"Acontista amazonica",NA
"Ocrepeira albopunctata",NA
"Calandrinia galapagosa",NA
"Chamaeza meruloides","Aves"
"Catoblepia amphirhoe",NA
"Carex ventosa",NA
"Antirrhea archaea",NA
"Protographium asius",NA
"Leucheria glandulosa",NA
"Naria irrorata","Gastropoda"
"Mallophthiria lanata",NA
"Melanis unxia",NA
"Narea kungaree",NA
"Stathmopoda liporrhoa","Insecta"
"Stichopus monotuberculatus",NA
"Colgar farinosa",NA
"Brouniphylax squamiger",NA
"Brachyscome microcarpa",NA
"Maratus vespa","Arachnida"
"Abracadabrella lewiston",NA
"Acacia williamsonii",NA
"Maratus combustus",NA
"Maratus personatus",NA
"Maratus cristatus",NA
"Indigofera mischocarpa",NA
"Oedicentra albipennis",NA
"Aglyptodactylus inguinalis",NA
"Campulipus limbatus","Insecta"
"Chama iostoma",NA
"Eriosema albo-griseum",NA
"Dimorphotheca walliana",NA
"Thomisus granulatus",NA
"Erica setosa",NA
"Chaetomutilla fornasinii",NA
"Bothriocline carrissoi",NA
"Lepidochrysops patricia",NA
"Lygodactylus guibei",NA
"Helipterum canescens",NA
"Eulophia cooperi",NA
"Bostrychoplites cornutus","Insecta"
"Ramogenia challengeri",NA
"Micromerys raveni",NA
"Olinia capensis",NA
"Lachnospermum neglectum","Magnoliopsida"
"Stelletta crater",NA
"Latrunculia procumbens",NA
"Polyura pyrrhus",NA
"Tethya fastigata",NA
"Prodotiscus zambesiae","Aves"
"Disa pygmaea","Liliopsida"
"Mairia hirsuta","Magnoliopsida"
"Rhanidophora aurantiaca",NA
"Schoenorchis juncifolia","Liliopsida"
"Melaleuca radula",NA
"Labichea lanceolata",NA
"Lachnaea elsieae",NA
"Chamelaucium megalopetalum",NA
"Phyllosma capensis",NA
"Laxmannia brachyphylla",NA
"Idiosoma smeatoni","Arachnida"
"Restio durus",NA
"Agathosma planifolia",NA
"Restio strobolifer","Liliopsida"
"Perapion antiquum",NA
"Actinodium cunninghamii","Magnoliopsida"
"Epithymema helias","Insecta"
"Amphithalea cedarbergensis",NA
"Sophora godleyi","Magnoliopsida"
"Dracophyllum ophioliticum",NA
"Blechnum deltoides",NA
"Senna aciphylla",NA
"Drosera acaulis","Magnoliopsida"
"Acacia ixiophylla",NA
"Hydrophilus rattrayi","Liliopsida"
"Ramalina inflata","Lecanoromycetes"
"Orianthera serpyllifolia","Magnoliopsida"
"Labeo cyclorhynchus","Actinopterygii"
"Banksia lindleyana",NA
"Cyphaleus childreni",NA
"Caladenia excelsa",NA
"Lomandra purpurea",NA
"Labeo lineatus","Actinopterygii"
"Hypsopanchax platysternus",NA
"Yponomeuta fumigata",NA
"Aspalathus excelsa","Magnoliopsida"
"Labeo sorex","Actinopterygii"
"Eurema tilaha",NA
"Hydrobiosella mixta",NA
"Aspalathus citrina",NA
"Drosera miniata","Magnoliopsida"
"Eucalyptus prava",NA
"Wiborgiella inflata",NA
"Capelio caledonica","Magnoliopsida"
"Castiarina colorata",NA
"Combretum bracteosum",NA
"Moltena fiara",NA
"Corymbium villosum","Magnoliopsida"
"Linospadix minor",NA
"Serruria gracilis","Magnoliopsida"
"Ryparosa kurrangii","Magnoliopsida"
"Syncarpha staehelina","Magnoliopsida"
"Indigofera gracilis","Magnoliopsida"
"Aspalathus uniflora","Magnoliopsida"
"Lophotoma diagrapha","Insecta"
"Lotononis gracilifolia",NA
"Apiomorpha annulata",NA
"Psylla frodobagginsi",NA
"Hypena obsoleta",NA
"Agaricus kai","Agaricomycetes"
"Piruna ceracates",NA
"Salvia lineata",NA
"Dicliptera inaequalis",NA
"Tylodinus nodulosus",NA
"Macropoides crassipes","Insecta"
"Trichoxys hirtellus",NA
"Pharypia fasciata",NA
"Sebastes rubrivinctus","Actinopterygii"
"Aleptina semiatra",NA
"Acmaeodera obtusa",NA
"Acmaeodera bryanti",NA
"Calotingis knighti",NA
"Chenopodium cycloides","Magnoliopsida"
"Aedes infirmatus",NA
"Gabara gigantea",NA
"Saccobolus caesariatus",NA
"Condea albida",NA
"Pectis sinaloensis",NA
"Camptodes texanus",NA
"Cryptocephalus cribripennis","Insecta"
"Cryptocephalus guttulatellus",NA
"Sisyrinchium novoleonense",NA
"Chauliognathus fasciatus",NA
"Lactarius aurantiosordidus",NA
"Bembidion transversale",NA
"Spongipellis delectans",NA
"Pelochrista serpentana",NA
"Pogonoloma spinulosum",NA
"Inosperma rimosoides",NA
"Lepiota phaeosticta",NA
"Brasiella argentata",NA
"Charidotis pustulata",NA
"Cycloptilum tornatilis",NA
"Atlapetes blancae",NA
"Leptolycus flavoapicalis",NA
"Anolis pogus","Reptilia"
"Parathesis cubana",NA
"Microceramus concisus",NA
"Bonellia albiflora",NA
"Helicina arenicola",NA
"Croton oerstedianus",NA
"Brachypodella dubia",NA
"Pararhicnoderma janzeni",NA
"Eucereon pilatii",NA
"Lophocampa seruba","Insecta"
"Eragisella spontiva","Insecta"
"Disphragis viridiflava","Insecta"
"Eulepidotis albata",NA
"Aiphanes simplex","Liliopsida"
"Varronia polystachya",NA
"Guatteria lehmannii",NA
"Cepheuptychia glaucina","Insecta"
"Cladonia pachycladodes",NA
"Boltonia apalachicolensis",NA
"Ripiphorus schwarzi",NA
"Tropisternus quadristriatus",NA
"Succinea campestris",NA
"Pseudomyrmex leptosus",NA
"Ptomaphagus fumosus",NA
"Lesteva cribratula",NA
"Sonoma mayori",NA
"Gastrellarius unicarum",NA
"Platynus trifoveolatus",NA
"Scaphinotus hubbardi",NA
"Ocrepeira ectypa",NA
"Ischnosoma suteri",NA
"Boltonia montana",NA
"Lopheros fraternus",NA
"Clusiodes johnsoni",NA
"Helvellosebacina helvelloides",NA
"Eleutheromyces subulatus",NA
"Clitocybe martiorum",NA
"Marasmius felix",NA
"Mycolindtneria leucobryophila",NA
"Basidiodendron deminutum",NA
"Pholiota pseudosiparia",NA
"Phyllosticta asiminae",NA
"Phaeohelotium monticola",NA
"Phyllosticta subeffusa",NA
"Underwoodia iuloides",NA
"Hydnellum zonatum",NA
"Russula pseudolepida",NA
"Compsoptera jourdanaria",NA
"Agriades pyrenaica","Insecta"
"Cottus ricei",NA
"Pholiota bakerensis",NA
"Marasmiellus filopes",NA
"Tetracis fuscata",NA
"Cortinarius luteicolor","Agaricomycetes"
"Psyllopsis discrepans",NA
"Nemertesia ramosa",NA
"Stenogramma interruptum","Florideophyceae"
"Cellaria fistulosa",NA
"Parasmittina trispinosa",NA
"Eubranchus tricolor","Gastropoda"
"Callophyllis laciniata",NA
"Mycale rotalis",NA
"Leptasterias muelleri",NA
"Kallymenia reniformis",NA
"Cryptopleura ramosa",NA
"Scalpellum scalpellum",NA
"Halecium muricatum",NA
"Ciliata septentrionalis",NA
"Vesicularia spinosa",NA
"Abietinaria filicula",NA
"Polymixis lichenea",NA
"Leptidea juvernica","Insecta"
"Cerianthus borealis",NA
"Verrucaria aquatilis",NA
"Lithophane tepida","Insecta"
"Climacoptera crassa",NA
"Albinaria alajana",NA
"Corydalis filiformis",NA
"Sitaris solieri",NA
"Typton spongicola",NA
"Platypria echidna",NA
"Polygala arenaria",NA
"Tricolia speciosa","Gastropoda"
"Indigofera aspalathoides",NA
"Alysicarpus monilifer",NA
"Callajoppa cirrogaster",NA
"Veronica baranetzkii",NA
"Himantornis haematopus","Aves"
"Dioscorea caucasica",NA
"Lichia amia","Actinopterygii"
"Diconocoris distanti",NA
"Halpe ceylonica",NA
"Glenea multiguttata","Insecta"
"Camponotus angusticollis",NA
"Sonchus maritimus","Magnoliopsida"
"Apalis nigriceps","Aves"
"Opisthacanthus africanus",NA
"Alnus orientalis",NA
"Taphozous nudiventris",NA
"Labeo simpsoni","Actinopterygii"
"Labeo nasus","Actinopterygii"
"Agaricus iodosmus",NA
"Phylloscopus yunnanensis",NA
"Erechthias sphenoschista",NA
"Codakia tigerina",NA
"Promalactis enopisema","Insecta"
"Scutellastra flexuosa",NA
"Cechenena chimaera","Insecta"
"Clanis orhanti",NA
"Clanis stenosema",NA
"Myrteta punctata","Insecta"
"Hypanchyla fuscibasalis",NA
"Veronicastrum axillare",NA
"Neoregelia johannis",NA
"Pseudoceros microcelis",NA
"Panus similis",NA
"Begonia alicida",NA
"Balitoropsis ophiolepis",NA
"Ranunculus sieboldii",NA
"Chrysis sickmanni",NA
"Cossus chinensis",NA
"Comostola chlorargyra",NA
"Cyana intercomma",NA
"Microphysogobio alticorpus",NA
"Begonia beryllae",NA
"Odontolabis brookeana",NA
"Gekko yakuensis",NA
"Parasa bimaculata",NA
"Scabiosa japonica",NA
"Balanophora latisepala",NA
"Globba obscura",NA
"Melanorrhoea usitata",NA
"Chorthippus kiyosawai",NA
"Bactrocera depressa",NA
"Ianthocincla maxima","Aves"
"Ardisia violacea",NA
"Cinereomyces lenis",NA
"Pseudographis pinicola",NA
"Hydnellum gracilipes",NA
"Anomoporia kamtschatica","Agaricomycetes"
"Odonticium romellii",NA
"Cortinarius xanthophyllus",NA
"Anastrophyllum minutum",NA
"Arabis caerulea",NA
"Acleris lipsiana",NA
"Melitaea britomartis","Insecta"
"Glomeris oblongoguttata",NA
"Limacella guttata",NA
"Leucoagaricus subcretaceus",NA
"Taraxacum platycranum",NA
"Plagiopleura nigromarginata",NA
"Steirodon dentiferoides",NA
"Neoconocephalus kraussi",NA
"Dendropsophus melanargyreus","Amphibia"
"Briza subaristata",NA
"Holmbergia tweedii",NA
"Vellozia fruticosa",NA
"Barbacenia latifolia",NA
"Paracles variegata",NA
"Ololygon machadoi",NA
"Venatorellus viridipedes",NA
"Oragua gregoirei",NA
"Aphanolampis aberrans",NA
"Cylindroryctes spegazzinii",NA
"Eulepidotis flavipex",NA
"Trichromia albicollis",NA
"Craspeduchus discifer","Insecta"
"Platyphora dejeani",NA
"Kuschelina vigintinotata",NA
"Aulacopalpus viridis",NA
"Pareques lanfeari","Actinopterygii"
"Sciaena wieneri","Actinopterygii"
"Medialuna ancietae",NA
"Esmeralda coerulea",NA
"Caenocentrotus gibbosus",NA
"Carenum elegans",NA
"Phacecorynes sommeri",NA
"Epacris virgata","Magnoliopsida"
"Cisticola luapula",NA
"Trididemnum miniatum",NA
"Emberiza poliopleura","Aves"
"Melaenornis herero",NA
"Kneria polli","Actinopterygii"
"Polygala welwitschii",NA
"Psoralea fleta",NA
"Protea roupelliae","Magnoliopsida"
"Thallarcha lochaga",NA
"Bradypodion caffer",NA
"Acontias lineicauda","Reptilia"
"Ectopatria aspera",NA
"Pseudolychas pegleri",NA
"Opistophthalmus chaperi","Arachnida"
"Smyriodes aspera",NA
"Catopsilia thauruma",NA
"Acacia xanthina",NA
"Anaphalantus longicornis",NA
"Drimia multifolia",NA
"Nitor subrugatus",NA
"Pultenaea trinervis","Magnoliopsida"
"Australothele nambucca",NA
"Felicia macrorrhiza",NA
"Phelsuma nigristriata",NA
"Parmavitrina megastoma","Gastropoda"
"Cleopatra nsendweensis",NA
"Branchinella ornata",NA
"Bradypterus sylvaticus",NA
"Pterygosquilla capensis","Malacostraca"
"Bulinus forskalii",NA
"Grevillea manglesioides",NA
"Phelsuma pasteuri",NA
"Notothixos incanus","Magnoliopsida"
"Pelargonium viciifolium","Magnoliopsida"
"Paranotoreas fulva",NA
"Cupedora bednalli",NA
"Anoplodactylus evansi",NA
"Mesoplodon grayi",NA
"Olearia rudis",NA
"Radiacmea inconspicua","Gastropoda"
"Glyphipterix leucoplaca",NA
"Crassula closiana",NA
"Micrelenchus tenebrosus","Gastropoda"
"Rostanga calumus",NA
"Platylobium montanum",NA
"Pogonolepis muelleriana",NA
"Myoramyxa pardalota",NA
"Ardozyga sodalisella",NA
"Paratrophon cheesemani",NA
"Protea holosericea",NA
"Ornatiblatta maori",NA
"Pseudocalliprason marginatum",NA
"Ophiactis hirta",NA
"Camponotus inflatus",NA
"Vepris trichocarpa",NA
"Manorina melanotis",NA
"Pristimera delagoensis",NA
"Hemicloea tasmani",NA
"Paraspania brunneri",NA
"Ctenoneurus hochstetteri","Insecta"
"Fodina hayesi",NA
"Roburnella wilsoni",NA
"Heteropsis kremenae",NA
"Papawera maugeansis",NA
"Idiodes albilinea",NA
"Secamone delagoensis",NA
"Polydictya robusta",NA
"Malagabdella niarchosorum",NA
"Heteropsis obscura",NA
"Myoporum bateae",NA
"Antechinomys laniger","Mammalia"
"Agathymus fieldi",NA
"Pisoniella arborescens",NA
"Delochilocoris illuminatus",NA
"Roldana reticulata",NA
"Dahlia scapigera",NA
"Baccharis multiflora",NA
"Rubus pumilus",NA
"Otopappus epaleaceus",NA
"Gonolobus albiflorus",NA
"Urosaurus auriculatus","Reptilia"
"Vaejovis janssi",NA
"Acmaeodera bacchariphaga",NA
"Esenbeckia delta","Insecta"
"Heteropogon currani",NA
"Cerotoma dilatipes",NA
"Eremobates suspectus",NA
"Ophiomyia camarae",NA
"Pseudohemihyalea splendens",NA
"Coryphantha pseudonickelsiae","Magnoliopsida"
"Cydnoides albipennis","Insecta"
"Hypalastoroides mexicanus",NA
"Pseudosermyle strigata",NA
"Psyrassa brevicornis",NA
"Malassezia pachydermatis",NA
"Typhoctes peculiaris",NA
"Irusella lamellifera",NA
"Crossidius mojavensis",NA
"Lomatium graveolens",NA
"Anavitrinella addendaria",NA
"Stenocercus chota",NA
"Aplysina bathyphila","Demospongiae"
"Pelinopsis pachyzancloides",NA
"Senegalia westiana",NA
"Espeletia cleefii",NA
"Metalectra viridis",NA
"Nectandra smithii",NA
"Calliandra brenesii",NA
"Inga mortoniana",NA
"Scaptotrigona subobscuripennis",NA
"Anopheles eiseni","Insecta"
"Cactophagus miniatopunctatus","Insecta"
"Siparuna grandiflora",NA
"Holcosus bridgesii","Reptilia"
"Macaria cardinea",NA
"Alurnus salvini",NA
"Hapithus brevipennis",NA
"Ageniella salti",NA
"Dendrocalamus minor",NA
"Crataegus quaesita",NA
"Cladonia beaumontii",NA
"Arcyria minuta",NA
"Spathius elegans","Insecta"
"Lasioglossum lionotum","Insecta"
"Girardia tigrina",NA
"Triepeolus helianthi",NA
"Amynthas tokioensis",NA
"Strigamia acuminata",NA
"Koeleria vallesiana","Liliopsida"
"Odontites viscosus",NA
"Eunicella gazella",NA
"Pachycnemia tibiaria",NA
"Dryobotodes roboris",NA
"Tricholepisma aurea","Insecta"
"Limacella glischra",NA
"Serica anthracina","Insecta"
"Pinnularia mesolepta",NA
"Bradysia amoena",NA
"Phytophthora cinnamomi",NA
"Oxychilus navarricus",NA
"Lactarius affinis","Agaricomycetes"
"Cuphophyllus borealis","Agaricomycetes"
"Acleris japonica","Insecta"
"Acleris perfundana","Insecta"
"Dorylus fulvus",NA
"Kirinia eversmanni",NA
"Eupithecia spadix","Insecta"
"Atrachea nitens","Insecta"
"Gorpis japonicus","Insecta"
"Aporpium macroporum",NA
"Lyophyllum littorale",NA
"Limnophila heterophylla",NA
"Rhacocleis neglecta",NA
"Acleris quercinana","Insecta"
"Scotopelia bouvieri",NA
"Colotis eucharis",NA
"Aphaenogaster kervillei","Insecta"
"Sorex tundrensis",NA
"Pholas orientalis",NA
"Puccinia podospermi",NA
"Maculolachnus submacula",NA
"Nannocharax procatopus","Actinopterygii"
"Catharia simplonialis",NA
"Singerocybe phaeophthalma",NA
"Rhinanthus freynii",NA
"Monomorium venustum",NA
"Tithoes orientalis",NA
"Globularia meridionalis","Magnoliopsida"
"Aleochara bilineata",NA
"Phlegra lineata",NA
"Bradybaena fodiens",NA
"Dillenia luzoniensis","Magnoliopsida"
"Parmelia shinanoana",NA
"Diomea diffusifascia",NA
"Mimela discoidea",NA
"Spialia mafa",NA
"Dendrobium polyanthum",NA
"Cyclamen cyprium",NA
"Naucoria scolecina",NA
"Naucoria luteolofibrillosa",NA
"Intybia korshunovi",NA
"Onychognathus albirostris","Aves"
"Pilophorus cinnamopterus","Insecta"
"Apophylia flavovirens",NA
"Sabellaria spinulosa",NA
"Aulacochilus sibiricus",NA
"Piratula clercki",NA
"Podoces panderi","Aves"
"Paradoxurus jerdoni",NA
"Pheidole pieli",NA
"Asperula purpurea",NA
"Asarum yaeyamense",NA
"Gymnadenia lithopolitanica","Liliopsida"
"Jamides caeruleus",NA
"Heliotropium dolosum",NA
"Pseudomicronia bundutuhan",NA
"Opula lepida",NA
"Banisia intonsa",NA
"Pseudanthias ignitus",NA
"Stericta divitalis","Insecta"
"Syntypistis viridimaculata","Insecta"
"Euhampsonia gigantea","Insecta"
"Disparia sundana",NA
"Xenochroa mediogrisea",NA
"Xenochroa costiplaga",NA
"Plotheia exacta",NA
"Negritothripa confluens",NA
"Conus magnificus",NA
"Diehlea diplogramna","Insecta"
"Calymera metaphaea",NA
"Platyprosopa nigrostrigata","Insecta"
"Paradiopa parthenia",NA
"Dura pseudalba",NA
"Arctornis flora","Insecta"
"Celastrus monospermus",NA
"Lajonquierea derunoides",NA
"Hadennia hisbonalis",NA
"Stictoptera signifera","Insecta"
"Stictoptera esmeralda","Insecta"
"Melanothrix nymphaliaria",NA
"Xanthanomis vomeroi","Insecta"
"Saroba pilosa","Insecta"
"Rusicada prima",NA
"Lacera nyarlathotepi","Insecta"
"Acidon pseudohypena",NA
"Acidon mediobrunnea","Insecta"
"Ericeia amanda",NA
"Utetheisa abraxoides",NA
"Monosyntaxis holmanhunti","Insecta"
"Barsine rosistriata",NA
"Barsine perlucidula","Insecta"
"Hyalospectra pustularia","Insecta"
"Cyclidia sericea",NA
"Tyspanodes exathesalis","Insecta"
"Pylartes subcostalis",NA
"Pagyda arbiter",NA
"Callibotys hyalodiscalis",NA
"Eoophyla dendrophila",NA
"Diomea dialitha",NA
"Condate angulina",NA
"Pseudogagrella amamiana",NA
"Phylloscopus tephrocephalus",NA
"Giaura tortricoides","Insecta"
"Picus erythropygius","Aves"
"Ceratostigma griffithii","Magnoliopsida"
"Pyrrosia hastata",NA
"Symplocos tanakana",NA
"Adenophora grandiflora",NA
"Taraxacum hellenicum","Magnoliopsida"
"Centaurea spruneri",NA
"Scorzonera crocifolia","Magnoliopsida"
"Idaea vagula",NA
"Pterotaea leuschneri",NA
"Psilopleura albipes",NA
"Psilocerea dysonaria",NA
"Platycoelia traceyae",NA
"Ephedra multiflora","Gnetopsida"
"Nyctelia darwini","Insecta"
"Campovassouria cruciata","Magnoliopsida"
"Megoleria orestilla",NA
"Calceolaria meyeniana",NA
"Copestylum rufoscutellare",NA
"Prochoerodes cristata","Insecta"
"Patalene dissimilis",NA
"Nassauvia serpens",NA
"Polla optimaria",NA
"Sphaeralcea mendocina","Magnoliopsida"
"Adesmia muricata","Magnoliopsida"
"Mutisia campanulata",NA
"Drephalys alcmon",NA
"Pigia tergeminaria",NA
"Piletocera penicillalis",NA
"Nyssodrysternum cotopaxi",NA
"Perola brumalis",NA
"Orphulella gemma",NA
"Coronula reginae","Thecostraca"
"Cyamus boopis","Malacostraca"
"Gobiodon erythrospilus",NA
"Flindersia collina",NA
"Swainsona pterostylis",NA
"Monia zelandica","Bivalvia"
"Mesembryanthemum emarcidum",NA
"Helichrysum pumilio",NA
"Solen capensis",NA
"Sebaea albens","Magnoliopsida"
"Plumbago aphylla","Magnoliopsida"
"Blepharis calcitrapa","Magnoliopsida"
"Lycium acutifolium","Magnoliopsida"
"Didierea trollii","Magnoliopsida"
"Salvadora angustifolia",NA
"Idolomorpha dentifrons",NA
"Crateva greveana",NA
"Basicryptus costalis","Insecta"
"Distephanus antandroy","Magnoliopsida"
"Myosotis exarrhena","Magnoliopsida"
"Erica taylorii",NA
"Erica mitchelliensis",NA
"Cyrtanthus breviflorus",NA
"Conospermum tenuifolium","Magnoliopsida"
"Mimobrachyoma maculifera","Insecta"
"Porithodes obliqua",NA
"Geissorhiza bonaspei","Liliopsida"
"Trachyandra sabulosa","Liliopsida"
"Scoparia melanoxantha",NA
"Esterhuysenia inclaudens",NA
"Lachnaea pomposa","Magnoliopsida"
"Mastomys coucha",NA
"Carex ecklonii","Liliopsida"
"Rhinotyphlops unitaeniatus",NA
"Willdenowia stokoei",NA
"Sheilanthera pubens",NA
"Heliophila cedarbergensis","Magnoliopsida"
"Erica incarnata",NA
"Nivenia argentea",NA
"Ducula whartoni","Aves"
"Discoplax magna",NA
"Discoplax celeste",NA
"Zosterops natalis","Aves"
"Melanochlamys queritor",NA
"Trinchesia thelmae",NA
"Panaspis tsavoensis",NA
"Aplysiopsis formosa",NA
"Dypsis ambositrae","Liliopsida"
"Cinnyris coquerellii","Aves"
"Pancratium zeylanicum",NA
"Dicrurus waldenii","Aves"
"Doriopsilla aurea","Gastropoda"
"Phyllarthron bojeranum","Magnoliopsida"
"Thyone okeni",NA
"Aleucosia colona",NA
"Prosymna ruspolii",NA
"Zemira australis","Gastropoda"
"Lobelia dasyphylla","Magnoliopsida"
"Lobataria newtoni","Hydrozoa"
"Gladiolus ceresianus",NA
"Protea revoluta",NA
"Litsea australis","Magnoliopsida"
"Olearia ciliata","Magnoliopsida"
"Asteropeia densiflora","Magnoliopsida"
"Suhpalacsa lyriformis","Insecta"
"Disa bodkinii","Liliopsida"
"Rhysotoechia robertsonii","Magnoliopsida"
"Eremophila cordatisepala","Magnoliopsida"
"Eremophila deserti","Magnoliopsida"
"Arsipoda variegata",NA
"Prostanthera marifolia",NA
"Grevillea variifolia",NA
"Eremophila alatisepala","Magnoliopsida"
"Rieppeleon kerstenii",NA
"Eremophila mitchellii",NA
"Aporocera eumolpus",NA
"Barleria alluaudii","Magnoliopsida"
"Agama persimilis","Reptilia"
"Eremophila bowmanii",NA
"Logania linifolia","Magnoliopsida"
"Borya scirpoidea","Liliopsida"
"Scaevola calliptera","Magnoliopsida"
"Prasophyllum cucullatum","Liliopsida"
"Homalospermum firmum","Magnoliopsida"
"Thomasia grandiflora",NA
