"year","user.login","total_obs","total_obs_insect"
2019,"krischua",3,3
2019,"krishna_villavicencio",92,1
2019,"krishnabhusal",1,0
2019,"krishort",1,0
2019,"krislatllez",1,0
2019,"krispysalad",34,9
2019,"krisskinou",1915,510
2019,"kristalwatrous",296,70
2019,"kristanb423",18,7
2019,"kristen_1005",1,0
2019,"kristen57",5,2
2019,"kristen81",73,28
2019,"kristenjeannekenney",5,2
2019,"kristenk777",105,16
2019,"kristenmcinnis",1,0
2019,"kristenmister",121,8
2019,"kristerlmartinez",72,1
2019,"kristiefrontdrive",2,0
2019,"kristiefwench",229,74
2019,"kristikerr",151,3
2019,"kristilongley78",1,0
2019,"kristina102",8,0
2019,"kristinajmac",14,0
2019,"kristinak",2,0
2019,"kristinavalinciene",76,25
2019,"kristine38",1,0
2019,"kristingabriel",17,0
2019,"kristinleighsimmons",7,1
2019,"kristinrenee12",69,26
2019,"kristofdb",2,0
2019,"kristym",254,110
2019,"kriswid",1,0
2019,"kriti_rajesh",3,0
2019,"kritten426",53,20
2019,"kriveracaceres",7,1
2019,"krivosheev",924,487
2019,"krod17",78,16
2019,"kronnick",95,22
2019,"krosenthal",3574,1200
2019,"krosestone",217,156
2019,"krosmek_snek",11,0
2019,"krotalo25",214,0
2019,"krpoe29",1,0
2019,"krr321",60,5
2019,"krr727",27,3
2019,"krs-10",6,0
2019,"krutzkyc",2,0
2019,"krypien",24,5
2019,"krysta1",19,0
2019,"krystal24",1,1
2019,"krystin1",62,4
2019,"krystinschaack",93,1
2019,"ksanders",102,77
2019,"ksandoval333",99,26
2019,"ksb0017",8,1
2019,"kscantherons",5,1
2019,"kschenk",33,10
2019,"kschilly",1,0
2019,"kschnacke",658,48
2019,"kschnei",668,369
2019,"kseggerty22",6,0
2019,"kseniakirson05",8,0
2019,"kseniakruglyanskaya",10,0
2019,"ksf",71,46
2019,"ksf1",14,2
2019,"kshull",2,0
2019,"ksimp",172,0
2019,"kskrin",1,1
2019,"ksm4933",18,10
2019,"ksmith",71,18
2019,"ksorenson",30,0
2019,"kspriggs",1,0
2019,"kssqrd",204,6
2019,"ksteininger",140,72
2019,"kstrain",159,6
2019,"ksummersgill",5,0
2019,"ksvsfeng",1,0
2019,"ksw1000",2,0
2019,"kt_harms",5,0
2019,"ktaralseth",6,1
2019,"ktbug",30,4
2019,"ktehmsen",32,13
2019,"kterrid",2,0
2019,"ktkt",35,14
2019,"ktmika",43,26
2019,"ktmoreau",23,11
2019,"ktownlynn",150,1
2019,"ktp",14,4
2019,"ktratboy",391,136
2019,"ktreffin",19,2
2019,"ktrex",148,49
2019,"ktrotmanesc",1,0
2019,"kty2",1,0
2019,"kuccori",42,1
2019,"kuchipatchis",848,186
2019,"kucycads",1326,116
2019,"kudadivers",16,0
2019,"kueckerb07",27,0
2019,"kueda",2846,758
2019,"kueilan",33,12
2019,"kuenmark",12,2
2019,"kuhndj67",2,0
2019,"kuhni2109",4,3
2019,"kuhnkem",5,0
2019,"kukuljac_a_021",11,3
2019,"kumaguma",2,0
2019,"kuman",85,56
2019,"kumankei",3,0
2019,"kungdrew",2,0
2019,"kunlanan",1,0
2019,"kuo-minmin",3,2
2019,"kuobear",46,1
2019,"kup",427,103
2019,"kuppikakku",19,2
2019,"kuranes",3,1
2019,"kurasawa_h_008",7,0
2019,"kuromi",27,3
2019,"kursatcakar",10,3
2019,"kurt-b-petersen",2,2
2019,"kurt63",1,0
2019,"kurt9",48,0
2019,"kurtatwork",2,0
2019,"kurten",304,65
2019,"kurts",2,0
2019,"kurtschwehr",4,0
2019,"kurtschweitzer",2,0
2019,"kurtsteinbach",768,135
2019,"kuyeda",699,40
2019,"kuykendallmonkeys",122,12
2019,"kuzmin_n_005",11,2
2019,"kvance95",4,2
2019,"kvandevere",91,1
2019,"kverboom",80,4
2019,"kvgold42",96,13
2019,"kvrabel",1,0
2019,"kw04",1,0
2019,"kwadman",7,1
2019,"kwahamot",10,1
2019,"kwartz",24,2
2019,"kweitemier",52,4
2019,"kwiener",123,68
2019,"kwill",1,0
2019,"kwilliams1295",4,0
2019,"kwjohnston",141,49
2019,"kwkhcheung",1,0
2019,"kwong26",1,0
2019,"kwongchungman",136,87
2019,"kwright84",32,1
2019,"kwynne",222,15
2019,"kyang17",4,0
2019,"kyanite12",22,3
2019,"kyasayge",7,0
2019,"kyek119",1,0
2019,"kygarten",93,6
2019,"kyla14",3,1
2019,"kyla17",1,0
2019,"kyle_achziger",13,3
2019,"kyle2",10,0
2019,"kyle273",1,0
2019,"kyle285",2,0
2019,"kylealhart",22,0
2019,"kyleb",222,147
2019,"kyleedaniels46",21,1
2019,"kylegunther",925,15
2019,"kylejones",195,65
2019,"kylelandstra",5,0
2019,"kyleloukidis",1,0
2019,"kylenessen",941,28
2019,"kylepgillen",56,1
2019,"kyletansley",525,7
2019,"kyleunderwood",6,0
2019,"kylexislearningplants",48,2
2019,"kyley817",1,0
2019,"kylie4452",6,1
2019,"kylie514",1,0
2019,"kyliee",58,9
2019,"kylnik",1,0
2019,"kymk",15,4
2019,"kynakins",33,11
2019,"kyoga",2,0
2019,"kyosuge",33,10
2019,"kyote",2,0
2019,"kypfer",171,33
2019,"kyra-w",6,0
2019,"kyraduncan",4,0
2019,"kyran2",609,480
2019,"kyukich",448,417
2019,"kzamkov",14,5
2019,"kzamora",2,1
2019,"kzirk57",167,2
2019,"kzncraig",1,0
2019,"kzybko",122,9
2019,"l1am",2,0
2019,"l3d",12,1
2019,"la_kbra",9,0
2019,"la_pescada",52,7
2019,"lablovesnature",1,0
2019,"labruja_deagua",9,5
2019,"labtastic",8,0
2019,"lacayoce",1,0
2019,"lace_winks",39,17
2019,"lacedub",1,0
2019,"laceyk413",1,0
2019,"laceypantalones",3,0
2019,"lachacra",1,0
2019,"lachidonaldson",11,0
2019,"lachsschaumspeise",19,1
2019,"lacrespa",220,166
2019,"lad46",296,0
2019,"lademandamanda",126,29
2019,"ladleyk",2,0
2019,"ladylovesplants",529,228
2019,"ladymothra",46,9
2019,"ladyowl",69,25
2019,"lafonge",112,39
2019,"lagardner09",17,9
2019,"laggan",1,0
2019,"lagoondon",2505,41
2019,"lagrangiano",31,10
2019,"lahsambugaro",1,0
2019,"laiasb",2,0
2019,"lailacruz",1,0
2019,"lailathirdeye",2,1
2019,"laili",1,1
2019,"laineputs",2,0
2019,"lairsho52",2,0
2019,"lajamalo",4,0
2019,"lake_waco_wetlands_254",2,1
2019,"lakeal",2242,1004
2019,"lakekoshare",648,387
2019,"lakermom9699",2,0
2019,"lakersbryant",19,4
2019,"lakingbj",162,12
2019,"lalande24",4,0
2019,"lalawette",34,1
2019,"lalydapriest",40,0
2019,"lambr17",3,0
2019,"lamelifontana",1,0
2019,"lamourfou",139,11
2019,"lana24",2,0
2019,"lanaiade",4,0
2019,"lanative",4,0
2019,"lancat",2,0
2019,"lance_k_901sp19",15,3
2019,"lance_robinson",13,7
2019,"lance_robison",14,6
2019,"lance25",15,0
2019,"lance27",81,3
2019,"lancecollette",4,1
2019,"lancedj",142,83
2019,"lanceebel",1,0
2019,"lancelot239",545,3
2019,"lancepoe",1,0
2019,"lancillotto",156,26
2019,"lancortigerj5",11,2
2019,"landmeter",3,1
2019,"landnaturalist514",73,19
2019,"landrea",6,3
2019,"landrylo",1,0
2019,"landsb",134,7
2019,"landseaskydruid",5,0
2019,"landuong",6,4
2019,"landvatter",86,8
2019,"lane12",16,5
2019,"laneallen",193,2
2019,"lanechaffin",2970,160
2019,"lanehuffmandevey",4,2
2019,"lanemo",123,19
2019,"laneygreen",10,2
2019,"lange_s_906",7,1
2019,"langelher",1,0
2019,"langooney",492,140
2019,"laniakea",4,0
2019,"laniemarkerson",3,0
2019,"lanirenshaw",2,0
2019,"lankybats",2,0
2019,"lannieburns",5,0
2019,"lannyhsu",30,1
2019,"lantanaal",34,8
2019,"lanternfly",19,8
2019,"lanuitbleue",49,1
2019,"laohero",1,0
2019,"laosenese",14,12
2019,"laporello",73,29
2019,"lappelbaum",218,29
2019,"lara_kim",2,0
2019,"larajmccall",2,0
2019,"laramenendez",3,0
2019,"laramiedelzer",11,2
2019,"laranz",2,2
2019,"laratro_j_20",11,2
2019,"larbiafoutni",134,20
2019,"larcee",1,0
2019,"lareyc",2,0
2019,"lari_kirara_sama",7,0
2019,"larissamarie",8,1
2019,"lark_heston",24,4
2019,"laroche_j_016",22,2
2019,"larry-heronema",1125,79
2019,"larry-stewart8",1,0
2019,"larry14",902,384
2019,"larry522",1641,1292
2019,"larry95",4,0
2019,"larryhendrickson",488,13
2019,"larrylam",1,1
2019,"larrymcdaniel",218,192
2019,"larrymucha",26,0
2019,"larrysiy",6,0
2019,"larrywade",5,0
2019,"larson",2,0
2019,"larsonek",239,88
2019,"larsonjenkins",1,1
2019,"lartuen",131,4
2019,"larus10",217,16
2019,"larussell424",26,16
2019,"laserlab",2,0
2019,"lasersharkcannon",1,0
2019,"lasius",4,3
2019,"laskoo",1,0
2019,"lastime",91,37
2019,"lastshotup",1,0
2019,"lathrop4",2,0
2019,"latortue_b_005",11,1
2019,"latrigirl",41,0
2019,"latteshots",1,0
2019,"lattestone",58,22
2019,"laughing-king",4,0
2019,"laukamkit",34,3
2019,"laura_eileen",1,0
2019,"laura_foy",69,32
2019,"laura_minor",2,0
2019,"laura178",4,0
2019,"laura208",1,0
2019,"laura2ee",51,2
2019,"laura306",98,9
2019,"laura324",5,2
2019,"laura362",3,0
2019,"laura505t",1,0
2019,"laura538",5,0
2019,"laura576",56,1
2019,"laura59295",1,0
2019,"laura618",4,1
2019,"laura622",279,7
2019,"laura726",30,1
2019,"lauraab",41,4
2019,"laurabankey",2676,494
2019,"laurac32",97,16
2019,"lauracristina",95,1
2019,"lauradeyanira",2,1
2019,"lauradiaz",1,0
2019,"lauraduncan",30,0
2019,"lauraelenawicochea",217,1
2019,"lauragola",145,44
2019,"lauragunderson",28,2
2019,"laurahernandez2",25,3
2019,"laurahhartman93",2,0
2019,"laurahogue",12,5
2019,"lauralink1",12,0
2019,"lauralouise",5,0
2019,"lauralovesbirds",240,16
2019,"lauraly21",328,124
2019,"lauramjik",11,6
2019,"lauramorganclark",689,55
2019,"laurapirateque",189,19
2019,"lauraq68",51,11
2019,"laurareginaac",298,17
2019,"laurarey",4,1
2019,"lauraschoonbroodt",264,34
2019,"laurasmith2",1,1
2019,"laurastape",19,2
2019,"laurastracke",41,7
2019,"laurelbleu",2,0
2019,"laurelbuzz",14,1
2019,"laureljazzmin",228,12
2019,"laurelshimer",23,0
2019,"laurelwee",3,1
2019,"lauren_alexander",5,1
2019,"lauren_goldie",2,0
2019,"lauren_grababrewski",27,0
2019,"lauren101",68,7
2019,"lauren109",5,0
2019,"lauren134",36,3
2019,"lauren287",26,1
2019,"lauren312",5,1
2019,"lauren356",6,1
2019,"lauren370",2,0
2019,"lauren53",1,0
2019,"laurenc12",126,12
2019,"laurence-tietz",2,0
2019,"laurenceleong5",1,1
2019,"laurenceshao",4,0
2019,"laurendarby",12,0
2019,"laurenes",1,0
2019,"laurenfoss",1,0
2019,"laurenggully",1,0
2019,"laurengunn",47,5
2019,"laurenhull",35,20
2019,"laurenkalisek",41,3
2019,"laurenkissel",1,0
2019,"laurenlassere",13,8
2019,"laurenluvbug",1,0
2019,"laurenmhiggins",45,25
2019,"laurenmurray",2,0
2019,"laurenmychelle",4,0
2019,"laurenolivia",31,0
2019,"laurenpineo",2,0
2019,"laurenre",161,1
2019,"laurenspl",1,0
2019,"laurensweeney",55,1
2019,"laurent_h",163,51
2019,"laurentfloresta",1002,124
2019,"laurenweber84",13,7
2019,"laurenwish2",83,0
2019,"lauri8",48,13
2019,"lauriane_",22,5
2019,"laurieg",63,6
2019,"laurieit",11,1
2019,"laurierosen",10,1
2019,"laurimalinen",1,0
2019,"laurindagonzaga",28,3
2019,"laurob",2,0
2019,"laurus_nobilis",54,12
2019,"laurynv",2,0
2019,"lautix635",1,0
2019,"lauval",2,0
2019,"lauyie",31,7
2019,"lavanceray",9,0
2019,"lavedatucker",1,0
2019,"lavendercook",3,0
2019,"lawrence_el_excursionista",1,0
2019,"lawrenceshan",1,1
2019,"lawrenceshiao",22,17
2019,"lawtonklein",18,3
2019,"lax1973",15,3
2019,"laychin",4,0
2019,"layneboykin",115,12
2019,"laytica",1,1
2019,"lazycatfarms",5,1
2019,"lazza",877,272
2019,"lbabykat30",106,76
2019,"lbachle",43,2
2019,"lbaxter",13,6
2019,"lbgold",342,0
2019,"lbjwc",1,0
2019,"lbk01",2,0
2019,"lblacquiere",111,0
2019,"lboggess",272,14
2019,"lboosahda",10,0
2019,"lborchert",86,24
2019,"lborkar",1,0
2019,"lbrittain23",10,0
2019,"lbrown2604",2,0
2019,"lbrugger",3,0
2019,"lbsherm",17,7
2019,"lbsrry",2,0
2019,"lburditt",229,95
2019,"lbwalder",6,0
2019,"lbwestphilly",103,14
2019,"lbwitch",31,14
2019,"lbyma",3,0
2019,"lcardona",1,1
2019,"lcarolr",15,1
2019,"lcbrinson",34,0
2019,"lccmarion",194,110
2019,"lcfletch",4,1
2019,"lchappel",24,3
2019,"lcia5",11,0
2019,"lcm0040",104,5
2019,"lcmantis",30,1
2019,"lconkle",9,4
2019,"lcostello",10,2
2019,"lcrummett",29,0
2019,"lcthompson",217,20
2019,"ldacosta",382,135
2019,"ldaly",3,3
2019,"ldaycare",6,2
2019,"ldelgado",2,0
2019,"ldempewolf",47,39
2019,"ldever",5,1
2019,"ldgc",31,6
2019,"ldibiccari",104,32
2019,"ldjaffe",3084,197
2019,"ldn67",9,0
2019,"le_quinton",38,5
2019,"le_v_009",14,4
2019,"le0121",2,0
2019,"le17",3,0
2019,"lea1547",22,2
2019,"lea20",18,2
2019,"leaf1234",1796,65
2019,"leafxeater",57,14
2019,"leafybye",642,21
2019,"leafygreeny",4,0
2019,"leah",209,43
2019,"leah_charles",1,0
2019,"leah_mycelia",414,7
2019,"leah140",23,0
2019,"leah280",327,130
2019,"leah72",3,1
2019,"leahbrowne",9,0
2019,"leahcawthorn",26,12
2019,"leahkushner",1,0
2019,"leahnmatthews",11,0
2019,"leame",2,0
2019,"leancordy",6,3
2019,"leandrac",1,1
2019,"leandri2",1,0
2019,"leandro",11,0
2019,"leandroagl17",8,6
2019,"leandrobarcos",1,1
2019,"leanna11",1,0
2019,"leannchong_13",4,0
2019,"leanne29",8,2
2019,"leannlea",24,10
2019,"leapingfrogs",4,2
2019,"learjockey",11,1
2019,"leascelyn",82,33
2019,"leavesintheair",65,45
2019,"leber8tr",1,1
2019,"lebs",1,0
2019,"lecil",1,0
2019,"lecomte",553,28
2019,"ledg",1,0
2019,"leduran3",2,0
2019,"lee144",1,1
2019,"lee147",1,0
2019,"lee2850",27,0
2019,"lee58",13,0
2019,"leealice",1,0
2019,"leecain",299,71
2019,"leecan",3,0
2019,"leechunman",2,0
2019,"leef",487,12
2019,"leejones",197,40
2019,"leek_b_13",12,2
2019,"leenash",66,16
2019,"leenbee",10,0
2019,"leenewman",6,6
2019,"leeroyjenkins",3,2
2019,"leesm",3,1
2019,"leezplease",378,78
2019,"lefa",4,0
2019,"leftcoastnaturalist",121,16
2019,"legion99999",28,13
2019,"legolaws",132,30
2019,"legrandn328",5,1
2019,"lehna_m",1,0
2019,"leibele",1485,323
2019,"leicany",1,0
2019,"leidisbryanjose",2,0
2019,"leigh_dyment",75,0
2019,"leigh24",7,0
2019,"leighp75",34,1
2019,"leightonreid",317,13
2019,"leikoleiko",1,0
2019,"leilani6",8,1
2019,"leilanier",10,2
2019,"leini",2,0
2019,"leiranaphotobully",39,21
2019,"leirediazconde",1,0
2019,"leirei",1,1
2019,"leisa3",1,0
2019,"leithallb",549,101
2019,"leithold",3,1
2019,"leiths",326,64
2019,"leiurus",9,4
2019,"lejndr",1,0
2019,"lek",379,62
2019,"lekm",2,1
2019,"lele",5,0
2019,"lella",76,22
2019,"lem15",25,3
2019,"lemmel",47,17
2019,"lemmiwinks",13,5
2019,"lemonbee",73,9
2019,"lemoncul",259,21
2019,"lemoniak",61,1
2019,"lemontyk",30,30
2019,"lemonwobby",15,2
2019,"lena12",2,0
2019,"lenachow",643,397
2019,"lenard_r_018",10,2
2019,"lenaz",1523,69
2019,"lennart4",4,0
2019,"lennartn",229,1
2019,"lenny_lampel",272,97
2019,"lenou",5,0
2019,"lenrely",453,22
2019,"lentom",31,17
2019,"lenwihrs",1,0
2019,"leo_petropolis",11,5
2019,"leo106",1,1
2019,"leo5488814",1,1
2019,"leocoba",33,1
2019,"leoguzman",83,15
2019,"leoleiva",332,14
2019,"leolorber",487,202
2019,"leomcintyre",1,1
2019,"leon_alexei_pizano_rodriguez",155,19
2019,"leon_gonzalez-coronado",96,1
2019,"leon39",1,0
2019,"leonardbolte",75,7
2019,"leonardo117",2,1
2019,"leonardohdz",7,0
2019,"leonardovonlinsingen",1,1
2019,"leonardovonprondzinski",1,1
2019,"leonaw",35,2
2019,"leonbius",3,1
2019,"leonie_rennie",16,0
2019,"leonieov",1,0
2019,"leonlobo",2,1
2019,"leonneke",22,1
2019,"leonoberto",10,0
2019,"leonoraguerra",1,0
2019,"leonperrie",2029,47
2019,"leorafitz",437,28
2019,"leoriocharles",2,2
2019,"leot",30,0
2019,"lepard",6,0
2019,"lepasinka",7,1
2019,"lepetitprince",73,17
2019,"lepore_l_906",10,1
2019,"leppinm",760,87
2019,"leptonia",2227,41
2019,"lera",129,41
2019,"lerdelyi",434,15
2019,"lerida",1,1
2019,"leroybrown",1,0
2019,"lesgail",25,1
2019,"leshwatt",140,60
2019,"lesleycatterall",3,0
2019,"leslie_flint",4057,958
2019,"leslie138",1,0
2019,"leslie149",12,3
2019,"leslie161",18,0
2019,"lesliebud",21,3
2019,"leslielena",4,0
2019,"lesolomon",35,15
2019,"lespenner",12,5
2019,"lesswartley",19,6
2019,"lestrange666",2,0
2019,"leswpowriesanbictza",87,18
2019,"lesyork",33,2
2019,"leticiavidal",1,0
2019,"letitbe793",53,7
2019,"letsgooutside",9,1
2019,"letssee",8,0
2019,"letyjimjim",1156,84
2019,"letyy194",12,0
2019,"leung4",5,1
2019,"levi2016",2,1
2019,"levimt",4,0
2019,"levinfish",3,1
2019,"lewis_c_904",10,3
2019,"lewisbholmes",512,329
2019,"lewisdblake",1,0
2019,"lewispeach",8,0
2019,"lewisquinn",146,13
2019,"lewisrobinson",41,11
2019,"lewjacobson",54,2
2019,"lewkowiezs_3",7,1
2019,"lex1980",18,1
2019,"lexhes",2,1
2019,"lexiericht",30,4
2019,"lexiloo",117,8
2019,"lexlen92",18,4
2019,"lexlopez06",1,0
2019,"lexpelle",12,0
2019,"lexyyq",4,0
2019,"leyatess",6,0
2019,"leylacardenas",54,2
2019,"leyloo",3,1
2019,"lfaer",31,5
2019,"lfarwell",1,0
2019,"lfc34",2,0
2019,"lfelliott",849,385
2019,"lferraro",6,0
2019,"lfh631",65,8
2019,"lgh0008",37,1
2019,"lgilbert",395,216
2019,"lgmacro",14,4
2019,"lgottlieb",559,35
2019,"lgr",49,5
2019,"lgullikson",276,1
2019,"lhana",5,3
2019,"lhcasasanta",3,0
2019,"lhcchl",11,2
2019,"lhederich",1,0
2019,"lhiggins",236,84
2019,"lholian4",14,7
2019,"lhuber05",23,0
2019,"lhurteau",1376,221
2019,"liacolasacco",1,1
2019,"liam_",10,10
2019,"liam1294",118,35
2019,"liam2007",2,0
2019,"liam22",25,8
2019,"liammaguire",10,5
2019,"liammaz",11,7
2019,"liammcmanaman",176,0
2019,"liammiller",3,0
2019,"liampeschke",2,0
2019,"liamwaters",261,29
2019,"liane-carvalho",3,1
2019,"liang_k_003",11,0
2019,"lianna-vallejo",1,0
2019,"lianna_gendall",30,2
2019,"liannek",22,9
2019,"libbiedobbs",223,24
2019,"libbigilson",1,0
2019,"libbing_life",985,227
2019,"libby_orcutt",207,32
2019,"libbyknight",48,6
2019,"libbylou",12,1
2019,"libbymegna",209,67
2019,"libbyrosek",1,0
2019,"libbysteves",2,0
2019,"liberdade24",18,0
2019,"libertatemnatura",6,0
2019,"libertinesoup",10,1
2019,"libertyjones",14,1
2019,"libie",1,0
2019,"libmendonca",3,0
2019,"librarylady50",1,0
2019,"licha85",1,1
2019,"lichenhunter",49,13
2019,"lichenloglichenblog",3,0
2019,"licjosdavidsanchezhernandez",8,1
2019,"lidefi87",2,0
2019,"liefke",1,1
2019,"lieo",2,0
2019,"lierh",6,0
2019,"liesbeth12",13,0
2019,"liesje",1,0
2019,"lifeagogo",668,231
2019,"lifeandlemons",2,0
2019,"lifepelagic",17,0
2019,"lifespulse",515,21
2019,"lightandstorm",16,1
2019,"likesbugs",1,1
2019,"lil_feather",5,0
2019,"lilakkf",2,2
2019,"lilat",1,0
2019,"lileb",1,0
2019,"lileboo",2,0
2019,"lili_jaramillop",45,10
2019,"lilia76ap",79,9
2019,"lilianaortizserrato",551,23
2019,"lilianc",464,29
2019,"lilicantarell",1,1
2019,"lilik",3,0
2019,"lilinglien",3,3
2019,"lilioz12",1,0
2019,"lilithanna",1,0
2019,"lilithfisher",65,19
2019,"lilium_mirum",63,10
2019,"lilleche",1,0
2019,"lillian25",2,0
2019,"lillianthelily",15,0
2019,"lillybell",1,0
2019,"lillydo",5,1
2019,"lillygeneral",2,0
2019,"lillymac",4,0
2019,"lilmcgill",25,0
2019,"lilpangolin",13,11
2019,"lilpip",1,1
2019,"lilrawra",12,1
2019,"lilrougela",1,0
2019,"liltex775",150,105
2019,"lily_ann_hawk",4,0
2019,"lily74",1,0
2019,"lilyboy",80,0
2019,"lilye828",18,3
2019,"lilylau",22,0
2019,"lilypoo",1,0
2019,"lilysphere",15,0
2019,"lilythompson",3,1
2019,"limeolivka",3,0
2019,"limes",2,0
2019,"limev",1,0
2019,"limeygirl",3,0
2019,"limlee",12,0
2019,"limpkin",208,74
2019,"lin_han03",9,0
2019,"lin_v_12",9,2
2019,"lin20070813",37,17
2019,"lin720",19,0
2019,"lina_s",2,0
2019,"lina64",3,0
2019,"linav2",2,0
2019,"lincolndurey",2804,280
2019,"lincolnforthewin",94,50
2019,"lind-thomsen",36,3
2019,"linda_g",313,184
2019,"linda_johnson",14,6
2019,"linda_millison",62,46
2019,"linda374",1,0
2019,"lindaanderson",11,0
2019,"lindaannwilson",2,0
2019,"lindabur",16,1
2019,"lindacor",51,1
2019,"lindaelena",1,1
2019,"lindak22",240,28
2019,"lindaloren",146,17
2019,"lindapotter",2,0
2019,"lindaschier",4,1
2019,"lindawhite104",1,0
2019,"lindemanzachary",162,19
2019,"lindom",254,61
2019,"lindsayarppe",1,0
2019,"lindsaybest",135,0
2019,"lindsaychongseng",2,0
2019,"lindsaydolan",24,0
2019,"lindsaylewisflora",24,0
2019,"lindsaywalls",73,2
2019,"lindsayz",98,0
2019,"lindsey48",32,5
2019,"lindseyjs",4,1
2019,"lindseymartin1",17,0
2019,"lindseymengel",8,0
2019,"lindseyw123",12,1
2019,"lindseyw2",1,1
2019,"lindynik",3,0
2019,"linemiao",2,0
2019,"lingalin",4,4
2019,"linger",300,21
2019,"lingeshwarry",2,0
2019,"linglingho",3,0
2019,"lingomow",2,1
2019,"linjawyuan",8,8
2019,"linkie",1827,78
2019,"linmiller293",5,0
2019,"linnettse",46,1
2019,"linscott",215,32
2019,"linsheng",1,0
2019,"linusrm",21,0
2019,"linyuxuan",30,0
2019,"lioneska",940,238
2019,"lionleg",1,0
2019,"lipenghsu",97,29
2019,"lipingliu",48,5
2019,"lipizzan",2,0
2019,"lipps",20,13
2019,"lipsett",32,8
2019,"lipwak",245,63
2019,"liquidanbar",38,20
2019,"liquidiamond",18,5
2019,"liridonshala",217,45
2019,"lisa_bennett",812,168
2019,"lisa225",1,0
2019,"lisa281",4141,283
2019,"lisa491",74,25
2019,"lisa534",9,0
2019,"lisa536",85,7
2019,"lisa63",1047,99
2019,"lisa641",4,0
2019,"lisa645",8,0
2019,"lisa970",1,0
2019,"lisabauder",4,0
2019,"lisabauman",8,0
2019,"lisaberta",1,0
2019,"lisabg",144,55
2019,"lisadaisy",10,1
2019,"lisade",1,0
2019,"lisaedw",51,15
2019,"lisafranzen",1,0
2019,"lisajeane",24,3
2019,"lisajo2727",1,0
2019,"lisak1",80,5
2019,"lisamacfish",3,2
2019,"lisamb516",1,0
2019,"lisamh",197,50
2019,"lisantroph",1,1
2019,"lisanupen",2,1
2019,"lisaofniagara",186,22
2019,"lisard",3,0
2019,"lisasilas",126,0
2019,"lisastoll",10,0
2019,"lisbethh",1,0
2019,"liselengelbrecht",1,0
2019,"liselle",184,13
2019,"lisetter",12,0
2019,"lisgould",51,2
2019,"lisha2000",2,1
2019,"lisnel",869,716
2019,"lissa_starnes",35,0
2019,"lissamartinez",305,64
2019,"lissasc",48,6
2019,"lisselle023",37,21
2019,"lissyz",4,0
2019,"litabug",2,1
2019,"litaej",1,0
2019,"literaltree",21,0
2019,"lithuna",83,17
2019,"liti",26,5
2019,"litoguti",20,4
2019,"littlebanjo",1,0
2019,"littlebird0308",1,1
2019,"littlebitt_of_nature",63,10
2019,"littlebu",6,0
2019,"littledarwin",9,0
2019,"littledoginc",37,8
2019,"littlefield",260,7
2019,"littleplantlover",5,0
2019,"littlerick",14,4
2019,"littleriver",214,18
2019,"littleshopofhorrors",1,1
2019,"liua",4,0
2019,"liubelinda",59,9
2019,"liuguangyu",390,167
2019,"liujimfood",1943,313
2019,"liuwenlong",8,0
2019,"liveloverun",124,17
2019,"liverpoolparks",126,22
2019,"livetolearn",33,23
2019,"liviahogue",115,2
2019,"livleaux",195,12
2019,"livpom",328,202
2019,"lixov",5,0
2019,"liz_dav23",33,21
2019,"liz_k",74,0
2019,"liz_r",72,1
2019,"liz78",95,10
2019,"liza-flute",1,0
2019,"liza_c",6,0
2019,"lizabeth2",3,0
2019,"lizamorse",130,10
2019,"lizanguyen",24,0
2019,"lizard_lad",17,0
2019,"lizardeve",83,22
2019,"lizardo02",2,0
2019,"lizardwizard",57,5
2019,"lizch",450,257
2019,"lizchambers",22,1
2019,"lizegreenieza",71,14
2019,"lizettemelecas",1,0
2019,"lizgwedhan",4,1
2019,"lizhines",29,2
2019,"lizid",8,1
2019,"lizlar1",3,0
2019,"lizlemon",125,15
2019,"lizlovesnature",2485,571
2019,"liznorth",2,0
2019,"lizp",7,1
2019,"lizschold",172,27
2019,"lizzie10",3,1
2019,"lizzie712",1,0
2019,"lizzielou48",2,0
2019,"lizzielynn",24,4
2019,"lizziesusco",231,4
2019,"lizzr",28,7
2019,"lizzyd",69,1
2019,"ljcoyote1",105,14
2019,"ljluhn",27,2
2019,"ljohn10557",10,3
2019,"ljohnson7",2,1
2019,"ljoye",123,6
2019,"lkalbach",40,1
2019,"lkbrashear",13,1
2019,"lkfreidenburg",149,23
2019,"lkidd",97,8
2019,"lkirk",356,201
2019,"lkjart",50,1
2019,"lkleb",14,13
2019,"lkraustin",11,3
2019,"lkrotolo",11,0
2019,"lkw",4,0
2019,"llap",18,6
2019,"lldeitz",4,3
2019,"llhruska",133,2
2019,"lliriano",1,0
2019,"lljohnson",596,521
2019,"llllll",9,1
2019,"lloyd_esler",1045,34
2019,"lmarino",23,4
2019,"lmbuckner",12,8
2019,"lmbyrd9",9,0
2019,"lme97",14,9
2019,"lmenaturalist",79,0
2019,"lmg515",1,0
2019,"lmichaels_22",1,0
2019,"lmichel",7,0
2019,"lmmineo",3,0
2019,"lmontana",4,0
2019,"lmschroeder7",3,1
2019,"lneilly",18,6
2019,"lnericcio",3,0
2019,"lnh",57,2
2019,"lnicholsrussell",8,1
2019,"lnx13",6,0
2019,"loafamatic",4,0
2019,"loarie",835,173
2019,"loboknight",22,5
2019,"lobsterlady",89,25
2019,"localecologist",141,33
2019,"loesinpanama",23,0
2019,"loftuswf",27,1
