"cell","year","jd_wk","obs_days"
672.1,2017,154,5
672.1,2017,161,2
672.1,2017,168,6
672.1,2017,175,3
672.1,2017,182,8
672.1,2017,189,9
672.1,2017,196,5
672.1,2017,203,7
672.1,2017,210,9
672.1,2017,217,3
672.1,2017,224,8
672.1,2017,231,16
672.1,2017,238,14
672.1,2017,245,57
672.1,2017,252,16
672.1,2017,259,13
672.1,2017,266,12
672.1,2017,273,10
672.1,2017,280,13
672.1,2017,287,3
672.1,2017,294,2
672.1,2017,301,4
672.1,2017,308,4
672.1,2017,315,5
672.1,2017,322,1
672.1,2017,329,5
672.1,2017,336,5
672.1,2017,343,1
672.1,2018,0,1
672.1,2018,7,1
672.1,2018,21,1
672.1,2018,42,2
672.1,2018,49,3
672.1,2018,56,9
672.1,2018,63,4
672.1,2018,70,2
672.1,2018,77,4
672.1,2018,84,11
672.1,2018,91,3
672.1,2018,98,6
672.1,2018,105,10
672.1,2018,112,7
672.1,2018,119,14
672.1,2018,126,9
672.1,2018,133,21
672.1,2018,140,17
672.1,2018,147,6
672.1,2018,154,19
672.1,2018,161,19
672.1,2018,168,27
672.1,2018,175,22
672.1,2018,182,18
672.1,2018,189,24
672.1,2018,196,22
672.1,2018,203,25
672.1,2018,210,25
672.1,2018,217,18
672.1,2018,224,26
672.1,2018,231,18
672.1,2018,238,22
672.1,2018,245,26
672.1,2018,252,21
672.1,2018,259,38
672.1,2018,266,29
672.1,2018,273,23
672.1,2018,280,37
672.1,2018,287,17
672.1,2018,294,16
672.1,2018,301,18
672.1,2018,308,4
672.1,2018,315,11
672.1,2018,322,14
672.1,2018,329,11
672.1,2018,336,2
672.1,2018,343,3
672.1,2018,350,3
672.1,2018,357,3
672.1,2018,364,2
672.1,2019,0,4
672.1,2019,7,1
672.1,2019,14,2
672.1,2019,21,4
672.1,2019,28,6
672.1,2019,35,2
672.1,2019,49,5
672.1,2019,56,4
672.1,2019,63,3
672.1,2019,70,9
672.1,2019,77,17
672.1,2019,84,9
672.1,2019,91,18
672.1,2019,98,16
672.1,2019,105,18
672.1,2019,112,21
672.1,2019,119,16
672.1,2019,126,26
672.1,2019,133,34
672.1,2019,140,45
672.1,2019,147,41
672.1,2019,154,43
672.1,2019,161,66
672.1,2019,168,45
672.1,2019,175,65
672.1,2019,182,42
672.1,2019,189,54
672.1,2019,196,39
672.1,2019,203,59
672.1,2019,210,51
672.1,2019,217,36
672.1,2019,224,43
672.1,2019,231,39
672.1,2019,238,6
673.1,2017,21,1
673.1,2017,28,1
673.1,2017,42,2
673.1,2017,49,10
673.1,2017,63,15
673.1,2017,77,11
673.1,2017,84,7
673.1,2017,91,12
673.1,2017,98,16
673.1,2017,105,37
673.1,2017,112,5
673.1,2017,119,5
673.1,2017,126,7
673.1,2017,133,11
673.1,2017,140,11
673.1,2017,147,14
673.1,2017,154,15
673.1,2017,161,18
673.1,2017,168,15
673.1,2017,175,21
673.1,2017,182,23
673.1,2017,189,24
673.1,2017,196,26
673.1,2017,203,24
673.1,2017,210,28
673.1,2017,217,24
673.1,2017,224,27
673.1,2017,231,120
673.1,2017,238,43
673.1,2017,245,77
673.1,2017,252,43
673.1,2017,259,58
673.1,2017,266,50
673.1,2017,273,62
673.1,2017,280,40
673.1,2017,287,45
673.1,2017,294,53
673.1,2017,301,51
673.1,2017,308,37
673.1,2017,315,15
673.1,2017,322,19
673.1,2017,329,45
673.1,2017,336,28
673.1,2017,343,4
673.1,2017,350,7
673.1,2017,357,6
673.1,2018,7,1
673.1,2018,14,1
673.1,2018,21,4
673.1,2018,28,9
673.1,2018,35,6
673.1,2018,42,7
673.1,2018,49,21
673.1,2018,56,7
673.1,2018,63,8
673.1,2018,70,11
673.1,2018,77,15
673.1,2018,84,24
673.1,2018,91,21
673.1,2018,98,32
673.1,2018,105,36
673.1,2018,112,75
673.1,2018,119,76
673.1,2018,126,42
673.1,2018,133,43
673.1,2018,140,53
673.1,2018,147,53
673.1,2018,154,63
673.1,2018,161,77
673.1,2018,168,62
673.1,2018,175,70
673.1,2018,182,74
673.1,2018,189,60
673.1,2018,196,90
673.1,2018,203,99
673.1,2018,210,105
673.1,2018,217,102
673.1,2018,224,72
673.1,2018,231,96
673.1,2018,238,71
673.1,2018,245,89
673.1,2018,252,95
673.1,2018,259,70
673.1,2018,266,52
673.1,2018,273,64
673.1,2018,280,49
673.1,2018,287,45
673.1,2018,294,41
673.1,2018,301,39
673.1,2018,308,30
673.1,2018,315,13
673.1,2018,322,18
673.1,2018,329,14
673.1,2018,336,11
673.1,2018,343,2
673.1,2018,350,2
673.1,2018,357,10
673.1,2018,364,3
673.1,2019,0,7
673.1,2019,7,5
673.1,2019,14,8
673.1,2019,21,6
673.1,2019,28,14
673.1,2019,35,16
673.1,2019,42,9
673.1,2019,49,14
673.1,2019,56,11
673.1,2019,63,9
673.1,2019,70,23
673.1,2019,77,25
673.1,2019,84,33
673.1,2019,91,33
673.1,2019,98,70
673.1,2019,105,76
673.1,2019,112,107
673.1,2019,119,65
673.1,2019,126,73
673.1,2019,133,96
673.1,2019,140,84
673.1,2019,147,95
673.1,2019,154,83
673.1,2019,161,133
673.1,2019,168,104
673.1,2019,175,118
673.1,2019,182,107
673.1,2019,189,137
673.1,2019,196,106
673.1,2019,203,100
673.1,2019,210,105
673.1,2019,217,123
673.1,2019,224,162
673.1,2019,231,139
673.1,2019,238,12
674.1,2017,28,1
674.1,2017,35,1
674.1,2017,42,3
674.1,2017,49,3
674.1,2017,63,1
674.1,2017,77,2
674.1,2017,84,7
674.1,2017,91,21
674.1,2017,98,17
674.1,2017,105,5
674.1,2017,112,12
674.1,2017,119,5
674.1,2017,126,6
674.1,2017,133,10
674.1,2017,140,11
674.1,2017,147,12
674.1,2017,154,11
674.1,2017,161,5
674.1,2017,168,14
674.1,2017,175,21
674.1,2017,182,12
674.1,2017,189,17
674.1,2017,196,29
674.1,2017,203,15
674.1,2017,210,33
674.1,2017,217,19
674.1,2017,224,43
674.1,2017,231,57
674.1,2017,238,24
674.1,2017,245,24
674.1,2017,252,17
674.1,2017,259,31
674.1,2017,266,12
674.1,2017,273,13
674.1,2017,280,7
674.1,2017,287,20
674.1,2017,294,10
674.1,2017,301,4
674.1,2017,308,15
674.1,2017,315,9
674.1,2017,322,8
674.1,2017,329,9
674.1,2017,336,9
674.1,2017,343,3
674.1,2017,350,3
674.1,2017,364,1
674.1,2018,0,1
674.1,2018,7,5
674.1,2018,14,2
674.1,2018,21,2
674.1,2018,28,2
674.1,2018,35,3
674.1,2018,42,3
674.1,2018,49,7
674.1,2018,56,3
674.1,2018,70,7
674.1,2018,77,4
674.1,2018,84,6
674.1,2018,91,14
674.1,2018,98,19
674.1,2018,105,12
674.1,2018,112,26
674.1,2018,119,20
674.1,2018,126,31
674.1,2018,133,24
674.1,2018,140,25
674.1,2018,147,27
674.1,2018,154,39
674.1,2018,161,30
674.1,2018,168,42
674.1,2018,175,34
674.1,2018,182,33
674.1,2018,189,41
674.1,2018,196,30
674.1,2018,203,37
674.1,2018,210,29
674.1,2018,217,37
674.1,2018,224,39
674.1,2018,231,43
674.1,2018,238,37
674.1,2018,245,61
674.1,2018,252,59
674.1,2018,259,46
674.1,2018,266,42
674.1,2018,273,34
674.1,2018,280,141
674.1,2018,287,21
674.1,2018,294,21
674.1,2018,301,28
674.1,2018,308,18
674.1,2018,315,11
674.1,2018,322,11
674.1,2018,329,4
674.1,2018,336,8
674.1,2018,343,5
674.1,2018,350,7
674.1,2018,357,2
674.1,2018,364,3
674.1,2019,0,7
674.1,2019,7,2
674.1,2019,14,2
674.1,2019,21,5
674.1,2019,28,7
674.1,2019,35,12
674.1,2019,42,3
674.1,2019,49,4
674.1,2019,56,9
674.1,2019,63,2
674.1,2019,70,16
674.1,2019,77,14
674.1,2019,84,14
674.1,2019,91,31
674.1,2019,98,37
674.1,2019,105,32
674.1,2019,112,54
674.1,2019,119,48
674.1,2019,126,54
674.1,2019,133,70
674.1,2019,140,96
674.1,2019,147,93
674.1,2019,154,80
674.1,2019,161,103
674.1,2019,168,98
674.1,2019,175,118
674.1,2019,182,108
674.1,2019,189,101
674.1,2019,196,103
674.1,2019,203,112
674.1,2019,210,125
674.1,2019,217,116
674.1,2019,224,118
674.1,2019,231,88
674.1,2019,238,8
675.1,2017,14,3
675.1,2017,35,3
675.1,2017,42,7
675.1,2017,49,3
675.1,2017,56,4
675.1,2017,63,2
675.1,2017,70,1
675.1,2017,77,3
675.1,2017,84,10
675.1,2017,91,6
675.1,2017,98,15
675.1,2017,105,7
675.1,2017,112,2
675.1,2017,119,5
675.1,2017,126,3
675.1,2017,133,10
675.1,2017,140,21
675.1,2017,147,18
675.1,2017,154,14
675.1,2017,161,14
675.1,2017,168,16
675.1,2017,175,21
675.1,2017,182,25
675.1,2017,189,28
675.1,2017,196,20
675.1,2017,203,20
675.1,2017,210,10
675.1,2017,217,12
675.1,2017,224,31
675.1,2017,231,20
675.1,2017,238,29
675.1,2017,245,32
675.1,2017,252,40
675.1,2017,259,25
675.1,2017,266,77
675.1,2017,273,29
675.1,2017,280,19
675.1,2017,287,14
675.1,2017,294,34
675.1,2017,301,35
675.1,2017,308,11
675.1,2017,315,3
675.1,2017,322,7
675.1,2017,329,11
675.1,2017,336,2
675.1,2017,343,2
675.1,2017,350,1
675.1,2017,357,3
675.1,2018,0,1
675.1,2018,7,2
675.1,2018,14,7
675.1,2018,21,2
675.1,2018,28,4
675.1,2018,35,2
675.1,2018,42,3
675.1,2018,49,6
675.1,2018,56,7
675.1,2018,70,2
675.1,2018,77,3
675.1,2018,84,8
675.1,2018,91,6
675.1,2018,98,22
675.1,2018,105,16
675.1,2018,112,20
675.1,2018,119,16
675.1,2018,126,19
675.1,2018,133,26
675.1,2018,140,42
675.1,2018,147,42
675.1,2018,154,41
675.1,2018,161,47
675.1,2018,168,44
675.1,2018,175,58
675.1,2018,182,48
675.1,2018,189,54
675.1,2018,196,43
675.1,2018,203,50
675.1,2018,210,40
675.1,2018,217,50
675.1,2018,224,30
675.1,2018,231,62
675.1,2018,238,63
675.1,2018,245,56
675.1,2018,252,64
675.1,2018,259,43
675.1,2018,266,62
675.1,2018,273,43
675.1,2018,280,40
675.1,2018,287,22
675.1,2018,294,14
675.1,2018,301,26
675.1,2018,308,19
675.1,2018,315,6
675.1,2018,322,3
675.1,2018,329,10
675.1,2018,336,6
675.1,2018,343,4
675.1,2018,350,3
675.1,2018,357,6
675.1,2019,0,1
675.1,2019,7,1
675.1,2019,14,7
675.1,2019,21,1
675.1,2019,28,5
675.1,2019,35,1
675.1,2019,42,2
675.1,2019,49,3
675.1,2019,56,1
675.1,2019,63,2
675.1,2019,70,7
675.1,2019,77,4
675.1,2019,84,7
675.1,2019,91,16
675.1,2019,98,24
675.1,2019,105,30
675.1,2019,112,55
675.1,2019,119,55
675.1,2019,126,51
675.1,2019,133,68
675.1,2019,140,58
675.1,2019,147,55
675.1,2019,154,48
675.1,2019,161,91
675.1,2019,168,89
675.1,2019,175,83
675.1,2019,182,129
675.1,2019,189,83
675.1,2019,196,87
675.1,2019,203,100
675.1,2019,210,95
675.1,2019,217,99
675.1,2019,224,78
675.1,2019,231,83
675.1,2019,238,9
676.1,2017,0,3
676.1,2017,7,8
676.1,2017,14,5
676.1,2017,21,5
676.1,2017,28,3
676.1,2017,35,11
676.1,2017,42,4
676.1,2017,49,28
676.1,2017,56,26
676.1,2017,63,23
676.1,2017,70,8
676.1,2017,77,11
676.1,2017,84,30
676.1,2017,91,50
676.1,2017,98,86
676.1,2017,105,148
676.1,2017,112,69
676.1,2017,119,98
676.1,2017,126,92
676.1,2017,133,182
676.1,2017,140,164
676.1,2017,147,160
676.1,2017,154,132
676.1,2017,161,116
676.1,2017,168,120
676.1,2017,175,123
676.1,2017,182,115
676.1,2017,189,135
676.1,2017,196,141
676.1,2017,203,155
676.1,2017,210,119
676.1,2017,217,143
676.1,2017,224,135
676.1,2017,231,151
676.1,2017,238,137
676.1,2017,245,130
676.1,2017,252,183
676.1,2017,259,250
676.1,2017,266,179
676.1,2017,273,132
676.1,2017,280,128
676.1,2017,287,138
676.1,2017,294,112
676.1,2017,301,83
676.1,2017,308,51
676.1,2017,315,47
676.1,2017,322,53
676.1,2017,329,49
676.1,2017,336,25
676.1,2017,343,16
676.1,2017,350,24
676.1,2017,357,14
676.1,2017,364,1
676.1,2018,0,4
676.1,2018,7,4
676.1,2018,14,5
676.1,2018,21,21
676.1,2018,35,6
676.1,2018,42,7
676.1,2018,49,29
676.1,2018,56,25
676.1,2018,63,21
676.1,2018,70,17
676.1,2018,77,23
676.1,2018,84,53
676.1,2018,91,46
676.1,2018,98,84
676.1,2018,105,91
676.1,2018,112,281
676.1,2018,119,326
676.1,2018,126,244
676.1,2018,133,181
676.1,2018,140,243
676.1,2018,147,226
676.1,2018,154,225
676.1,2018,161,229
676.1,2018,168,246
676.1,2018,175,280
676.1,2018,182,278
676.1,2018,189,305
676.1,2018,196,265
676.1,2018,203,309
676.1,2018,210,257
676.1,2018,217,256
676.1,2018,224,257
676.1,2018,231,296
676.1,2018,238,288
676.1,2018,245,342
676.1,2018,252,331
676.1,2018,259,345
676.1,2018,266,263
676.1,2018,273,345
676.1,2018,280,288
676.1,2018,287,204
676.1,2018,294,158
676.1,2018,301,215
676.1,2018,308,113
676.1,2018,315,58
676.1,2018,322,68
676.1,2018,329,54
676.1,2018,336,65
676.1,2018,343,15
676.1,2018,350,33
676.1,2018,357,34
676.1,2018,364,7
676.1,2019,0,25
676.1,2019,7,39
676.1,2019,14,14
676.1,2019,21,15
676.1,2019,28,19
676.1,2019,35,47
676.1,2019,42,32
676.1,2019,49,30
676.1,2019,56,30
676.1,2019,63,32
676.1,2019,70,99
676.1,2019,77,74
676.1,2019,84,104
676.1,2019,91,128
676.1,2019,98,219
676.1,2019,105,303
676.1,2019,112,696
676.1,2019,119,420
676.1,2019,126,457
676.1,2019,133,411
676.1,2019,140,435
676.1,2019,147,523
676.1,2019,154,545
676.1,2019,161,552
676.1,2019,168,549
676.1,2019,175,526
676.1,2019,182,518
676.1,2019,189,535
676.1,2019,196,467
676.1,2019,203,571
676.1,2019,210,541
676.1,2019,217,543
676.1,2019,224,558
676.1,2019,231,468
676.1,2019,238,101
691.1,2017,35,1
691.1,2017,105,1
691.1,2017,133,1
691.1,2017,189,1
691.1,2017,280,2
691.1,2017,301,2
691.1,2017,308,6
691.1,2017,315,3
691.1,2017,329,1
691.1,2017,350,1
691.1,2018,7,1
691.1,2018,14,1
691.1,2018,35,1
691.1,2018,49,1
691.1,2018,105,2
691.1,2018,217,3
691.1,2018,231,1
691.1,2018,259,1
691.1,2018,266,2
691.1,2018,280,2
691.1,2018,287,16
691.1,2018,294,8
691.1,2018,301,1
691.1,2018,315,1
691.1,2018,322,3
691.1,2018,336,2
691.1,2018,343,2
691.1,2018,350,4
691.1,2018,357,1
691.1,2019,0,1
691.1,2019,7,2
691.1,2019,35,1
691.1,2019,42,1
691.1,2019,63,1
691.1,2019,70,1
691.1,2019,84,2
691.1,2019,91,4
691.1,2019,98,3
691.1,2019,112,1
691.1,2019,119,1
691.1,2019,140,2
691.1,2019,147,2
691.1,2019,154,2
691.1,2019,175,1
691.1,2019,182,1
691.1,2019,189,1
691.1,2019,203,1
691.1,2019,231,1
691.1,2019,238,1
692.1,2017,35,1
692.1,2017,77,1
692.1,2017,84,1
692.1,2017,91,1
692.1,2017,98,1
692.1,2017,175,1
692.1,2017,182,1
692.1,2017,196,2
692.1,2017,210,2
692.1,2017,231,1
692.1,2017,238,1
692.1,2017,245,1
692.1,2017,252,1
692.1,2017,259,1
692.1,2017,266,2
692.1,2017,280,3
692.1,2017,287,2
692.1,2017,315,1
692.1,2017,322,2
692.1,2017,336,1
692.1,2017,350,1
692.1,2017,357,1
692.1,2018,42,1
692.1,2018,77,1
692.1,2018,91,2
692.1,2018,126,1
692.1,2018,189,2
692.1,2018,196,1
692.1,2018,210,3
692.1,2018,224,1
692.1,2018,231,1
692.1,2018,238,1
692.1,2018,259,2
692.1,2018,273,1
692.1,2018,280,1
692.1,2018,294,1
692.1,2018,301,1
692.1,2018,322,1
692.1,2018,329,2
692.1,2018,336,1
692.1,2018,343,1
692.1,2019,0,2
692.1,2019,42,2
692.1,2019,63,1
692.1,2019,70,1
692.1,2019,91,1
692.1,2019,98,1
692.1,2019,126,1
692.1,2019,203,1
692.1,2019,210,4
692.1,2019,217,1
692.1,2019,224,2
692.1,2019,231,2
693.1,2017,259,1
693.1,2018,98,1
693.1,2018,154,1
693.1,2018,224,1
693.1,2018,231,2
693.1,2018,245,2
693.1,2018,308,1
693.1,2019,112,1
694.1,2017,98,1
694.1,2017,189,1
694.1,2017,301,1
694.1,2017,343,1
694.1,2018,168,1
694.1,2018,182,1
694.1,2018,210,1
694.1,2018,217,2
694.1,2018,273,1
694.1,2018,280,3
694.1,2018,329,3
694.1,2018,336,1
694.1,2019,70,1
694.1,2019,77,1
694.1,2019,119,2
694.1,2019,203,2
694.1,2019,217,1
695.1,2017,0,1
695.1,2017,49,2
695.1,2017,77,2
695.1,2017,84,2
695.1,2017,91,1
695.1,2017,98,1
695.1,2017,105,2
695.1,2017,112,3
695.1,2017,119,2
695.1,2017,126,1
695.1,2017,133,2
695.1,2017,140,2
695.1,2017,147,5
695.1,2017,161,1
695.1,2017,168,2
695.1,2017,175,2
695.1,2017,182,1
695.1,2017,189,5
695.1,2017,196,3
695.1,2017,203,1
695.1,2017,210,3
695.1,2017,224,2
695.1,2017,231,4
695.1,2017,238,1
695.1,2017,245,1
695.1,2017,259,1
695.1,2017,266,1
695.1,2017,280,1
695.1,2017,287,1
695.1,2017,294,1
695.1,2017,301,4
695.1,2017,315,1
695.1,2017,329,1
695.1,2017,343,2
695.1,2018,28,1
695.1,2018,35,3
695.1,2018,42,1
695.1,2018,56,1
695.1,2018,63,1
695.1,2018,84,1
695.1,2018,91,38
695.1,2018,98,9
695.1,2018,112,1
695.1,2018,119,1
695.1,2018,126,2
695.1,2018,133,1
695.1,2018,147,2
695.1,2018,154,1
695.1,2018,161,1
695.1,2018,175,2
695.1,2018,210,4
695.1,2018,224,1
695.1,2018,231,1
695.1,2018,259,2
695.1,2018,273,2
695.1,2018,280,2
695.1,2018,287,3
695.1,2018,294,5
695.1,2018,301,5
695.1,2018,308,1
695.1,2018,322,2
695.1,2018,343,1
695.1,2018,350,1
695.1,2019,21,1
695.1,2019,28,1
695.1,2019,35,2
695.1,2019,42,2
695.1,2019,63,1
695.1,2019,70,4
695.1,2019,77,1
695.1,2019,84,2
695.1,2019,91,5
695.1,2019,98,4
695.1,2019,105,5
695.1,2019,112,7
695.1,2019,119,3
695.1,2019,126,2
695.1,2019,133,4
695.1,2019,140,8
695.1,2019,147,10
695.1,2019,154,6
695.1,2019,161,5
695.1,2019,168,8
695.1,2019,175,5
695.1,2019,182,12
695.1,2019,189,6
695.1,2019,196,6
695.1,2019,203,7
695.1,2019,210,12
695.1,2019,217,5
695.1,2019,224,2
695.1,2019,231,7
696.1,2017,0,3
696.1,2017,7,3
696.1,2017,14,4
696.1,2017,21,2
696.1,2017,28,5
696.1,2017,35,6
696.1,2017,42,7
696.1,2017,49,10
696.1,2017,56,7
696.1,2017,63,8
696.1,2017,70,11
696.1,2017,77,17
696.1,2017,84,20
696.1,2017,91,21
696.1,2017,98,39
696.1,2017,105,76
696.1,2017,112,20
696.1,2017,119,23
696.1,2017,126,21
696.1,2017,133,20
696.1,2017,140,24
696.1,2017,147,31
696.1,2017,154,27
696.1,2017,161,24
696.1,2017,168,18
696.1,2017,175,23
696.1,2017,182,23
696.1,2017,189,24
696.1,2017,196,25
696.1,2017,203,23
696.1,2017,210,22
696.1,2017,217,16
696.1,2017,224,17
696.1,2017,231,13
696.1,2017,238,25
696.1,2017,245,24
696.1,2017,252,26
696.1,2017,259,56
696.1,2017,266,37
696.1,2017,273,58
696.1,2017,280,38
696.1,2017,287,31
696.1,2017,294,39
696.1,2017,301,22
696.1,2017,308,23
696.1,2017,315,38
696.1,2017,322,36
696.1,2017,329,21
696.1,2017,336,12
696.1,2017,343,19
696.1,2017,350,6
696.1,2017,357,2
696.1,2017,364,1
696.1,2018,0,5
696.1,2018,7,4
696.1,2018,14,1
696.1,2018,21,5
696.1,2018,28,7
696.1,2018,35,5
696.1,2018,42,3
696.1,2018,49,15
696.1,2018,56,20
696.1,2018,63,27
696.1,2018,70,20
696.1,2018,77,18
696.1,2018,84,24
696.1,2018,91,32
696.1,2018,98,44
696.1,2018,105,23
696.1,2018,112,65
696.1,2018,119,53
696.1,2018,126,36
696.1,2018,133,25
696.1,2018,140,37
696.1,2018,147,38
696.1,2018,154,50
696.1,2018,161,65
696.1,2018,168,55
696.1,2018,175,47
696.1,2018,182,55
696.1,2018,189,43
696.1,2018,196,42
696.1,2018,203,48
696.1,2018,210,39
696.1,2018,217,38
696.1,2018,224,44
696.1,2018,231,35
696.1,2018,238,54
696.1,2018,245,118
696.1,2018,252,109
696.1,2018,259,95
696.1,2018,266,85
696.1,2018,273,75
696.1,2018,280,89
696.1,2018,287,65
696.1,2018,294,90
696.1,2018,301,79
696.1,2018,308,55
696.1,2018,315,36
696.1,2018,322,37
696.1,2018,329,39
696.1,2018,336,29
696.1,2018,343,12
696.1,2018,350,15
696.1,2018,357,6
696.1,2018,364,2
696.1,2019,0,52
696.1,2019,7,79
696.1,2019,14,55
696.1,2019,21,93
696.1,2019,28,167
696.1,2019,35,151
696.1,2019,42,162
696.1,2019,49,169
696.1,2019,56,188
696.1,2019,63,308
696.1,2019,70,248
696.1,2019,77,343
696.1,2019,84,345
696.1,2019,91,421
696.1,2019,98,564
696.1,2019,105,628
696.1,2019,112,748
696.1,2019,119,578
696.1,2019,126,362
696.1,2019,133,527
696.1,2019,140,421
696.1,2019,147,588
696.1,2019,154,598
696.1,2019,161,615
696.1,2019,168,526
696.1,2019,175,480
696.1,2019,182,528
696.1,2019,189,592
696.1,2019,196,478
696.1,2019,203,525
696.1,2019,210,452
696.1,2019,217,355
696.1,2019,224,329
696.1,2019,231,272
696.1,2019,238,51
697.1,2017,0,13
697.1,2017,7,15
697.1,2017,14,11
697.1,2017,21,17
697.1,2017,28,11
697.1,2017,35,21
697.1,2017,42,15
697.1,2017,49,27
697.1,2017,56,22
697.1,2017,63,35
697.1,2017,70,28
697.1,2017,77,45
697.1,2017,84,49
697.1,2017,91,62
697.1,2017,98,126
697.1,2017,105,233
697.1,2017,112,51
697.1,2017,119,42
697.1,2017,126,94
697.1,2017,133,72
697.1,2017,140,54
697.1,2017,147,57
697.1,2017,154,64
697.1,2017,161,80
697.1,2017,168,57
697.1,2017,175,59
697.1,2017,182,65
697.1,2017,189,87
697.1,2017,196,62
697.1,2017,203,96
697.1,2017,210,70
697.1,2017,217,79
697.1,2017,224,70
697.1,2017,231,59
697.1,2017,238,43
697.1,2017,245,63
697.1,2017,252,69
697.1,2017,259,67
697.1,2017,266,94
697.1,2017,273,67
697.1,2017,280,63
697.1,2017,287,54
697.1,2017,294,54
697.1,2017,301,59
697.1,2017,308,52
697.1,2017,315,61
697.1,2017,322,48
697.1,2017,329,49
697.1,2017,336,22
697.1,2017,343,16
697.1,2017,350,30
697.1,2017,357,7
697.1,2017,364,5
697.1,2018,0,21
697.1,2018,7,17
697.1,2018,14,12
697.1,2018,21,24
697.1,2018,28,21
697.1,2018,35,14
697.1,2018,42,31
697.1,2018,49,47
697.1,2018,56,56
697.1,2018,63,79
697.1,2018,70,67
697.1,2018,77,103
697.1,2018,84,118
697.1,2018,91,126
697.1,2018,98,108
697.1,2018,105,116
697.1,2018,112,333
697.1,2018,119,268
697.1,2018,126,122
697.1,2018,133,123
697.1,2018,140,149
697.1,2018,147,136
697.1,2018,154,151
697.1,2018,161,148
697.1,2018,168,114
697.1,2018,175,133
697.1,2018,182,130
697.1,2018,189,171
697.1,2018,196,139
697.1,2018,203,142
697.1,2018,210,122
697.1,2018,217,111
697.1,2018,224,133
697.1,2018,231,113
697.1,2018,238,105
697.1,2018,245,126
697.1,2018,252,151
697.1,2018,259,129
697.1,2018,266,125
697.1,2018,273,152
697.1,2018,280,180
697.1,2018,287,136
697.1,2018,294,144
697.1,2018,301,148
697.1,2018,308,129
697.1,2018,315,87
697.1,2018,322,104
697.1,2018,329,111
697.1,2018,336,75
697.1,2018,343,52
697.1,2018,350,52
697.1,2018,357,54
697.1,2018,364,6
697.1,2019,0,48
697.1,2019,7,56
697.1,2019,14,31
697.1,2019,21,40
697.1,2019,28,51
697.1,2019,35,95
697.1,2019,42,68
697.1,2019,49,55
697.1,2019,56,72
697.1,2019,63,106
697.1,2019,70,148
697.1,2019,77,174
697.1,2019,84,190
697.1,2019,91,183
697.1,2019,98,219
697.1,2019,105,227
697.1,2019,112,549
697.1,2019,119,286
697.1,2019,126,217
697.1,2019,133,275
697.1,2019,140,248
697.1,2019,147,262
697.1,2019,154,295
697.1,2019,161,279
697.1,2019,168,261
697.1,2019,175,243
697.1,2019,182,256
697.1,2019,189,228
697.1,2019,196,261
697.1,2019,203,278
697.1,2019,210,229
697.1,2019,217,206
697.1,2019,224,190
697.1,2019,231,200
697.1,2019,238,27
698.1,2017,0,2
698.1,2017,14,2
698.1,2017,21,4
698.1,2017,28,5
698.1,2017,35,4
698.1,2017,42,8
698.1,2017,49,6
698.1,2017,56,9
698.1,2017,63,3
698.1,2017,70,5
698.1,2017,77,6
698.1,2017,84,18
698.1,2017,91,7
698.1,2017,98,9
698.1,2017,105,17
698.1,2017,112,9
698.1,2017,119,5
698.1,2017,126,8
698.1,2017,133,13
698.1,2017,140,7
698.1,2017,147,12
698.1,2017,154,10
698.1,2017,161,15
698.1,2017,168,10
698.1,2017,175,3
698.1,2017,182,10
698.1,2017,189,11
698.1,2017,196,19
698.1,2017,203,14
698.1,2017,210,7
698.1,2017,217,15
698.1,2017,224,15
698.1,2017,231,16
698.1,2017,238,15
698.1,2017,245,17
698.1,2017,252,14
698.1,2017,259,18
698.1,2017,266,30
698.1,2017,273,14
698.1,2017,280,18
698.1,2017,287,15
698.1,2017,294,10
698.1,2017,301,18
698.1,2017,308,12
698.1,2017,315,13
698.1,2017,322,2
698.1,2017,329,7
698.1,2017,336,5
698.1,2017,343,2
698.1,2017,350,5
698.1,2017,357,1
698.1,2018,0,1
698.1,2018,7,6
698.1,2018,14,2
698.1,2018,21,4
698.1,2018,28,2
698.1,2018,35,7
698.1,2018,42,8
698.1,2018,49,22
698.1,2018,56,25
698.1,2018,63,22
698.1,2018,70,24
698.1,2018,77,23
698.1,2018,84,29
698.1,2018,91,24
698.1,2018,98,29
698.1,2018,105,20
698.1,2018,112,41
698.1,2018,119,32
698.1,2018,126,29
698.1,2018,133,28
698.1,2018,140,23
698.1,2018,147,24
698.1,2018,154,32
698.1,2018,161,26
698.1,2018,168,33
698.1,2018,175,39
698.1,2018,182,41
698.1,2018,189,34
698.1,2018,196,49
698.1,2018,203,37
698.1,2018,210,39
698.1,2018,217,31
698.1,2018,224,38
698.1,2018,231,34
698.1,2018,238,42
698.1,2018,245,47
698.1,2018,252,47
698.1,2018,259,40
698.1,2018,266,46
698.1,2018,273,54
698.1,2018,280,45
698.1,2018,287,21
698.1,2018,294,44
698.1,2018,301,37
698.1,2018,308,17
698.1,2018,315,7
698.1,2018,322,12
698.1,2018,329,15
698.1,2018,336,8
698.1,2018,343,6
698.1,2018,350,9
698.1,2018,357,6
698.1,2018,364,1
698.1,2019,0,3
698.1,2019,7,8
698.1,2019,14,8
698.1,2019,21,3
698.1,2019,28,7
698.1,2019,35,15
698.1,2019,42,9
698.1,2019,49,25
698.1,2019,56,8
698.1,2019,63,50
698.1,2019,70,22
698.1,2019,77,25
698.1,2019,84,25
698.1,2019,91,46
