"year","lat_bin","lon_bin","life_stage","scientific_name","n"
2017,41,-79,"adult","Autographa precationis",14
2017,41,-79,"adult","Caradrina clavipalpis",13
2017,41,-79,"adult","Cisseps fulvicollis",22
2017,41,-79,"adult","Costaconvexa centrostrigaria",11
2017,41,-79,"adult","Elaphria grata",13
2017,41,-79,"adult","Elaphria versicolor",10
2017,41,-79,"adult","Eusarca confusaria",18
2017,41,-79,"adult","Feltia herilis",14
2017,41,-79,"adult","Galgula partita",20
2017,41,-79,"adult","Halysidota",10
2017,41,-79,"adult","Halysidota tessellaris",30
2017,41,-79,"adult","Hypagyrtis unipunctata",12
2017,41,-79,"adult","Hypena scabra",26
2017,41,-79,"adult","Hypercompe scribonia",27
2017,41,-79,"adult","Idia aemula",12
2017,41,-79,"adult","Iridopsis defectaria",20
2017,41,-79,"adult","Lacinipolia explicata",25
2017,41,-79,"adult","Lacinipolia renigera",23
2017,41,-79,"adult","Lophocampa caryae",33
2017,41,-79,"adult","Macaria pustularia",11
2017,41,-79,"adult","Nephelodes minians",12
2017,41,-79,"adult","Noctua pronuba",13
2017,41,-79,"adult","Orgyia leucostigma",12
2017,41,-79,"adult","Orthonama obstipata",12
2017,41,-79,"adult","Palthis asopialis",30
2017,41,-79,"adult","Patalene olyzonaria",16
2017,41,-79,"adult","Prochoerodes lineola",25
2017,41,-79,"adult","Pyrrharctia isabella",39
2017,41,-79,"adult","Spodoptera ornithogalli",17
2017,41,-79,"adult","Sunira bicolorago",21
2017,41,-79,"caterpillar","Halysidota tessellaris",11
2017,41,-79,"caterpillar","Lophocampa caryae",34
2017,41,-79,"caterpillar","Pyrrharctia isabella",19
2017,41,-79,"caterpillar","Spilosoma virginica",11
2017,41,-77,"adult","Chlorochlamys chloroleucaria",10
2017,41,-77,"caterpillar","Lophocampa caryae",26
2017,41,-75,"adult","Acronicta americana",25
2017,41,-75,"adult","Campaea perlata",13
2017,41,-75,"adult","Cisseps fulvicollis",10
2017,41,-75,"adult","Cycnia tenera",18
2017,41,-75,"adult","Epimecis hortaria",10
2017,41,-75,"adult","Hypercompe scribonia",14
2017,41,-75,"adult","Hyphantria cunea",22
2017,41,-75,"adult","Pyrrharctia isabella",27
2017,41,-75,"adult","Scopula limboundata",10
2017,41,-75,"caterpillar","Acronicta americana",10
2017,41,-75,"caterpillar","Euchaetes egle",37
2017,41,-75,"caterpillar","Halysidota tessellaris",17
2017,41,-75,"caterpillar","Hypercompe scribonia",10
2017,41,-75,"caterpillar","Hyphantria cunea",10
2017,41,-75,"caterpillar","Lophocampa caryae",37
2017,41,-75,"caterpillar","Pyrrharctia isabella",61
2017,41,-75,"caterpillar","Spilosoma virginica",15
2017,41,-73,"adult","Acronicta americana",28
2017,41,-73,"adult","Campaea perlata",15
2017,41,-73,"adult","Cisseps fulvicollis",12
2017,41,-73,"adult","Haematopis grataria",10
2017,41,-73,"adult","Hypena scabra",10
2017,41,-73,"adult","Hyphantria cunea",18
2017,41,-73,"adult","Lophocampa caryae",13
2017,41,-73,"adult","Lymantria dispar",27
2017,41,-73,"adult","Macaria pustularia",11
2017,41,-73,"adult","Mythimna unipuncta",12
2017,41,-73,"adult","Noctua pronuba",10
2017,41,-73,"adult","Patalene olyzonaria",11
2017,41,-73,"adult","Prochoerodes lineola",13
2017,41,-73,"adult","Pyrrharctia isabella",15
2017,41,-73,"caterpillar","Acronicta americana",23
2017,41,-73,"caterpillar","Euchaetes egle",16
2017,41,-73,"caterpillar","Halysidota harrisii",13
2017,41,-73,"caterpillar","Halysidota tessellaris",12
2017,41,-73,"caterpillar","Hyphantria cunea",19
2017,41,-73,"caterpillar","Lophocampa caryae",51
2017,41,-73,"caterpillar","Lymantria dispar",23
2017,41,-73,"caterpillar","Pyrrharctia isabella",32
2017,41,-73,"caterpillar","Spilosoma virginica",12
2017,41,-71,"adult","Campaea perlata",10
2017,41,-71,"adult","Lymantria dispar",14
2017,41,-71,"adult","Patalene olyzonaria",10
2017,41,-71,"caterpillar","Lophocampa caryae",11
2017,41,-71,"caterpillar","Pyrrharctia isabella",11
2017,43,-89,"caterpillar","Euchaetes egle",22
2017,43,-89,"caterpillar","Halysidota tessellaris",11
2017,43,-85,"caterpillar","Lophocampa caryae",13
2017,43,-83,"caterpillar","Euchaetes egle",20
2017,43,-83,"caterpillar","Lophocampa caryae",14
2017,43,-81,"adult","Anagrapha falcifera",13
2017,43,-81,"adult","Cisseps fulvicollis",18
2017,43,-81,"adult","Costaconvexa centrostrigaria",10
2017,43,-81,"adult","Ctenucha virginica",20
2017,43,-81,"adult","Epirrhoe alternata",12
2017,43,-81,"adult","Hypena scabra",12
2017,43,-81,"adult","Lacinipolia renigera",10
2017,43,-81,"adult","Lophocampa caryae",20
2017,43,-81,"adult","Lymantria dispar",11
2017,43,-81,"adult","Prochoerodes lineola",10
2017,43,-81,"adult","Pseudeustrotia carneola",13
2017,43,-81,"caterpillar","Euchaetes egle",31
2017,43,-81,"caterpillar","Hyphantria cunea",13
2017,43,-81,"caterpillar","Lophocampa caryae",39
2017,43,-81,"caterpillar","Orgyia leucostigma",10
2017,43,-81,"caterpillar","Pyrrharctia isabella",12
2017,43,-79,"adult","Alsophila pometaria",20
2017,43,-79,"adult","Anagrapha falcifera",17
2017,43,-79,"adult","Autographa precationis",10
2017,43,-79,"adult","Campaea perlata",15
2017,43,-79,"adult","Cisseps fulvicollis",23
2017,43,-79,"adult","Costaconvexa centrostrigaria",10
2017,43,-79,"adult","Ctenucha virginica",11
2017,43,-79,"adult","Haematopis grataria",16
2017,43,-79,"adult","Hypena scabra",25
2017,43,-79,"adult","Lophocampa caryae",12
2017,43,-79,"adult","Lymantria dispar",32
2017,43,-79,"adult","Mythimna unipuncta",10
2017,43,-79,"adult","Noctua pronuba",18
2017,43,-79,"adult","Orthonama obstipata",17
2017,43,-79,"adult","Palthis angulalis",11
2017,43,-79,"adult","Pyrrharctia isabella",16
2017,43,-79,"adult","Scopula limboundata",11
2017,43,-79,"adult","Spilosoma virginica",10
2017,43,-79,"adult","Zale lunata",10
2017,43,-79,"caterpillar","Euchaetes egle",15
2017,43,-79,"caterpillar","Lophocampa caryae",57
2017,43,-79,"caterpillar","Lymantria dispar",31
2017,43,-79,"caterpillar","Orgyia leucostigma",11
2017,43,-79,"caterpillar","Pyrrharctia isabella",41
2017,43,-79,"caterpillar","Spilosoma virginica",27
2017,43,-77,"adult","Amolita fessa",10
2017,43,-77,"adult","Anathix ralla",14
2017,43,-77,"adult","Apantesis phalerata",25
2017,43,-77,"adult","Campaea perlata",26
2017,43,-77,"adult","Chlorochlamys chloroleucaria",22
2017,43,-77,"adult","Chytolita morbidalis",16
2017,43,-77,"adult","Chytonix palliatricula",11
2017,43,-77,"adult","Cisseps fulvicollis",25
2017,43,-77,"adult","Costaconvexa centrostrigaria",20
2017,43,-77,"adult","Ctenucha virginica",20
2017,43,-77,"adult","Digrammia ocellinata",11
2017,43,-77,"adult","Ectropis crepuscularia",12
2017,43,-77,"adult","Epirrhoe alternata",18
2017,43,-77,"adult","Euchlaena serrata",11
2017,43,-77,"adult","Eugonobapta nivosaria",13
2017,43,-77,"adult","Eulithis explanata",11
2017,43,-77,"adult","Euphyia intermediata",27
2017,43,-77,"adult","Eusarca confusaria",27
2017,43,-77,"adult","Gluphisia septentrionis",28
2017,43,-77,"adult","Halysidota tessellaris",12
2017,43,-77,"adult","Haploa confusa",19
2017,43,-77,"adult","Haploa lecontei",10
2017,43,-77,"adult","Homorthodes furfurata",17
2017,43,-77,"adult","Hypagyrtis unipunctata",10
2017,43,-77,"adult","Hypena scabra",20
2017,43,-77,"adult","Hypoprepia fucosa",17
2017,43,-77,"adult","Idaea dimidiata",16
2017,43,-77,"adult","Idia aemula",41
2017,43,-77,"adult","Idia americalis",13
2017,43,-77,"adult","Idia lubricalis",13
2017,43,-77,"adult","Lacinipolia renigera",27
2017,43,-77,"adult","Leuconycta diphteroides",19
2017,43,-77,"adult","Lophocampa caryae",17
2017,43,-77,"adult","Lytrosis unitaria",14
2017,43,-77,"adult","Macaria pustularia",27
2017,43,-77,"adult","Metalectra discalis",11
2017,43,-77,"adult","Mythimna oxygala",11
2017,43,-77,"adult","Nematocampa resistaria",10
2017,43,-77,"adult","Noctua pronuba",37
2017,43,-77,"adult","Ochropleura implecta",10
2017,43,-77,"adult","Pasiphila rectangulata",15
2017,43,-77,"adult","Phalaenostola larentioides",10
2017,43,-77,"adult","Phragmatobia fuliginosa",10
2017,43,-77,"adult","Ponometia erastrioides",11
2017,43,-77,"adult","Prochoerodes lineola",10
2017,43,-77,"adult","Protoboarmia porcelaria",20
2017,43,-77,"adult","Protodeltote muscosula",10
2017,43,-77,"adult","Pyrrharctia isabella",29
2017,43,-77,"adult","Raphia frater",11
2017,43,-77,"adult","Renia discoloralis",11
2017,43,-77,"adult","Scopula inductata",11
2017,43,-77,"adult","Scopula limboundata",25
2017,43,-77,"adult","Sunira bicolorago",19
2017,43,-77,"adult","Synchlora aerata",16
2017,43,-77,"adult","Xanthorhoe ferrugata",16
2017,43,-77,"adult","Zanclognatha jacchusalis",13
2017,43,-77,"adult","Zanclognatha laevigata",22
2017,43,-77,"caterpillar","Euchaetes egle",15
2017,43,-77,"caterpillar","Halysidota tessellaris",11
2017,43,-77,"caterpillar","Lophocampa caryae",51
2017,43,-77,"caterpillar","Pyrrharctia isabella",32
2017,43,-73,"adult","Acronicta americana",14
2017,43,-73,"adult","Agrotis ipsilon",20
2017,43,-73,"adult","Apantesis virgo",14
2017,43,-73,"adult","Autographa precationis",16
2017,43,-73,"adult","Biston betularia",15
2017,43,-73,"adult","Caenurgina crassiuscula",11
2017,43,-73,"adult","Campaea perlata",39
2017,43,-73,"adult","Caripeta piniata",11
2017,43,-73,"adult","Chlorochlamys chloroleucaria",21
2017,43,-73,"adult","Chytonix palliatricula",15
2017,43,-73,"adult","Cisseps fulvicollis",17
2017,43,-73,"adult","Clemensia albata",11
2017,43,-73,"adult","Clostera albosigma",16
2017,43,-73,"adult","Colocasia propinquilinea",14
2017,43,-73,"adult","Costaconvexa centrostrigaria",11
2017,43,-73,"adult","Ctenucha virginica",19
2017,43,-73,"adult","Cyclophora pendulinaria",15
2017,43,-73,"adult","Ecliptopera silaceata",22
2017,43,-73,"adult","Epirrhoe alternata",15
2017,43,-73,"adult","Eudryas grata",11
2017,43,-73,"adult","Eufidonia notataria",13
2017,43,-73,"adult","Euphyia intermediata",14
2017,43,-73,"adult","Eusarca confusaria",13
2017,43,-73,"adult","Eutrapela clemataria",12
2017,43,-73,"adult","Feralia jocosa",11
2017,43,-73,"adult","Gluphisia septentrionis",23
2017,43,-73,"adult","Halysidota tessellaris",12
2017,43,-73,"adult","Horisme intestinata",19
2017,43,-73,"adult","Hydrelia inornata",10
2017,43,-73,"adult","Hypena baltimoralis",19
2017,43,-73,"adult","Hypena scabra",15
2017,43,-73,"adult","Hypercompe scribonia",10
2017,43,-73,"adult","Hypoprepia fucosa",13
2017,43,-73,"adult","Idia aemula",32
2017,43,-73,"adult","Idia americalis",12
2017,43,-73,"adult","Idia lubricalis",21
2017,43,-73,"adult","Iridopsis larvaria",13
2017,43,-73,"adult","Lacinipolia renigera",15
2017,43,-73,"adult","Lambdina fiscellaria",22
2017,43,-73,"adult","Lascoria ambigualis",10
2017,43,-73,"adult","Leuconycta diphteroides",25
2017,43,-73,"adult","Lomographa glomeraria",10
2017,43,-73,"adult","Lophocampa caryae",22
2017,43,-73,"adult","Lymantria dispar",19
2017,43,-73,"adult","Macaria pustularia",13
2017,43,-73,"adult","Maliattha synochitis",18
2017,43,-73,"adult","Mythimna unipuncta",13
2017,43,-73,"adult","Nadata gibbosa",11
2017,43,-73,"adult","Nematocampa resistaria",21
2017,43,-73,"adult","Nemoria mimosaria",11
2017,43,-73,"adult","Nepytia canosaria",16
2017,43,-73,"adult","Noctua pronuba",28
2017,43,-73,"adult","Ochropleura implecta",21
2017,43,-73,"adult","Operophtera bruceata",12
2017,43,-73,"adult","Palthis angulalis",23
2017,43,-73,"adult","Palthis asopialis",12
2017,43,-73,"adult","Panopoda rufimargo",10
2017,43,-73,"adult","Panthea furcilla",19
2017,43,-73,"adult","Papaipema inquaesita",11
2017,43,-73,"adult","Parallelia bistriaris",17
2017,43,-73,"adult","Pasiphila rectangulata",12
2017,43,-73,"adult","Patalene olyzonaria",12
2017,43,-73,"adult","Phalaenophana pyramusalis",15
2017,43,-73,"adult","Plagodis phlogosaria",15
2017,43,-73,"adult","Plagodis serinaria",11
2017,43,-73,"adult","Probole amicaria",12
2017,43,-73,"adult","Prochoerodes lineola",26
2017,43,-73,"adult","Protoboarmia porcelaria",10
2017,43,-73,"adult","Protodeltote muscosula",10
2017,43,-73,"adult","Pseudeustrotia carneola",13
2017,43,-73,"adult","Pyrrharctia isabella",21
2017,43,-73,"adult","Raphia frater",10
2017,43,-73,"adult","Rivula propinqualis",15
2017,43,-73,"adult","Schinia florida",16
2017,43,-73,"adult","Schizura unicornis",12
2017,43,-73,"adult","Scopula limboundata",17
2017,43,-73,"adult","Spilosoma virginica",15
2017,43,-73,"adult","Sunira bicolorago",10
2017,43,-73,"adult","Symmerista",19
2017,43,-73,"adult","Trichodezia albovittata",21
2017,43,-73,"adult","Xanthorhoe ferrugata",14
2017,43,-73,"adult","Xanthorhoe lacustrata",14
2017,43,-73,"adult","Xanthotype",17
2017,43,-73,"adult","Zanclognatha laevigata",14
2017,43,-73,"caterpillar","Acronicta americana",21
2017,43,-73,"caterpillar","Euchaetes egle",35
2017,43,-73,"caterpillar","Halysidota tessellaris",28
2017,43,-73,"caterpillar","Hypercompe scribonia",14
2017,43,-73,"caterpillar","Lophocampa caryae",123
2017,43,-73,"caterpillar","Lymantria dispar",15
2017,43,-73,"caterpillar","Orgyia leucostigma",12
2017,43,-73,"caterpillar","Pyrrharctia isabella",27
2017,43,-73,"caterpillar","Spilosoma virginica",15
2017,43,-71,"adult","Acronicta americana",13
2017,43,-71,"adult","Campaea perlata",13
2017,43,-71,"adult","Catocala coccinata",20
2017,43,-71,"adult","Catocala epione",21
2017,43,-71,"adult","Catocala habilis",15
2017,43,-71,"adult","Catocala ilia",11
2017,43,-71,"adult","Catocala retecta",17
2017,43,-71,"adult","Catocala ultronia",14
2017,43,-71,"adult","Costaconvexa centrostrigaria",11
2017,43,-71,"adult","Eupithecia",11
2017,43,-71,"adult","Hypena scabra",16
2017,43,-71,"adult","Hypoprepia fucosa",11
2017,43,-71,"adult","Idia aemula",23
2017,43,-71,"adult","Lacinipolia renigera",10
2017,43,-71,"adult","Lymantria dispar",49
2017,43,-71,"adult","Macaria pustularia",11
2017,43,-71,"adult","Mythimna unipuncta",14
2017,43,-71,"adult","Noctua pronuba",22
2017,43,-71,"adult","Operophtera brumata",10
2017,43,-71,"adult","Pleuroprucha insulsaria",19
2017,43,-71,"adult","Prochoerodes lineola",11
2017,43,-71,"adult","Scopula limboundata",12
2017,43,-71,"caterpillar","Acronicta americana",18
2017,43,-71,"caterpillar","Euchaetes egle",13
2017,43,-71,"caterpillar","Lophocampa caryae",14
2017,43,-71,"caterpillar","Lymantria dispar",42
2017,43,-71,"caterpillar","Pyrrharctia isabella",25
2017,43,-71,"caterpillar","Spilosoma virginica",15
2017,45,-93,"caterpillar","Euchaetes egle",16
2017,45,-93,"caterpillar","Pyrrharctia isabella",19
2017,45,-79,"adult","Amphipyra pyramidoides",11
2017,45,-79,"adult","Campaea perlata",39
2017,45,-79,"adult","Catocala relicta",10
2017,45,-79,"adult","Cingilia catenaria",12
2017,45,-79,"adult","Cisseps fulvicollis",12
2017,45,-79,"adult","Clemensia albata",15
2017,45,-79,"adult","Ctenucha virginica",21
2017,45,-79,"adult","Ennomos magnaria",23
2017,45,-79,"adult","Gluphisia septentrionis",15
2017,45,-79,"adult","Haploa confusa",12
2017,45,-79,"adult","Hypena scabra",25
2017,45,-79,"adult","Hypoprepia fucosa",21
2017,45,-79,"adult","Idia americalis",11
2017,45,-79,"adult","Lacinipolia renigera",11
2017,45,-79,"adult","Lambdina fiscellaria",25
2017,45,-79,"adult","Lophocampa caryae",10
2017,45,-79,"adult","Lymantria dispar",16
2017,45,-79,"adult","Nematocampa resistaria",34
2017,45,-79,"adult","Nephelodes minians",16
2017,45,-79,"adult","Nepytia canosaria",35
2017,45,-79,"adult","Noctua pronuba",34
2017,45,-79,"adult","Orgyia leucostigma",19
2017,45,-79,"adult","Papaipema inquaesita",19
2017,45,-79,"adult","Ponometia erastrioides",12
2017,45,-79,"adult","Prochoerodes lineola",37
2017,45,-79,"adult","Protodeltote muscosula",14
2017,45,-79,"adult","Rivula propinqualis",20
2017,45,-79,"adult","Scopula limboundata",16
2017,45,-79,"adult","Sunira bicolorago",17
2017,45,-79,"caterpillar","Euchaetes egle",25
2017,45,-79,"caterpillar","Lophocampa caryae",10
2017,45,-79,"caterpillar","Pyrrharctia isabella",12
2017,45,-77,"adult","Achatia distincta",10
2017,45,-77,"adult","Agrotis ipsilon",11
2017,45,-77,"adult","Bleptina caradrinalis",17
2017,45,-77,"adult","Campaea perlata",14
2017,45,-77,"adult","Chlorochlamys chloroleucaria",14
2017,45,-77,"adult","Chytonix palliatricula",10
2017,45,-77,"adult","Cingilia catenaria",11
2017,45,-77,"adult","Cisseps fulvicollis",14
2017,45,-77,"adult","Clemensia albata",12
2017,45,-77,"adult","Costaconvexa centrostrigaria",25
2017,45,-77,"adult","Ectropis crepuscularia",11
2017,45,-77,"adult","Ennomos magnaria",10
2017,45,-77,"adult","Feltia jaculifera",11
2017,45,-77,"adult","Gluphisia septentrionis",18
2017,45,-77,"adult","Hypena scabra",12
2017,45,-77,"adult","Hypoprepia fucosa",12
2017,45,-77,"adult","Idia aemula",16
2017,45,-77,"adult","Idia americalis",10
2017,45,-77,"adult","Idia lubricalis",10
2017,45,-77,"adult","Lacinipolia implicata",13
2017,45,-77,"adult","Lacinipolia renigera",15
2017,45,-77,"adult","Lophocampa caryae",10
2017,45,-77,"adult","Lymantria dispar",18
2017,45,-77,"adult","Macaria pustularia",13
2017,45,-77,"adult","Nemoria bistriaria",12
2017,45,-77,"adult","Nephelodes minians",20
2017,45,-77,"adult","Nepytia canosaria",10
2017,45,-77,"adult","Noctua pronuba",17
2017,45,-77,"adult","Orthonama obstipata",15
2017,45,-77,"adult","Palthis angulalis",18
2017,45,-77,"adult","Panthea furcilla",11
2017,45,-77,"adult","Prochoerodes lineola",21
2017,45,-77,"adult","Scopula limboundata",17
2017,45,-77,"caterpillar","Euchaetes egle",24
2017,45,-77,"caterpillar","Lophocampa caryae",24
2017,45,-77,"caterpillar","Pyrrharctia isabella",11
2017,45,-75,"adult","Ctenucha virginica",14
2017,45,-75,"adult","Hypena scabra",10
2017,45,-75,"adult","Idia aemula",10
2017,45,-75,"adult","Nematocampa resistaria",13
2017,45,-75,"adult","Noctua pronuba",12
2017,45,-75,"adult","Papaipema eupatorii",10
2017,45,-75,"adult","Papaipema inquaesita",12
2017,45,-75,"adult","Papaipema pterisii",10
2017,45,-75,"adult","Prochoerodes lineola",15
2017,45,-75,"adult","Schizura unicornis",11
2017,45,-75,"caterpillar","Euchaetes egle",17
2017,45,-75,"caterpillar","Pyrrharctia isabella",14
2017,45,-73,"adult","Campaea perlata",21
2017,45,-73,"adult","Clemensia albata",10
2017,45,-73,"adult","Clostera albosigma",12
2017,45,-73,"adult","Costaconvexa centrostrigaria",10
2017,45,-73,"adult","Ecliptopera silaceata",15
2017,45,-73,"adult","Ectropis crepuscularia",11
2017,45,-73,"adult","Ennomos magnaria",13
2017,45,-73,"adult","Epirrhoe alternata",13
2017,45,-73,"adult","Eudryas grata",10
2017,45,-73,"adult","Gluphisia septentrionis",11
2017,45,-73,"adult","Hypena baltimoralis",13
2017,45,-73,"adult","Hypena scabra",10
2017,45,-73,"adult","Hypoprepia fucosa",12
2017,45,-73,"adult","Idia aemula",17
2017,45,-73,"adult","Lacinipolia renigera",10
2017,45,-73,"adult","Lambdina fiscellaria",11
2017,45,-73,"adult","Leuconycta diphteroides",15
2017,45,-73,"adult","Lophocampa caryae",13
2017,45,-73,"adult","Macaria pustularia",10
2017,45,-73,"adult","Nematocampa resistaria",11
2017,45,-73,"adult","Nephelodes minians",10
2017,45,-73,"adult","Nepytia canosaria",17
2017,45,-73,"adult","Noctua pronuba",21
2017,45,-73,"adult","Ochropleura implecta",11
2017,45,-73,"adult","Operophtera bruceata",17
2017,45,-73,"adult","Papaipema inquaesita",15
2017,45,-73,"adult","Parallelia bistriaris",10
2017,45,-73,"adult","Patalene olyzonaria",22
2017,45,-73,"adult","Plagodis phlogosaria",12
2017,45,-73,"adult","Prochoerodes lineola",14
2017,45,-73,"adult","Pseudeustrotia carneola",20
2017,45,-73,"adult","Pyrrharctia isabella",10
2017,45,-73,"adult","Scopula limboundata",15
2017,45,-73,"adult","Trichodezia albovittata",10
2017,45,-73,"adult","Xanthorhoe ferrugata",13
2017,45,-73,"adult","Xanthorhoe lacustrata",10
2017,45,-73,"caterpillar","Acronicta americana",14
2017,45,-73,"caterpillar","Ctenucha virginica",10
2017,45,-73,"caterpillar","Euchaetes egle",36
2017,45,-73,"caterpillar","Halysidota tessellaris",32
2017,45,-73,"caterpillar","Lophocampa caryae",45
2017,45,-73,"caterpillar","Orgyia definita",10
2017,45,-73,"caterpillar","Pyrrharctia isabella",52
2017,45,-73,"caterpillar","Spilosoma virginica",23
2017,45,-67,"adult","Campaea perlata",10
2017,45,-67,"adult","Cerma cora",13
2017,45,-67,"adult","Clostera albosigma",10
2017,45,-67,"adult","Cyclophora pendulinaria",15
2017,45,-65,"adult","Ctenucha virginica",10
2017,47,-65,"adult","Epirrhoe alternata",10
2017,47,-61,"adult","Cyclophora pendulinaria",12
2017,47,-61,"adult","Iridopsis larvaria",11
2017,49,-93,"adult","Ctenucha virginica",14
2018,25,-97,"adult","Halysidota schausi",13
2018,25,-81,"adult","Composia fidelissima",13
2018,25,-81,"adult","Lymire edwardsii",31
2018,25,-81,"adult","Syntomeida epilais",22
2018,25,-81,"adult","Utetheisa ornatrix",20
2018,27,-99,"adult","Ascalapha odorata",51
2018,27,-99,"adult","Chloraspilates bicoloraria",16
2018,27,-99,"adult","Chlorochlamys phyllinaria",13
2018,27,-99,"adult","Cyclophora nanaria",11
2018,27,-99,"adult","Estigmene acrea",15
2018,27,-99,"adult","Eubolina impartialis",14
2018,27,-99,"adult","Halysidota schausi",58
2018,27,-99,"adult","Horama panthalon",31
2018,27,-99,"adult","Idaea kendallaria",11
2018,27,-99,"adult","Iridopsis defectaria",23
2018,27,-99,"adult","Lophocampa annulosa",34
2018,27,-99,"adult","Magusa divaricata",13
2018,27,-99,"adult","Matigramma obscurior",11
2018,27,-99,"adult","Melipotis acontioides",37
2018,27,-99,"adult","Melipotis cellaris",27
2018,27,-99,"adult","Melipotis indomita",43
2018,27,-99,"adult","Mocis latipes",14
2018,27,-99,"adult","Pareuchaetes insulata",26
2018,27,-99,"adult","Pero meskaria",12
2018,27,-99,"adult","Plusiodonta compressipalpis",40
2018,27,-99,"adult","Psamatodes abydata",21
2018,27,-99,"adult","Scopula benitaria",10
2018,27,-99,"adult","Scopula umbilicata",17
2018,27,-99,"adult","Synchlora frondaria",10
2018,27,-97,"adult","Amyna stricta",11
2018,27,-97,"adult","Anicla infecta",34
2018,27,-97,"adult","Anticarsia gemmatalis",20
2018,27,-97,"adult","Apantesis phalerata",35
2018,27,-97,"adult","Ascalapha odorata",66
2018,27,-97,"adult","Bleptina caradrinalis",10
2018,27,-97,"adult","Catocala messalina",10
2018,27,-97,"adult","Chloraspilates bicoloraria",20
2018,27,-97,"adult","Chlorochlamys chloroleucaria",18
2018,27,-97,"adult","Chrysodeixis includens",10
2018,27,-97,"adult","Condica albigera",16
2018,27,-97,"adult","Condica videns",10
2018,27,-97,"adult","Didugua argentilinea",13
2018,27,-97,"adult","Elaphria chalcedonia",21
2018,27,-97,"adult","Enigmogramma basigera",15
2018,27,-97,"adult","Estigmene acrea",73
2018,27,-97,"adult","Eubolina impartialis",11
2018,27,-97,"adult","Halysidota schausi",40
2018,27,-97,"adult","Helicoverpa zea",19
2018,27,-97,"adult","Heteranassa mima",10
2018,27,-97,"adult","Horama panthalon",16
2018,27,-97,"adult","Hypena scabra",16
2018,27,-97,"adult","Hypercompe oslari",17
2018,27,-97,"adult","Hypocala andremona",14
2018,27,-97,"adult","Idaea kendallaria",17
2018,27,-97,"adult","Iridopsis defectaria",20
2018,27,-97,"adult","Leucania incognita",32
2018,27,-97,"adult","Lobocleta ossularia",17
2018,27,-97,"adult","Lophocampa annulosa",17
2018,27,-97,"adult","Magusa divaricata",12
2018,27,-97,"adult","Melipotis acontioides",21
2018,27,-97,"adult","Melipotis cellaris",36
2018,27,-97,"adult","Melipotis indomita",60
2018,27,-97,"adult","Melipotis jucunda",10
2018,27,-97,"adult","Mocis latipes",26
2018,27,-97,"adult","Mythimna unipuncta",37
2018,27,-97,"adult","Orgyia detrita",11
2018,27,-97,"adult","Palthis asopialis",14
2018,27,-97,"adult","Pareuchaetes insulata",75
2018,27,-97,"adult","Peridroma saucia",17
2018,27,-97,"adult","Pero meskaria",16
2018,27,-97,"adult","Phaloesia saucia",24
2018,27,-97,"adult","Pleuroprucha insulsaria",21
2018,27,-97,"adult","Plusiodonta compressipalpis",18
2018,27,-97,"adult","Psamatodes abydata",33
2018,27,-97,"adult","Scopula benitaria",16
2018,27,-97,"adult","Spodoptera frugiperda",60
2018,27,-97,"adult","Spodoptera ornithogalli",27
2018,27,-97,"adult","Synchlora frondaria",22
2018,27,-97,"adult","Tarache aprica",20
2018,27,-97,"adult","Virbia aurantiaca",29
2018,27,-83,"adult","Empyreuma pugione",24
2018,27,-83,"adult","Seirarctia echo",18
2018,27,-83,"adult","Syntomeida epilais",22
2018,27,-81,"adult","Dasychira meridionalis",11
2018,27,-81,"adult","Estigmene acrea",19
2018,27,-81,"adult","Lymire edwardsii",17
2018,27,-81,"adult","Syntomeida epilais",45
2018,27,-81,"adult","Utetheisa ornatrix",25
2018,29,-99,"adult","Acronicta americana",27
2018,29,-99,"adult","Anticarsia gemmatalis",20
2018,29,-99,"adult","Ascalapha odorata",28
2018,29,-99,"adult","Catabenoides terminellus",11
2018,29,-99,"adult","Estigmene acrea",27
2018,29,-99,"adult","Eubolina impartialis",11
2018,29,-99,"adult","Fernaldella fimetaria",13
2018,29,-99,"adult","Halysidota schausi",99
2018,29,-99,"adult","Hypercompe oslari",14
2018,29,-99,"adult","Hyphantria cunea",24
2018,29,-99,"adult","Hypocala andremona",10
2018,29,-99,"adult","Lycomorpha pholus",12
2018,29,-99,"adult","Melipotis cellaris",20
2018,29,-99,"adult","Melipotis indomita",22
2018,29,-99,"adult","Mythimna unipuncta",16
2018,29,-99,"adult","Psamatodes abydata",10
2018,29,-99,"adult","Scopula umbilicata",10
2018,29,-99,"adult","Speranza graphidaria",10
2018,29,-99,"adult","Spodoptera frugiperda",16
2018,29,-99,"adult","Tarache aprica",10
2018,29,-99,"adult","Tarache quadriplaga",10
2018,29,-99,"caterpillar","Estigmene acrea",29
2018,29,-99,"caterpillar","Hyphantria cunea",24
2018,29,-99,"caterpillar","Spodoptera ornithogalli",17
2018,29,-97,"adult","Acronicta americana",12
2018,29,-97,"adult","Aon noctuiformis",20
2018,29,-97,"adult","Chlorochlamys chloroleucaria",15
2018,29,-97,"adult","Cisthene subrufa",14
2018,29,-97,"adult","Emarginea percara",15
2018,29,-97,"adult","Estigmene acrea",34
2018,29,-97,"adult","Eubolina impartialis",21
2018,29,-97,"adult","Euchaetes bolteri",14
2018,29,-97,"adult","Glenoides texanaria",13
2018,29,-97,"adult","Halysidota schausi",14
2018,29,-97,"adult","Hypercompe oslari",12
