"speciesCode"	"county"	"Year"	"julianday"	"freq"
"reevir1"	"US-VA-059"	2018	98	0.00289855072463768
"reevir1"	"US-VA-059"	2018	105	0.0026246719160105
"reevir1"	"US-VA-059"	2018	112	0.0633397312859885
"reevir1"	"US-VA-059"	2018	121	0.303687635574837
"reevir1"	"US-VA-059"	2018	128	0.434285714285714
"reevir1"	"US-VA-059"	2018	135	0.449044585987261
"reevir1"	"US-VA-059"	2018	142	0.350157728706625
"reevir1"	"US-VA-059"	2018	152	0.244897959183673
"reevir1"	"US-VA-059"	2018	159	0.252212389380531
"reevir1"	"US-VA-059"	2018	166	0.262032085561497
"reevir1"	"US-VA-059"	2018	173	0.186046511627907
"reevir1"	"US-VA-059"	2018	182	0.211538461538462
"reevir1"	"US-VA-059"	2018	189	0.202247191011236
"reevir1"	"US-VA-059"	2018	196	0.187845303867403
"reevir1"	"US-VA-059"	2018	203	0.149779735682819
"reevir1"	"US-VA-059"	2018	213	0.125
"reevir1"	"US-VA-059"	2018	220	0.115107913669065
"reevir1"	"US-VA-059"	2018	227	0.112781954887218
"reevir1"	"US-VA-059"	2018	234	0.174528301886792
"reevir1"	"US-VA-059"	2018	244	0.141025641025641
"reevir1"	"US-VA-059"	2018	251	0.088
"reevir1"	"US-VA-059"	2018	258	0.0909090909090909
"reevir1"	"US-VA-059"	2018	265	0.0611353711790393
"reevir1"	"US-VA-059"	2018	274	0.0416666666666667
"reevir1"	"US-VA-059"	2018	281	0.021505376344086
"reevir1"	"US-VA-059"	2018	288	0
"reevir1"	"US-VA-059"	2018	295	0
"reevir1"	"US-VA-059"	2018	305	0
"reevir1"	"US-VA-059"	2018	312	0
"reevir1"	"US-VA-059"	2018	319	0
"reevir1"	"US-VA-059"	2018	326	0
"reevir1"	"US-VA-059"	2018	335	0
"reevir1"	"US-VA-059"	2018	342	0
"reevir1"	"US-VA-059"	2018	349	0
"reevir1"	"US-VA-059"	2018	356	0
"reevir1"	"US-MA-025"	2018	1	0
"reevir1"	"US-MA-025"	2018	8	0
"reevir1"	"US-MA-025"	2018	15	0
"reevir1"	"US-MA-025"	2018	22	0
"reevir1"	"US-MA-025"	2018	32	0
"reevir1"	"US-MA-025"	2018	39	0
"reevir1"	"US-MA-025"	2018	46	0
"reevir1"	"US-MA-025"	2018	53	0
"reevir1"	"US-MA-025"	2018	60	0
"reevir1"	"US-MA-025"	2018	67	0
"reevir1"	"US-MA-025"	2018	74	0
"reevir1"	"US-MA-025"	2018	81	0
"reevir1"	"US-MA-025"	2018	91	0
"reevir1"	"US-MA-025"	2018	98	0
"reevir1"	"US-MA-025"	2018	105	0
"reevir1"	"US-MA-025"	2018	112	0
"reevir1"	"US-MA-025"	2018	121	0.0219178082191781
"reevir1"	"US-MA-025"	2018	128	0.0171232876712329
"reevir1"	"US-MA-025"	2018	135	0.135593220338983
"reevir1"	"US-MA-025"	2018	142	0.1699604743083
"reevir1"	"US-MA-025"	2018	152	0
"reevir1"	"US-MA-025"	2018	159	0.0186335403726708
"reevir1"	"US-MA-025"	2018	166	0.00884955752212389
"reevir1"	"US-MA-025"	2018	173	0.00900900900900901
"reevir1"	"US-MA-025"	2018	182	0
"reevir1"	"US-MA-025"	2018	189	0.0087719298245614
"reevir1"	"US-MA-025"	2018	196	0.0161290322580645
"reevir1"	"US-MA-025"	2018	203	0
"reevir1"	"US-MA-025"	2018	213	0.008
"reevir1"	"US-MA-025"	2018	220	0.0105263157894737
"reevir1"	"US-MA-025"	2018	227	0
"reevir1"	"US-MA-025"	2018	234	0
"reevir1"	"US-MA-025"	2018	244	0.00641025641025641
"reevir1"	"US-MA-025"	2018	251	0.0268817204301075
"reevir1"	"US-MA-025"	2018	258	0.0410958904109589
"reevir1"	"US-MA-025"	2018	265	0.0141843971631206
"reevir1"	"US-MA-025"	2018	274	0.0387596899224806
"reevir1"	"US-MA-025"	2018	281	0.0204081632653061
"reevir1"	"US-MA-025"	2018	288	0
"reevir1"	"US-MA-025"	2018	295	0.0133928571428571
"reevir1"	"US-MA-025"	2018	305	0.00609756097560976
"reevir1"	"US-MA-025"	2018	312	0
"reevir1"	"US-MA-025"	2018	319	0
"reevir1"	"US-MA-025"	2018	326	0
"reevir1"	"US-MA-025"	2018	335	0
"reevir1"	"US-MA-025"	2018	342	0
"reevir1"	"US-MA-025"	2018	349	0
"reevir1"	"US-MA-025"	2018	356	0
"reevir1"	"US-NC-053"	2018	1	0
"reevir1"	"US-NC-053"	2018	8	0
"reevir1"	"US-NC-053"	2018	15	0
"reevir1"	"US-NC-053"	2018	22	0
"reevir1"	"US-NC-053"	2018	32	0
"reevir1"	"US-NC-053"	2018	39	0
"reevir1"	"US-NC-053"	2018	46	0
"reevir1"	"US-NC-053"	2018	53	0
"reevir1"	"US-NC-053"	2018	60	0
"reevir1"	"US-NC-053"	2018	67	0
"reevir1"	"US-NC-053"	2018	74	0
"reevir1"	"US-NC-053"	2018	81	0
"reevir1"	"US-NC-053"	2018	91	0
"reevir1"	"US-NC-053"	2018	98	0
"reevir1"	"US-NC-053"	2018	105	0
"reevir1"	"US-NC-053"	2018	112	0
"reevir1"	"US-NC-053"	2018	121	0
"reevir1"	"US-NC-053"	2018	128	0.214285714285714
"reevir1"	"US-NC-053"	2018	135	0.111111111111111
"reevir1"	"US-NC-053"	2018	142	0
"reevir1"	"US-NC-053"	2018	152	0.0526315789473684
"reevir1"	"US-NC-053"	2018	159	0.0869565217391304
"reevir1"	"US-NC-053"	2018	166	0
"reevir1"	"US-NC-053"	2018	173	0
"reevir1"	"US-NC-053"	2018	182	0
"reevir1"	"US-NC-053"	2018	189	0
"reevir1"	"US-NC-053"	2018	196	0
"reevir1"	"US-NC-053"	2018	203	0
"reevir1"	"US-NC-053"	2018	213	0
"reevir1"	"US-NC-053"	2018	220	0
"reevir1"	"US-NC-053"	2018	227	0
"reevir1"	"US-NC-053"	2018	234	0
"reevir1"	"US-NC-053"	2018	244	0
"reevir1"	"US-NC-053"	2018	251	0
"reevir1"	"US-NC-053"	2018	258	0
"reevir1"	"US-NC-053"	2018	265	0
"reevir1"	"US-NC-053"	2018	274	0.105263157894737
"reevir1"	"US-NC-053"	2018	281	0
"reevir1"	"US-NC-053"	2018	288	0.0833333333333333
"reevir1"	"US-NC-053"	2018	295	0
"reevir1"	"US-NC-053"	2018	305	0
"reevir1"	"US-NC-053"	2018	312	0
"reevir1"	"US-NC-053"	2018	319	0
"reevir1"	"US-NC-053"	2018	326	0
"reevir1"	"US-NC-053"	2018	335	0
"reevir1"	"US-NC-053"	2018	342	0
"reevir1"	"US-NC-053"	2018	349	0
"reevir1"	"US-NC-053"	2018	356	0
"reevir1"	"CA-ON-AL"	2018	1	0
"reevir1"	"CA-ON-AL"	2018	8	0
"reevir1"	"CA-ON-AL"	2018	15	0
"reevir1"	"CA-ON-AL"	2018	22	0
"reevir1"	"CA-ON-AL"	2018	32	0
"reevir1"	"CA-ON-AL"	2018	39	0
"reevir1"	"CA-ON-AL"	2018	46	0
"reevir1"	"CA-ON-AL"	2018	53	0
"reevir1"	"CA-ON-AL"	2018	60	0
"reevir1"	"CA-ON-AL"	2018	67	0
"reevir1"	"CA-ON-AL"	2018	74	0
"reevir1"	"CA-ON-AL"	2018	81	0
"reevir1"	"CA-ON-AL"	2018	91	0
"reevir1"	"CA-ON-AL"	2018	98	0
"reevir1"	"CA-ON-AL"	2018	105	0
"reevir1"	"CA-ON-AL"	2018	112	0
"reevir1"	"CA-ON-AL"	2018	121	0
"reevir1"	"CA-ON-AL"	2018	128	0.00657894736842105
"reevir1"	"CA-ON-AL"	2018	135	0.178082191780822
"reevir1"	"CA-ON-AL"	2018	142	0.522222222222222
"reevir1"	"CA-ON-AL"	2018	152	0.468468468468468
"reevir1"	"CA-ON-AL"	2018	159	0.503448275862069
"reevir1"	"CA-ON-AL"	2018	166	0.533783783783784
"reevir1"	"CA-ON-AL"	2018	173	0.522388059701492
"reevir1"	"CA-ON-AL"	2018	182	0.604938271604938
"reevir1"	"CA-ON-AL"	2018	189	0.472222222222222
"reevir1"	"CA-ON-AL"	2018	196	0.439393939393939
"reevir1"	"CA-ON-AL"	2018	203	0.366336633663366
"reevir1"	"CA-ON-AL"	2018	213	0.433962264150943
"reevir1"	"CA-ON-AL"	2018	220	0.414285714285714
"reevir1"	"CA-ON-AL"	2018	227	0.428571428571429
"reevir1"	"CA-ON-AL"	2018	234	0.397260273972603
"reevir1"	"CA-ON-AL"	2018	244	0.340909090909091
"reevir1"	"CA-ON-AL"	2018	251	0.135135135135135
"reevir1"	"CA-ON-AL"	2018	258	0.018018018018018
"reevir1"	"CA-ON-AL"	2018	265	0.0087719298245614
"reevir1"	"CA-ON-AL"	2018	274	0
"reevir1"	"CA-ON-AL"	2018	281	0
"reevir1"	"CA-ON-AL"	2018	288	0
"reevir1"	"CA-ON-AL"	2018	295	0
"reevir1"	"CA-ON-AL"	2018	305	0
"reevir1"	"CA-ON-AL"	2018	312	0
"reevir1"	"CA-ON-AL"	2018	319	0
"reevir1"	"CA-ON-AL"	2018	326	0
"reevir1"	"CA-ON-AL"	2018	335	0
"reevir1"	"CA-ON-AL"	2018	342	0
"reevir1"	"CA-ON-AL"	2018	349	0
"reevir1"	"CA-ON-AL"	2018	356	0
"reevir1"	"US-NC-053"	2019	1	0
"reevir1"	"US-NC-053"	2019	8	0
"reevir1"	"US-NC-053"	2019	15	0
"reevir1"	"US-NC-053"	2019	22	0
"reevir1"	"US-NC-053"	2019	32	0
"reevir1"	"US-NC-053"	2019	39	0
"reevir1"	"US-NC-053"	2019	46	0
"reevir1"	"US-NC-053"	2019	53	0
"reevir1"	"US-NC-053"	2019	60	0
"reevir1"	"US-NC-053"	2019	67	0
"reevir1"	"US-NC-053"	2019	74	0
"reevir1"	"US-NC-053"	2019	81	0
"reevir1"	"US-NC-053"	2019	91	0
"reevir1"	"US-NC-053"	2019	98	0
"reevir1"	"US-NC-053"	2019	105	0
"reevir1"	"US-NC-053"	2019	112	0
"reevir1"	"US-NC-053"	2019	121	0.0384615384615385
"reevir1"	"US-NC-053"	2019	128	0.032258064516129
"reevir1"	"US-NC-053"	2019	135	0.166666666666667
"reevir1"	"US-NC-053"	2019	142	0.075
"reevir1"	"US-NC-053"	2019	152	0.0625
"reevir1"	"US-NC-053"	2019	159	0.0476190476190476
"reevir1"	"US-NC-053"	2019	166	0.0285714285714286
"reevir1"	"US-NC-053"	2019	173	0
"reevir1"	"US-NC-053"	2019	182	0
"reevir1"	"US-NC-053"	2019	189	0
"reevir1"	"US-NC-053"	2019	196	0.111111111111111
"reevir1"	"US-NC-053"	2019	203	0.1
"reevir1"	"US-NC-053"	2019	213	0
"reevir1"	"US-NC-053"	2019	220	0
"reevir1"	"US-NC-053"	2019	227	0.05
"reevir1"	"US-NC-053"	2019	234	0
"reevir1"	"US-NC-053"	2019	244	0
"reevir1"	"US-NC-053"	2019	251	0
"reevir1"	"US-NC-053"	2019	258	0.2
"reevir1"	"US-NC-053"	2019	265	0.333333333333333
"reevir1"	"US-NC-053"	2019	274	0.142857142857143
"reevir1"	"US-NC-053"	2019	281	0.148148148148148
"reevir1"	"US-NC-053"	2019	288	0.142857142857143
"reevir1"	"US-NC-053"	2019	295	0
"reevir1"	"US-NC-053"	2019	305	0
"reevir1"	"US-NC-053"	2019	312	0
"reevir1"	"US-NC-053"	2019	319	0
"reevir1"	"US-NC-053"	2019	326	0
"reevir1"	"US-NC-053"	2019	335	0
"reevir1"	"US-NC-053"	2019	342	0
"reevir1"	"US-NC-053"	2019	349	0
"reevir1"	"US-NC-053"	2019	356	0
"reevir1"	"US-NC-189"	2019	1	0
"reevir1"	"US-NC-189"	2019	8	0
"reevir1"	"US-NC-189"	2019	15	0
"reevir1"	"US-NC-189"	2019	22	0
"reevir1"	"US-NC-189"	2019	32	0
"reevir1"	"US-NC-189"	2019	39	0
"reevir1"	"US-NC-189"	2019	46	0
"reevir1"	"US-NC-189"	2019	53	0
"reevir1"	"US-NC-189"	2019	60	0
"reevir1"	"US-NC-189"	2019	67	0
"reevir1"	"US-NC-189"	2019	74	0
"reevir1"	"US-NC-189"	2019	81	0
"reevir1"	"US-NC-189"	2019	91	0
"reevir1"	"US-NC-189"	2019	98	0
"reevir1"	"US-NC-189"	2019	105	0.0540540540540541
"reevir1"	"US-NC-189"	2019	112	0.168421052631579
"reevir1"	"US-NC-189"	2019	121	0.520408163265306
"reevir1"	"US-NC-189"	2019	128	0.514285714285714
"reevir1"	"US-NC-189"	2019	135	0.407894736842105
"reevir1"	"US-NC-189"	2019	142	0.685185185185185
"reevir1"	"US-NC-189"	2019	152	0.536585365853659
"reevir1"	"US-NC-189"	2019	159	0.34
"reevir1"	"US-NC-189"	2019	166	0.415094339622642
"reevir1"	"US-NC-189"	2019	173	0.525423728813559
"reevir1"	"US-NC-189"	2019	182	0.58974358974359
"reevir1"	"US-NC-189"	2019	189	0.372093023255814
"reevir1"	"US-NC-189"	2019	196	0.463414634146341
"reevir1"	"US-NC-189"	2019	203	0.5
"reevir1"	"US-NC-189"	2019	213	0.571428571428571
"reevir1"	"US-NC-189"	2019	220	0.5
"reevir1"	"US-NC-189"	2019	227	0.5
"reevir1"	"US-NC-189"	2019	234	0.25
"reevir1"	"US-NC-189"	2019	244	0.36
"reevir1"	"US-NC-189"	2019	251	0.450980392156863
"reevir1"	"US-NC-189"	2019	258	0.206349206349206
"reevir1"	"US-NC-189"	2019	265	0.217391304347826
"reevir1"	"US-NC-189"	2019	274	0.0983606557377049
"reevir1"	"US-NC-189"	2019	281	0.0363636363636364
"reevir1"	"US-NC-189"	2019	288	0.0454545454545455
"reevir1"	"US-NC-189"	2019	295	0
"reevir1"	"US-NC-189"	2019	305	0
"reevir1"	"US-NC-189"	2019	312	0
"reevir1"	"US-NC-189"	2019	319	0
"reevir1"	"US-NC-189"	2019	326	0
"reevir1"	"US-NC-189"	2019	335	0
"reevir1"	"US-NC-189"	2019	342	0
"reevir1"	"US-NC-189"	2019	349	0
"reevir1"	"US-NC-189"	2019	356	0
"reevir1"	"US-MA-019"	2018	1	0
"reevir1"	"US-MA-019"	2018	8	0
"reevir1"	"US-MA-019"	2018	15	0
"reevir1"	"US-MA-019"	2018	22	0
"reevir1"	"US-MA-019"	2018	32	0
"reevir1"	"US-MA-019"	2018	39	0
"reevir1"	"US-MA-019"	2018	46	0
"reevir1"	"US-MA-019"	2018	53	0
"reevir1"	"US-MA-019"	2018	60	0
"reevir1"	"US-MA-019"	2018	67	0
"reevir1"	"US-MA-019"	2018	74	0
"reevir1"	"US-MA-019"	2018	81	0
"reevir1"	"US-MA-019"	2018	91	0
"reevir1"	"US-MA-019"	2018	98	0
"reevir1"	"US-MA-019"	2018	105	0
"reevir1"	"US-MA-019"	2018	112	0
"reevir1"	"US-MA-019"	2018	121	0.0113636363636364
"reevir1"	"US-MA-019"	2018	128	0
"reevir1"	"US-MA-019"	2018	135	0.0015
"reevir1"	"US-MA-019"	2018	142	0.0909090909090909
"reevir1"	"US-MA-019"	2018	152	0.0571428571428571
"reevir1"	"US-MA-019"	2018	159	0
"reevir1"	"US-MA-019"	2018	166	0
"reevir1"	"US-MA-019"	2018	173	0.0172413793103448
"reevir1"	"US-MA-019"	2018	182	0.121951219512195
"reevir1"	"US-MA-019"	2018	189	0.0967741935483871
"reevir1"	"US-MA-019"	2018	196	0
"reevir1"	"US-MA-019"	2018	203	0.0153846153846154
"reevir1"	"US-MA-019"	2018	213	0.0689655172413793
"reevir1"	"US-MA-019"	2018	220	0
"reevir1"	"US-MA-019"	2018	227	0.03125
"reevir1"	"US-MA-019"	2018	234	0.0246913580246914
"reevir1"	"US-MA-019"	2018	244	0.0357142857142857
"reevir1"	"US-MA-019"	2018	251	0.0689655172413793
"reevir1"	"US-MA-019"	2018	258	0.0357142857142857
"reevir1"	"US-MA-019"	2018	265	0.111111111111111
"reevir1"	"US-MA-019"	2018	274	0.0188679245283019
"reevir1"	"US-MA-019"	2018	281	0.0625
"reevir1"	"US-MA-019"	2018	288	0
"reevir1"	"US-MA-019"	2018	295	0.0232558139534884
"reevir1"	"US-MA-019"	2018	305	0
"reevir1"	"US-MA-019"	2018	312	0
"reevir1"	"US-MA-019"	2018	319	0
"reevir1"	"US-MA-019"	2018	326	0
"reevir1"	"US-MA-019"	2018	335	0
"reevir1"	"US-MA-019"	2018	342	0
"reevir1"	"US-MA-019"	2018	349	0
"reevir1"	"US-MA-019"	2018	356	0
"reevir1"	"CA-ON-TO"	2018	1	0
"reevir1"	"CA-ON-TO"	2018	8	0
"reevir1"	"CA-ON-TO"	2018	15	0
"reevir1"	"CA-ON-TO"	2018	22	0
"reevir1"	"CA-ON-TO"	2018	32	0
"reevir1"	"CA-ON-TO"	2018	39	0
"reevir1"	"CA-ON-TO"	2018	46	0
"reevir1"	"CA-ON-TO"	2018	53	0
"reevir1"	"CA-ON-TO"	2018	60	0
"reevir1"	"CA-ON-TO"	2018	67	0
"reevir1"	"CA-ON-TO"	2018	74	0
"reevir1"	"CA-ON-TO"	2018	81	0
"reevir1"	"CA-ON-TO"	2018	91	0
"reevir1"	"CA-ON-TO"	2018	98	0
"reevir1"	"CA-ON-TO"	2018	105	0
"reevir1"	"CA-ON-TO"	2018	112	0
"reevir1"	"CA-ON-TO"	2018	121	0.00806451612903226
"reevir1"	"CA-ON-TO"	2018	128	0.0490196078431373
"reevir1"	"CA-ON-TO"	2018	135	0.307692307692308
"reevir1"	"CA-ON-TO"	2018	142	0.284872298624754
"reevir1"	"CA-ON-TO"	2018	152	0.163551401869159
"reevir1"	"CA-ON-TO"	2018	159	0.091703056768559
"reevir1"	"CA-ON-TO"	2018	166	0.124260355029586
"reevir1"	"CA-ON-TO"	2018	173	0.104395604395604
"reevir1"	"CA-ON-TO"	2018	182	0.112426035502959
"reevir1"	"CA-ON-TO"	2018	189	0.118881118881119
"reevir1"	"CA-ON-TO"	2018	196	0.0608108108108108
"reevir1"	"CA-ON-TO"	2018	203	0.0602409638554217
"reevir1"	"CA-ON-TO"	2018	213	0.06
"reevir1"	"CA-ON-TO"	2018	220	0.0952380952380952
"reevir1"	"CA-ON-TO"	2018	227	0.114457831325301
"reevir1"	"CA-ON-TO"	2018	234	0.161512027491409
"reevir1"	"CA-ON-TO"	2018	244	0.14410480349345
"reevir1"	"CA-ON-TO"	2018	251	0.20746887966805
"reevir1"	"CA-ON-TO"	2018	258	0.096
"reevir1"	"CA-ON-TO"	2018	265	0.0650887573964497
"reevir1"	"CA-ON-TO"	2018	274	0.031055900621118
"reevir1"	"CA-ON-TO"	2018	281	0.0105540897097625
"reevir1"	"CA-ON-TO"	2018	288	0.00625
"reevir1"	"CA-ON-TO"	2018	295	0
"reevir1"	"CA-ON-TO"	2018	305	0
"reevir1"	"CA-ON-TO"	2018	312	0
"reevir1"	"CA-ON-TO"	2018	319	0
"reevir1"	"CA-ON-TO"	2018	326	0
"reevir1"	"CA-ON-TO"	2018	335	0
"reevir1"	"CA-ON-TO"	2018	342	0
"reevir1"	"CA-ON-TO"	2018	349	0
"reevir1"	"CA-ON-TO"	2018	356	0
"reevir1"	"US-ME-009"	2017	1	0
"reevir1"	"US-ME-009"	2017	8	0
"reevir1"	"US-ME-009"	2017	15	0
"reevir1"	"US-ME-009"	2017	22	0
"reevir1"	"US-ME-009"	2017	32	0
"reevir1"	"US-ME-009"	2017	39	0
"reevir1"	"US-ME-009"	2017	46	0
"reevir1"	"US-ME-009"	2017	53	0
"reevir1"	"US-ME-009"	2017	60	0
"reevir1"	"US-ME-009"	2017	67	0
"reevir1"	"US-ME-009"	2017	74	0
"reevir1"	"US-ME-009"	2017	81	0
"reevir1"	"US-ME-009"	2017	91	0
"reevir1"	"US-ME-009"	2017	98	0
"reevir1"	"US-ME-009"	2017	105	0
"reevir1"	"US-ME-009"	2017	112	0
"reevir1"	"US-ME-009"	2017	121	0.00571428571428571
"reevir1"	"US-ME-009"	2017	128	0.0359281437125748
"reevir1"	"US-ME-009"	2017	135	0.132352941176471
"reevir1"	"US-ME-009"	2017	142	0.278169014084507
"reevir1"	"US-ME-009"	2017	152	0.336116910229645
"reevir1"	"US-ME-009"	2017	159	0.448051948051948
"reevir1"	"US-ME-009"	2017	166	0.36969696969697
"reevir1"	"US-ME-009"	2017	173	0.266423357664234
"reevir1"	"US-ME-009"	2017	182	0.423312883435583
"reevir1"	"US-ME-009"	2017	189	0.337078651685393
"reevir1"	"US-ME-009"	2017	196	0.423841059602649
"reevir1"	"US-ME-009"	2017	203	0.285714285714286
"reevir1"	"US-ME-009"	2017	213	0.281879194630872
"reevir1"	"US-ME-009"	2017	220	0.247787610619469
"reevir1"	"US-ME-009"	2017	227	0.114285714285714
"reevir1"	"US-ME-009"	2017	234	0.108490566037736
"reevir1"	"US-ME-009"	2017	244	0.125
"reevir1"	"US-ME-009"	2017	251	0.124031007751938
"reevir1"	"US-ME-009"	2017	258	0.062992125984252
"reevir1"	"US-ME-009"	2017	265	0.0462962962962963
"reevir1"	"US-ME-009"	2017	274	0.0153846153846154
"reevir1"	"US-ME-009"	2017	281	0.00900900900900901
"reevir1"	"US-ME-009"	2017	288	0
"reevir1"	"US-ME-009"	2017	295	0
"reevir1"	"US-ME-009"	2017	305	0.0740740740740741
"reevir1"	"US-ME-009"	2017	312	0
"reevir1"	"US-ME-009"	2017	319	0
"reevir1"	"US-ME-009"	2017	326	0
"reevir1"	"US-ME-009"	2017	335	0
"reevir1"	"US-ME-009"	2017	342	0
"reevir1"	"US-ME-009"	2017	349	0
"reevir1"	"US-ME-009"	2017	356	0
"reevir1"	"US-MI-077"	2017	1	0
"reevir1"	"US-MI-077"	2017	8	0
"reevir1"	"US-MI-077"	2017	15	0
"reevir1"	"US-MI-077"	2017	22	0
"reevir1"	"US-MI-077"	2017	32	0
"reevir1"	"US-MI-077"	2017	39	0
"reevir1"	"US-MI-077"	2017	46	0
"reevir1"	"US-MI-077"	2017	53	0
"reevir1"	"US-MI-077"	2017	60	0
"reevir1"	"US-MI-077"	2017	67	0
"reevir1"	"US-MI-077"	2017	74	0
"reevir1"	"US-MI-077"	2017	81	0
"reevir1"	"US-MI-077"	2017	91	0
"reevir1"	"US-MI-077"	2017	98	0
"reevir1"	"US-MI-077"	2017	105	0
"reevir1"	"US-MI-077"	2017	112	0
"reevir1"	"US-MI-077"	2017	121	0
"reevir1"	"US-MI-077"	2017	128	0.125
"reevir1"	"US-MI-077"	2017	135	0.40625
"reevir1"	"US-MI-077"	2017	142	0.346938775510204
"reevir1"	"US-MI-077"	2017	152	0.338709677419355
"reevir1"	"US-MI-077"	2017	159	0.0851063829787234
"reevir1"	"US-MI-077"	2017	166	0.171428571428571
"reevir1"	"US-MI-077"	2017	173	0.25
"reevir1"	"US-MI-077"	2017	182	0.294117647058824
"reevir1"	"US-MI-077"	2017	189	0.285714285714286
"reevir1"	"US-MI-077"	2017	196	0.188679245283019
"reevir1"	"US-MI-077"	2017	203	0.134615384615385
"reevir1"	"US-MI-077"	2017	213	0.0810810810810811
"reevir1"	"US-MI-077"	2017	220	0.15
"reevir1"	"US-MI-077"	2017	227	0.104166666666667
"reevir1"	"US-MI-077"	2017	234	0.10126582278481
"reevir1"	"US-MI-077"	2017	244	0.136363636363636
"reevir1"	"US-MI-077"	2017	251	0.166666666666667
"reevir1"	"US-MI-077"	2017	258	0.19672131147541
"reevir1"	"US-MI-077"	2017	265	0.0425531914893617
"reevir1"	"US-MI-077"	2017	274	0
"reevir1"	"US-MI-077"	2017	281	0
"reevir1"	"US-MI-077"	2017	288	0
"reevir1"	"US-MI-077"	2017	295	0
"reevir1"	"US-MI-077"	2017	305	0
"reevir1"	"US-MI-077"	2017	312	0
"reevir1"	"US-MI-077"	2017	319	0
"reevir1"	"US-MI-077"	2017	326	0
"reevir1"	"US-MI-077"	2017	335	0
"reevir1"	"US-MI-077"	2017	342	0
"reevir1"	"US-MI-077"	2017	349	0
"reevir1"	"US-MI-077"	2017	356	0
"reevir1"	"US-NC-183"	2014	1	0
"reevir1"	"US-NC-183"	2014	8	0
"reevir1"	"US-NC-183"	2014	15	0
"reevir1"	"US-NC-183"	2014	22	0
"reevir1"	"US-NC-183"	2014	32	0
"reevir1"	"US-NC-183"	2014	39	0
"reevir1"	"US-NC-183"	2014	46	0
"reevir1"	"US-NC-183"	2014	53	0
"reevir1"	"US-NC-183"	2014	60	0
"reevir1"	"US-NC-183"	2014	67	0
"reevir1"	"US-NC-183"	2014	74	0
"reevir1"	"US-NC-183"	2014	81	0
"reevir1"	"US-NC-183"	2014	91	0.0306122448979592
"reevir1"	"US-NC-183"	2014	98	0.14018691588785
"reevir1"	"US-NC-183"	2014	105	0.305555555555556
"reevir1"	"US-NC-183"	2014	112	0.468354430379747
"reevir1"	"US-NC-183"	2014	121	0.422018348623853
"reevir1"	"US-NC-183"	2014	128	0.340909090909091
"reevir1"	"US-NC-183"	2014	135	0.204081632653061
"reevir1"	"US-NC-183"	2014	142	0.217391304347826
"reevir1"	"US-NC-183"	2014	152	0.292682926829268
"reevir1"	"US-NC-183"	2014	159	0.2
"reevir1"	"US-NC-183"	2014	166	0.229166666666667
"reevir1"	"US-NC-183"	2014	173	0.206896551724138
"reevir1"	"US-NC-183"	2014	182	0.166666666666667
"reevir1"	"US-NC-183"	2014	189	0.25
"reevir1"	"US-NC-183"	2014	196	0.0740740740740741
"reevir1"	"US-NC-183"	2014	203	0.133333333333333
"reevir1"	"US-NC-183"	2014	213	0.133333333333333
"reevir1"	"US-NC-183"	2014	220	0.108108108108108
"reevir1"	"US-NC-183"	2014	227	0.148148148148148
"reevir1"	"US-NC-183"	2014	234	0.28125
"reevir1"	"US-NC-183"	2014	244	0.140350877192982
"reevir1"	"US-NC-183"	2014	251	0.196078431372549
"reevir1"	"US-NC-183"	2014	258	0.214285714285714
"reevir1"	"US-NC-183"	2014	265	0.169230769230769
"reevir1"	"US-NC-183"	2014	274	0.150943396226415
"reevir1"	"US-NC-183"	2014	281	0.0256410256410256
"reevir1"	"US-NC-183"	2014	288	0.024390243902439
"reevir1"	"US-NC-183"	2014	295	0
"reevir1"	"US-NC-183"	2014	305	0
"reevir1"	"US-NC-183"	2014	312	0
"reevir1"	"US-NC-183"	2014	319	0
"reevir1"	"US-NC-183"	2014	326	0
"reevir1"	"US-NC-183"	2014	335	0
"reevir1"	"US-NC-183"	2014	342	0
"reevir1"	"US-NC-183"	2014	349	0
"reevir1"	"US-NC-183"	2014	356	0
"reevir1"	"US-NC-183"	2015	1	0
"reevir1"	"US-NC-183"	2015	8	0
"reevir1"	"US-NC-183"	2015	15	0
"reevir1"	"US-NC-183"	2015	22	0
"reevir1"	"US-NC-183"	2015	32	0
"reevir1"	"US-NC-183"	2015	39	0
"reevir1"	"US-NC-183"	2015	46	0
"reevir1"	"US-NC-183"	2015	53	0
"reevir1"	"US-NC-183"	2015	60	0
"reevir1"	"US-NC-183"	2015	67	0
"reevir1"	"US-NC-183"	2015	74	0
"reevir1"	"US-NC-183"	2015	81	0
"reevir1"	"US-NC-183"	2015	91	0.00847457627118644
"reevir1"	"US-NC-183"	2015	98	0.235849056603774
"reevir1"	"US-NC-183"	2015	105	0.388235294117647
"reevir1"	"US-NC-183"	2015	112	0.476190476190476
"reevir1"	"US-NC-183"	2015	121	0.359223300970874
"reevir1"	"US-NC-183"	2015	128	0.224719101123595
"reevir1"	"US-NC-183"	2015	135	0.306451612903226
"reevir1"	"US-NC-183"	2015	142	0.228915662650602
"reevir1"	"US-NC-183"	2015	152	0.19047619047619
"reevir1"	"US-NC-183"	2015	159	0.318181818181818
"reevir1"	"US-NC-183"	2015	166	0.172413793103448
"reevir1"	"US-NC-183"	2015	173	0.225806451612903
"reevir1"	"US-NC-183"	2015	182	0.153846153846154
